FIX_ID,FIX_COMMITS_MERCURIAL,FIX_COMMITS_GIT,BUG_IDS,BUG_COMMITS_MERCURIAL,BUG_COMMITS_GIT,NO_FILE_SHARED,NEW_LINES_ONLY_FIX,REMOVE_LINES_ONLY_BUG,NO_BUG
60021,46fb75fdb68eb83a8123ada7f516a2570b38ac78 04f0d678ed571253fd0799b1254ac5e6b75b248f,51ab936781bee715d904699faa3be507ee47b171 471bb4e06c7e6672c619f4d8236eff1e29db0be4,60105,aa327c2ae987530f5a496058fea4b566e4d23347 a27e4cc40bd2c63b597d45c5b307df3ed5c5b22c,fe48cd69cae31f26d8e47fc75d2227288dbf2f9f d122e5ed27fc98e6d8bb58968a595ca94baf0002,True,True,False,False
60038,e80ba27d5eaf7cafea48846571d9f13c56e8260b,bcd0c7757ed91a50c268e598177d1228925afd41,60125,c6487983cddf27fb02334fadf6a1ca9df0691b0c 4b2e5d038198fcef703af3dc00dbcbbfe9c1810a,3aa05b35041a69f5c446f48df4d452334210ee90 25fef33f3d38ab5a8b7f9f330f0ff80433c752f1,True,True,False,False
60063,53d5103df1583d6bdda7c22ead317721ed12bd4e 4c91f022164f86cfb9e6052dcdb91fee73e94903 8fd0c5d4da21d2c0ebea36f80d6a75374c689b58,5455a4e9d87a236bfc3968a83b97ba0256bafb77 ba80872d4608bdcf8186814b25ee90f538ce8d16 0bbf2636554dc69c62b0d5207a326d9cfd6c907d,60123,8b672807534787ec1a3c29807f620441d1b06345 f3162da51d2188a3e7ff0eda9307f09f00b68940 8873771ba573431ab2b08384b99ec4bb2a0f6d71 719c8c5b46a539b77e9e655e85859be38f26f0d4,3c8a09d9d65af7edfcec49e67d65eea5feb8a94a 135aac06df67603194a4ff58fc2455b91542fd74 c101005c335a141025a73ac8df86597dc14da194 7baa0d565bed98b2f38ba48a649c08338f45339f,True,False,False,False
50231,,,50014,c0aaf9fee51c70f721449c3b932675230e8daab4,684302d600144815d89baabffe86857c85817a30,,,False,False
70161,c2d2b1c9441a9641974df453bfb631799cfd0cde 8d07c4ee084f8b5a14f00a80f0ce0a3be6185554 4fb0e162c8d541678a40cd6b11950cef54030ab9,cdac27e19aa63195d76e1b2cd9958fc08c177889 cff3a999002cd15bf65f8bfcd17a828b3407eb82 bcf4349de397c4c83c6f36772f6d15cd37641368,70076 70029,a2ddc62689ac9fa2fb115b2385b7be3c79af6223,e9a13ded2bc45eb79e584e37718ca0fa8cc06538,False,False,False,False
70273,b0eb77654c3bae4d0ed7a12366c76677788be4d4 6e455417ee657fceeaa802face09d1fc82c3d702,304bca2e9719576a9eff924bea29283ca5d66dfb dffd717a91d600dc8682b3a8564b1205ed72c664,70215 70496,6487603b606a1ea5dfac584f2d067bc46dcab7e1 552cab243d04bb639e8e4d1637c4caef61323573 5b1051ec2d323d007cd068aef54a78bca44d5924,ed21fc4ed344b2b9cd28d09846c1a1cda9b236f4 6248aece6799caeb7570cf416ec0539d2fee11cb 40fa965560d580ceec112d2098162e2408b3f011,False,False,False,False
70477,a44b0cf71b1a18b25ff586776f517ef4404754ef da38a6a1e1f46dc8e9bf3b4156f815289089c717,34331398406b7c74f5ddb61f4e751860de296f78 40b3978e599d11a35d3dff260abed969ed9b4d37,70085,a0a9fa5c404459b931ff97b5abce5c7b4918dcc8 35346c833bd4ed6f602a3f0cfb19f52a46a208a2,54045ee9a57adbb94562e54a52d5324f8bbd95c8 aa6bb55c4479b4f2b24c4b96aac499103e7cd7dd,False,False,False,False
60306,c1120c14543892850e14ce28297cd012811f7d7c 3ea740439fac7b6702960f102c571c55fdedae68 16b436246c4bc05afea259f61a4b8235771922d1,ad405abb74c79eeeb0b58738ac53e4819e5d21b8 7d477c3062773bb7b43c0a9b7278b96a2c76150e 716ccd6c46311702dda5c1282c422ff8b3a5d922,60366,,,False,False,False,True
50132,,,50015,2dccc44d86be786d2ae329e1ba1c548e62781b12,017e028da8636aba83489375fc550aa99b3d7d29,,,False,False
50164,,,50019,30c15f9892134434c54e4269f22ac67e84b8ff24,9022f08d3a0181bd99352434397cb0cf846d50c8,,,False,False
70462,dae2cf70b86489f0034f978ca6cd9d89a035e259 d7897681409a2964ab72f54f9bb66e9299002178,c7073f6fb6ed2c6745040518412107315ce1b016 f5f5bd5c715b8bca957ed8f3062de7d2bc848035,70152,e7e304d61ccbf6d1d1f3e8ac38115ed47bdd99c2,e2a223492d891aece6bdb919b4e35ea3e4ac6b97,False,False,False,False
60330,ec8f54509e8c76a5dfe53c74d76863a93e8ec936 a50d6c3e13e08fae38d34d29f7e389778ce9066f 23e0c3f43f748601e187987c1de863c46dfdd5ea,8df3ac0073a12a304a0dd9422b6b7e950a5c03ca 79fd880ec9e515b105fc657d7c9a312257d311bd 8ec0d6955149c2471772e4c4fd7ddf868f1c2abd,60361,,,False,False,False,True
60217,55f819ba5c30417cc829d68bbee926174f779b81 366081d46d724272ec3bd4cf68161a93fccb1aeb cedb62b1f47bfb80268e1094f79521c6e1aceb48,ea09895a89fd7a4983087ecaa6c1712d806ee513 99d1a90436a6b6fbf6a675a33833f2f907d762ee 0b9df9af544e3c1ac38d8031879052db5ad0bf5d,60253,f0280e826d7048ec73468d13e93cdd873aaa525d 9b3108a169f65737a5ff85e593eac52ac30e87ce,4081ea043cc446c934dd99bf5ec1f0102f859834 2be822db1a2ad43c1ca1182d12f2b5c091694008,False,False,True,False
70032,013d04922d7fc42086d06a3071a404e942768dbc 167bcbac312e575b82cfc6efb3e757555b6e69f3 f385d3c55de1302245377dcbe4ad47f1d3c4aac3,f94a537877b9219f397ab3882465d8efb1b0a99f 80d2a1a83f1faa54a5016542972df0ef90b3fd0b 4d664a685390ee301d5976190942b69e568f79d4,70043,325699cee3f1f343ec5a0486a286827d818b66ce 0e41d7d03cbdb7bee07ebf49320a6d93a804a0c1 2da35a88cff6cc4f42a8f46074e3c2d253e89063,0b5f233db62c83e2ae976a9a2704d7491bf01d20 8f31200ba10a4f1f18af809c1e6949bd75261ecd 4202c73e96a70db5c46dd05cbc3ca2e65be84bc0,False,False,False,False
70380,accbc10589e8a79111eced5ce350cf6dd1e97f22 5bc000ec0badf0e0ea195641db54ba47b7ca16af,e168cf22ddd45a322b4331ad945c6fefe5d53af7 2275d8659c11652f58f2f4cafc551afa0ed1974e,70190,814ed49151f94fd544a301fec0cf5df38a5da4a8 75dbbf71f106ddba50899acdb084fac1ddb9a701 afd10b4357e25c0eda6724fdbe18b64935b3f1ff 1b278b26617dce9e0e5d5fdbd91be8ffebf0443e,e1dab633cd00ab29c439ed349ab5413371495031 b49b2898e051bc548e674ad57faf984c734afaba 85c2a9a3c5b3425245c131dbbcb7fa49aafb2007 1e444612dde66edb3fbd636678a670536b7ccd4b,False,False,False,False
70017,b691dd7a0bda8ba20291fca13e9a293f80d58ff6 39699d587a7433aa1a6feda34e9f11f1b81b6cb7 30edc23fe8f4379dd61cc89aa86f2f4ac187c6a7,335656de874cc12c28d36b4c1518a7150f3cbd2d 5442afc1be9b69b4d9110c08ca6b480bfeb454e6 be54ed66dadd4c4d4ed7b643a629df70e80b62f0,70358,ff098a564f787259190916e02c8f354f7a46de6c fa473a159fc266a8dbfd5f740a09d12090e2ab82 aeeae4545ce25f165427478e295804bfcb8e3197 d23b97ddda4361bfcef9d146428ea1f5fc50baea,83c7d3ee21990721d7d49e12dfa1bb4cd15c192d e82d3e8c0cce5df2eb2f86898c7f90f67eb98ebb 60bd1322b076c1ec7682a8b3bbf20a2328936100 13a97eab8225ef18457b5c6e667e34e3dde57c2f,False,False,False,False
50150,,,50013,1452b45eed741e357f5868fc29c0bc8d93737008 fc960d80c5699bed2c19cce0946a8c2ed48e48a2 47bda4a80ea40e93d3b44af5ab2ba1f3a8665899,f910524dec581f873238df68616b3bd50f04acfb 5d348c2c3fb687ac5844962a29517d9cf3d093e6 f781524be4fbf25f5914468f9ed6471c8705230a,,,False,False
70213,145a73303b857021f2f4fab238402b6d9ee88c33 281ede02b0e5b143d4d56ca980da18f9e18e894f,3a056a777671b0fa062a2f39cbf9d033c3cecaf4 a7e327881af7b00f0b8c9898711103f20746ba04,70116,e756697a7dd475e1e59c0218d5f05d6e47eef404,998957d5a9699f583876a1947ac1e8d7294004a6,False,False,False,False
50170,,,50005,3e4ff038b336a339ffab515761190cf97ac451c7 7c7f896aefc8704185f5130e1519a600556932c1 cfb534e351a2a2e673efbef9ecb5e059446301db,766bb0ff4b731fc7f73ac89cf1290108c7cc50c2 dc7e146c34c51787103fc6b58269f87ca7755830 0b38fae10a6ff39123c6390f28481c99da52873e,,,False,False
70026,9d6b426eec328a8a5a3cd84e0aa02712143a0665 ffde9bc0576f79e2faff497466a8bbd6aaa11c5a,846c3bbf1ac1fbbf652c93772b1f8270e4eb37ab 5bcadbe6e49e99c2993eba2477b50133188a61bd,70088,7e8fe94959030c1d5c6a76c24124b82d9d064854 f7057f9dde70ead341f9adc10bccd4b1155fbf44 b882b23e72b3907bea3a57578ce13892bb794cf4,22bb2dd05a34f6c1202c4653cd170708a6b0df30 f1dc426def234298a0393c3a0cc839a05f1f99b3 e5efc784ff971f5b8f12a42a64d0488bad6e4146,False,False,False,False
60331,286a444a83efc235dd3ef4cfc68a5cbbc8bf5d06,303bbb373edaac253f2c14e4df5234ba335fcf2d,60359,,,False,False,False,True
70252,e2b6156ec5057a3aacf36886e7b01ec24e4eb5ff 37526f315e0e22ce99c0e31815e2ed3c30e1a030 fb4d42d09af2368b7fb8bfff450580fef0cd08a6,49165571bdd3a4f90edac754b6a87300f02e640c f9755148e0c859da263d535a89e1dc65fd0a829e de4e736355551da651dc6c9da2973f16dccd2ab3,70004,26906047b1a59f504e3055ebc9f108f89e5680f7 0bc94d060b89d86f71ea8c723c1156955074d1f0 088bd975f8057c3846d920c5a123bf44319c7054,eca862121c98483be6228b62bdf3883e811f82e0 09bbbae4b1eb1e69fb0774e6b630380c299d8842 593c64a168da1121b197ff09d25db604a60b46cd,False,False,False,False
60310,0d160d8a868223075733ecee0277c11e77e008a6 8d91baada858adb02f6851dfa7beb36ed0327692,0bc3f189a3391937dd57ff1a90b267fef33bd7c8 559e5087b4c84547e5d8ef639e97cdf4438403dc,60360,,,False,False,False,True
70422,849dda83b71af21baaa10ef9cdd1ff8acfb4b06e 09d0444e2ae86f8281b344b34e860013599e7e77,34d9ffedfe0b9268e81196a825dddf2d03c436d8 103bd059940ba0ded51958d2a788bf5772ee741d,70118,93f3faba39f63c80a96ba948f85c9fffa4e7b69a,2d0a6972f59c116fbba378fafe675e725fe633ca,True,False,False,False
60075,8ceb1ab509c23282a9c8f3b3d7d6eb47013966f2,689357a117992cac69960fe3fc43528c3fa1da04,60109 60075,46d62cf23d0c5e9ab0df599868122fb543b8fa5e a90be45e5454fa796f70c3cd4a01ed36057334be 755ec9ad80c1e1dd89fdc9e24c4b7cbf83eb3df9,e077d62a3d609878ca5e125b4cdeed68b2fb2953 d57ed795c69f0747c6ee9c5a73d34b0bb76027f3 66490343621f485eeba83d29469b35aa2d1b22fa,True,True,False,False
60033,3821c9148f6d74d82a94f1c6d40f05e4a6eebaff d1c50f2f285d0b73c1feed5622f62113d70bc71d,6be71eadaf5fff496f9bb389e6f9b4379f714c3e 418bf350e6d353f60cae40011320eab95d6e267c,60106,0adb080ea12f31a5520bf1e9d3673666b51698df d46e83d51ac32db4904d747a1bd1cf911cfe5c99 60165efe57672493b17eef74a3cfacaeaed9b9bf,43c2064c2b308b3444254d5742f28ac19417e1cb 8c4a3ad626c960e92caaab13414896f2afd5e26b 2c936f7b4928d09161f0ff3fc5d18096aebb3daa,True,True,False,False
70488,174291626b33b7535311e5d6c46d8616baf4f837,15134df33425190f520786aec1c0b06c87f772f5,70035,9e562a16f8a9a1a0ea1d2b8c14c26f10b8b69593 206b32b1ddd2970980b5fd289af0410a4f3c176c,9980d31aad6231fb12e4663928374943ecd4d10f b9e30dd4d6b214a3378f375f9cc2b7d11bb8eecb,True,True,False,False
60211,c30d621f8580272f8406a33d985c7192bc4eb0aa,ea1a91af93edb71b64c80caf1c9bc1a9accf9c03,60256,7138fa2719d6362b03025d85d2e84284b46360d8 86aa6242481f0fa932c0eb93cf439ddb44b17809,3e493c6028a56d53dd176a0c206202caf69996e7 532621d5a341772d62fc1671cc8e726976fd099f,False,False,True,False
20011,7a3bfa453e164c947da437acc837b4f159a74638 a0a5b753531cb216b5eebf968dd0e09671d77667,dcd5bbd969ca043139f9ce3a1971ec4f5ef9e5d7 536e1a79ef968e37a60bcabbc9e13c2e1c03e9b8,20010,0d2acd475cadee8989f66d73c3377e92d9dd7067 6c47d3466ae8b1d4e8b8e2920fa041b9a539f587 780f73a411e10f18196ac9728b429b4d730ff275 2772130d0e58523cab311e5ca77ed785273451a8,f49f2d7efa93c6bdbaa016435ca8fd571ece2381 5b75e84be7366cdb7f1ed3cfe5c02b96431606b1 1f4b10bea43e6338169646d1fd7d1604372b5522 fedd0c631b7ddc6c0d854e0d713d7d7b6fba9fa9,False,False,False,False
60223,972c58687cce0addc4079d5d0716c26a5b9ff08f,55f5257e33c58e74a5ab04ea488127b24eba2b9b,60265,1f13b300fc13d460b7fb0224984bf8d40b70ac1c 0e2698fe2901cde724b493be99417d4ec0c1948a a60ad5272da08932c86db2234e74f3a530b9767e 2b32c12852f60eb1111677aff96386da8a6c5cae,767729851e416b64ac0234faf128eb96296fe7bc 993783dd463e4edfa66c15bf7cf77d2036c1f773 a43d5abefbc3a57ed146979f884402b66c00e5e5 b78280a31871b70efe12de1e51090a609a95e59e,False,False,True,False
70338,38ca255c145183f5a70041999d932462cb862261 3ed71a770a92778cf5246a678177f173b01ed33a bbba99675361168c3beb76bd3644d8e0a11db0ec,02677f384f7e36ecd06f8359d4ec12995d84b1b9 32df2a52624c28e7a327fce72fa1565cf1941ded d5875e6e0b862a603579036d473c7c9917a78f1a,70300,491f4840b3023bee7576c941c8b970ba2ae7f7f1,bec0973913b8b24d6b4d052fb6713afe478b1ec8,False,False,False,False
50160,,,50006,eab2944cbcb51004b09812ffe47c5958fcd4784a,81f81d8d57e77ae26428d3b37e3085d6fa21e9a7,,,False,False
70117,8a51ac090e0de2ef2f6b4ab64ab859a8c824a24d,67d2db54a2a8167aa1422e6e560abaed7363892d,70485,c8c15c2eb40199174b122a2e034bc5e80a688dd7,66753b0b502d6495d209e90c9fde1fadd060baf2,False,False,False,False
50110,,,50007,fc0090d54f36ba62d00b2e0477309b6a4618196b 71c2c3ad56976044bad33eaa43db5a718f426c09,fc8fa282406f97b4105f196e74eb879ea6f396db 2f4013d212a0813946f0cecdfa25818debdc508a,,,False,False
50178,,,50012,cbbdb0b58897cf5c314e28161e232678f515c1ca 18ac4c8193d99e8b7c14af33a72115890ed99fc8 ec5c1738ab20d74471d38b81ee7e0f21a3a148cc,9fb5e2607650c8cafbd75e74bb8cfbad059ba5f6 16cf0207e2f308666aacd5ea41c6a8a6f923fc9b 6637c684e5bd8b09efc3ff3eb53a23009dab0377,,,False,False
70463,9a0cf58ff8b5e96f905b2fdbf9fa236af65304af ee7d9eba2fbeee36d077d1e2eedd8a28ea25f5f3 39d8505e1fca57645be733bc1eeabe913a4af8ef,b17b09a7303abdcb7520ab649533bd8cb879af45 9bf27ead6ee1bf68a23b4460b51ebc202f5ea19e 289423b1d5f23adf2489b33bc9ee37317893b006,70039 70485,a6580965d9767c94ebf8fa10339b147328596b4b eeea328bb5edcebb6a9aa9df02e17182d5745996,b45d15d6f90110721dc28be22f984ce314032bf1 4432c747cefb6316ec0c18d1c38db28067c77e0f,False,True,True,False
60228,56dc3d1f0bc6bf5e5196630e4b29cc267435b2f2 c8c72af65f3534680da70c16303bcf511cb4c3b5,143ca7c19523fd1d10d9c9f0abbd95f5af7154f9 272eb26e40607d9bc409d1724ca5031d24773163,60270,e6c2c97e2601f65d0ed0e54db02e9c2fff9fd4e9,7caae4fcb8d644921a78cccd31130e5b677b4717,False,False,True,False
50247,,,50013,1452b45eed741e357f5868fc29c0bc8d93737008,f910524dec581f873238df68616b3bd50f04acfb,,,False,False
60023,78f336fa1ca36135f18fe778650098bf9dc3e7d9 9d965c6768e7cb980082f5858df80ea9a2097bef,0bf60da660a90b2bb5c54aefb4d98c3dc73ae033 11356744c82514a12f5d43f3a809fc994ec5549e,60111 60023,0b25203c1eb48207c44b53b89e4cc7861fb4ca7f,3d5a2d4a678497b7f87e378f0cc5568a84ab5ada,True,False,False,False
70172,b8246341cd9acbae2e219ff4d01342048afb080e 31608177212ee31d5658286cd19701372120bde5 39db9e29c28db4935cfc3f116cb1c048a8857a4e,098e265c6656a8119782f6478ded29e766ba3096 995394ed3d0efa1b371cdded99ea7818281a1b8e 9c83682bb422448a7805426cace67e36143828fb,70480,900ec9f7a145d1cbde31a6ea9a881400ab921fa5 7f603103383d4b84561e7485403b5c087cf1f6aa 4788e080b412369f1f7cd349183a0fc0bdd5a342,a726e90f44b4b4b97c4be3c8140f66c182ae63e4 9253506f9d92298750e5a88727e82b1665a7c032 edfa61300d382d350b74bc4a1f817926a3a9f2e8,False,False,False,False
70098,bf4bc83f72ef9f128b8edeeff4a23b8ff6e45bbf,69507800428049d597199d2317b894a683a80a16,70406,3e19080919bf14f76724ea3d7e93965ad34a1fc4,d28c8627f014c22fb3e6c0bd9276a838e2561053,False,False,False,False
60209,78377da2cc394ec82bc6eabfcf776068044fed8c f67858b1faf0b8932dc0e4c2f6f6d8afda23bf38 92936fab65af005009a1a9515d3f14dc41e0cd61,c702f8520f545351468539b443a729b8928abf9a 4d00cec64b31e29ed754b63e1c339a982470f7df 908cabf146d3daa115762a9cf073eb629db624b1,60257,f00d80b33fef5276c56fd9052e3da47ad172d01b 680f377008bf8c9e58b16c7866817fb3b733eb3a,26c12875e07b55b6986acea83a959d89b1bb0b23 90999f032945d9acd269791dcc17870d4cfec8ea,False,False,True,False
70359,230fcf0adcb0302cb35bc5b30d77fd5e0b31d064,afff70afb2cc43a8ec8835bc11f2ffc5c8f85322,70320 70025,602a138e82a1f20f8fcfe938d22f036726b21e4c,9b2917050d8958655bfb9399d38e38d3ae75fd00,False,True,False,False
20013,e40b723f1fa742d54c6a617de12f5a861b6ee52a 167adbd86fb1debdf401b4ad18f8176bb0c6d236 8d3a84019556c6e76ba2182f86376ee1710c4c34,31395164fb6bc819cc4ab4e2578d459906b527d3 7ed9bbdbfb2dda77c2f6098cfedb588813345643 bd4a193c9b3730efb71678697c86b589ffecc94a,20012,76b92c028482441074909bb1963bade3c4ee5d02 87748581b4a7e7362d0ce6c17b579e0dee892283 d4721de8cd235a202dec9aa095b9fd5577e1ebd8,9fb8348199b968efe113fae19829252678ca2751 a0863a3a9a2b4d70578c62386c51910f4db68a1f 5e2ddba29205f40e1566c277731200aff43a04d2,False,False,False,False
60336,11e74ec90cecbe87485ce8c2a4d71b0728fa8da4 246b41843c3a518d320e73f920d01f6630ceddb1 4670b2e29f8fcb4c89f8b62f9c23ea012444dc43,b0e2c3723492487824a6097bafec35a0a5a5970b f101871a6408ad9bb29119649c7686fe9b6b66c1 ef3a374cb8c533b52f6353fc0fc4f2ebbff5001a,60365,,,False,False,False,True
70028,19850f572918471ec84a726bcc51735126e37ff3,1c40efef33afbc46f376a27a64024799bf634943,70447 70086,9eb785e4f1d1b26be6d7e0d89259915a11625941 77271e98d769883cbbc963bcd61e36835bb97d00,89c96ee48b9da5ecf01834034c2032a3a9ff368a 33ef71b01883a602735698ae6c2209727347e7d4,True,False,False,False
50224,,,50018,c693faa4af0d62af9186ef29660ae47dbe723dcf a85d0a3a6a212a33e9364dbbbe819c6a0d2a79c6 319b80ef880184c3852e4540a0408f823700bec5,ad96df62afbfe1fda4319a76d5c23675d8ae0d12 53670f68cf67cff0580d6f17ef574ec39d6089dd e6f0d9fa49f01b59fd1de3315b6026df29e3609a,,,False,False
50177,,,50003,6966fd8ce3a9b88ef49b74c2e7eda1b5522dfb69 bc62a67ee3033643c40ae876f87cc6286f8f2b26,5bde3379e39096bc07f40300ff088ec6fa078c9a e37362fb6d180fd90f0976ec486b3fbaa6daf489,,,False,False
70171,39cb917d5182307faf8b1b399d7e12f6265b1055 f367afea56b5f3c494400621155fb1b00e8f6c27,9b777586b95077d8041684c0459911a4b15dcbab e42f0a4e62d0d0919924de3fd94ff235dc9bc10c,70296,bfa62e67ee1e1d876ed0e0c8814cc192fdcffdb7 379dae62c63a2e6ceca251f4b2d7b8307d88bc26 b3d30b8daea2c975465b49aab940a8835b226dbe da48f83361dad272a40c3fa784bdb9a2ff84ee0c,1c923690c5bca18dc9eeab8bb34f75ab673d1c06 4dd33df6f0b93dbdf284bfce123590901c175126 a2e3b8c292e9b78e10264c2122e23326bcc495f1 55d285f8b739d4abcd1b8d06d702822d89e618ae,False,False,False,False
40005,b225594014bb3f61ba59a0c0d2861e73c9643a66 d9bb8e130ea4b1b179b6a7e124f7cba83edf6787 a807fedcf1a4865620642b5f121a7516842b5f13,6ccfdabb852734033d7e1c16fbc5ecbffa9e2624 641f2193ba98d27ecdba04ef9678cddce28d8f3d b3fabc5506091fe709a155f47161333861a8ef5d,40002,d665af0fb9d4523d898a09a50db4c8b08a9b7312,ca39d67900ae3a1447b3faf39f62d817db0d5628,False,False,False,False
50159,,,50002,14085a3c8802f56491353b2e83ac6accba0c8a8e,6aa5b86f57069e2a5c5a7c7345ba5a675b22e26d,,,False,False
50193,,,50001,33d2961d00cc5581a96561b3c3fcc31413c26231 ee4f25fd8101038f891b4347af765aebbda0bd7c 043b702277f8bcf2fe354b3e9a53485d29e091e1,4dcd70d737081b4e925fdafbc8c87c7548dd9c6c d0865bd07e7f3b797f6e3f61c8b7ef0a30148967 de1c67092aa60b687d90e00fe75f9ad760b59172,,,False,False
70080,a264c31056bae64c0f793c0c7e667dd7b7fc9bba eabe4d0bf1d92c2042aabfd05013b43640c7948a,9194c3773eee7727fc0ad953561af5d3716beb2c 0d96a4d2d658c3938f7d10bab5140d2d12b5febe,70182,5fc1111c60376fb18a15ebe1d83e9b099d0e0076 93743c1b4b916b2d7d29f9d6a278cf49a0620af7 b324148b77ff161d63c9f1893f92c8284ceae4de 19a646897bff49ec36f8d01f4335be082ef4d2a6,5de8e1de6245548e18cdde916950b65e3c448dd8 815d085055898fdfd7799494f9aa412e9242d066 db5b83be5d618bb339052a9f5cf0001c9c120c49 cb8604bdc20d2c932a53a0b40ed0ebbe5ae99dce,False,False,False,False
70426,fe67b459face1f85c12ad82e1df674d29c454bea 3458e56d11e0ae642509343b52a2940f7c9fba40,14bf606c7aa41ff18c3f56e9ba46c9e3ff944731 c249100fe9358deb6b638e51110cd649d604ddf8,70219,69dfd93cea1380d32b205ec9c2586abffbedd087 c99bb4fa184d1ff302286e508112a27b51bfecd8 d57236857eae4c570e260f2182048c11db9438b2,02301b2c6f9071bef48e4edac469460d468ce29c 6db8283ccba4e1e5b6efa26b6fa3518ba380f724 440ec58e619d686d2a1c3a69ce52cae4e1232aca,False,True,False,False
70301,dc22fb6520bc48e9dba91fe63f37f71e92f90db4 b27871c41d5f4de1e355c538d03114cc2770e9df,41e4626c75e380271c00c79ab2359fba46eccd72 7bcf66a98fd0bf05b392c9176ab846e74bd7dcb3,70195 70239,7b9491370dae9b7cfb5adeadcb4968fe2b235adb c66c3480861407a414510c18c276c442e146b66c b39d208d8f33b5fd76e0fd587eacd3d7568cb633 5f1fcc21dd7f3d549941104b3c8c66ea4b4b5861,d5cd6df05800503ca83dc677cacdd3605b9ff1ad d098ea4b5e72bf08e7f083c856719a559adf5c48 0154c36bcb09762e1ac579aa73ed1a2fe1ef1ba7 31b8a78ec9db7cecfef7042df4f7217472b115f4,False,False,False,False
60044,b7da4b019568fb399b77b9410ec60499c8bbdfe4 a4bd6797f4c3ea8b5eacb8ec964ce0b7f22c067b,b7544dc7a162187685bec63c05d70316243fba1d 5bf5e0574e821c07720f2e7cd331215eb0af9d22,60119,77c95c7f36b2ed5e2b47a6e93dc3785af3853b99 b0c09cb34974149b67eefeeb15142654a6f5942d f4c342789b56f4504f0f233cff4daf1b145cc33c a7faa3e7f9787167598d5970bfc0c471e50543d6,daf08bb2cd0a9954f4e2f996ae966efb3b42b5d2 60313d4062187897571a4b6d9afd93501c61a006 a8e8e1f431fda164c456bcd1ed8e7b3684409324 2dec26711da453a112ca253d3f447ebc1feb578c,True,True,False,False
70487,ab5cf0a6fb943216489e2c543776accdd0a8a3a2 93ea36e0b0a24cd5bb3c97a151e4f4f9a7905e40 7721c3bd2575516efa96519a958cfcbd2b0b1d76,b06938251ec069afd2e5aa68544df42b342e7f1c 8ab5c10d819a39eba2e4ad74c7a92fd0a8e4d42c 247f53b762484f7d34caede03957c700391b3c2f,70211,4388be34a11a528a9a3847e9d8a72b8c65a0bd20,6d63425b9a597ea0a558aa861a2ffb83e87ee0ac,True,True,False,False
50126,,,50019,30c15f9892134434c54e4269f22ac67e84b8ff24 5c8986b85e85fb55c180b1ff892f5aa8d482f50a d208ab27190c0cf45d4730dbea0bcc1304ed47a7 8a56fdf8bbc540479294c27af0970160b2d378e1,9022f08d3a0181bd99352434397cb0cf846d50c8 f4e0f5546e6e680cff3af782d6869934670a8a5c fa28841f2bbee5bdf2a43c1e46e4b03990723996 7fcd58dd66ef7863c62f5007eb7d6524d042eb14,,,False,False
50227,,,50019,30c15f9892134434c54e4269f22ac67e84b8ff24 5c8986b85e85fb55c180b1ff892f5aa8d482f50a d208ab27190c0cf45d4730dbea0bcc1304ed47a7,9022f08d3a0181bd99352434397cb0cf846d50c8 f4e0f5546e6e680cff3af782d6869934670a8a5c fa28841f2bbee5bdf2a43c1e46e4b03990723996,,,False,False
70307,fb9345ccba11297af589d928c35aee69f9b43dc1 da3da41e1d6a9dce3c5f1ae49961bdbc9974a53f 7b9e895a2840b0868359f4dbaec2f9a9e694f290,d178141593cd8b10929b36cf066992c4c0cee1a4 245f64b801aebc273f6447410eb6c373b3739f02 b0e258bc314c583a226a0850a798fce64bf4466d,70026,7ef91a60f3ec995bb80a9e26be7284ab4617559e d4ea1adb5989c8b6cb93eb45d3e878291dae6787 77568cedc1f6fe3ab24d8d3e8a80d1d7b7f02eee,ece3610839eb61e06f809c2566c5ed4cb43327e7 d0e190f3efe1b8819057de3637197f04ceb27c18 d7009f4c644008b76aa287334e5d26cea3b299cb,True,False,False,False
70248,02e94b8fdbea8c0980c0b778500e2a079d3ec1ae e2f2e3434e9212155e031b1124033a57bf4be4c9,049a7247f268f6fd9160405d3a92ed81afed2cd8 afda559d021f39b42d44816593c7b7e913d52b4a,70319,a803aa53e7629f7b9f43ae2c8f276b5d177f5530 a27255c139d6b420133e9cf984b106c6f36ae772 cf194a7f47f782b656cdbd5f3914349bc7868106 2e205010f4f3da4521a15b0e81310203adc667c8,56180a695d3824fd33eef82deb6ea22611d199bf 393344ac168862a4d16d6c3c3805ad4fb96ab679 7ca9eaf4fc431835f8eca020348de32d41c17afb 51348ec1b2ea313654d276b8b43038ebdf7b6af4,False,False,False,False
70461,3a8002180e00890c4ff88be9098c7f66d7704a06 282fcfc9acbfd87af8acee91fcbbf8770741fbb5 7b2e5679ec725486cafd234e6ab174ae1f53a590,5f551d11954ae7df7963da05c09032a3aca5ebbc 024f320058eeff04558a7630c4a549371d773b5a 1ff18c17d8067b572523fa4c01ac973a4d30068d,70433 70089,9384bf3ddd84d40dbc22debaa88558f79edc75bb,5ba2b779fcd55e98db7ea19be67d811f3fb1fe27,False,False,False,False
50121,,,50003,6966fd8ce3a9b88ef49b74c2e7eda1b5522dfb69,5bde3379e39096bc07f40300ff088ec6fa078c9a,,,False,False
