variables="x","y","mut"
zone, t="CFL3D"
 9.700000000E-01 2.569928074E-04 1.819669960E+01
 9.700000000E-01 2.649677234E-04 1.883187558E+01
 9.700000000E-01 2.731891416E-04 1.948178605E+01
 9.700000000E-01 2.816647104E-04 2.014698823E+01
 9.700000000E-01 2.904023148E-04 2.082805164E+01
 9.700000000E-01 2.994100835E-04 2.152555686E+01
 9.700000000E-01 3.086963964E-04 2.224009449E+01
 9.700000000E-01 3.182698926E-04 2.297226417E+01
 9.700000000E-01 3.281394786E-04 2.372267374E+01
 9.700000000E-01 3.383143362E-04 2.449193840E+01
 9.700000000E-01 3.488039309E-04 2.528068000E+01
 9.700000000E-01 3.596180216E-04 2.608952635E+01
 9.700000000E-01 3.707666685E-04 2.691911054E+01
 9.700000000E-01 3.822602435E-04 2.777007028E+01
 9.700000000E-01 3.941094390E-04 2.864304732E+01
 9.700000000E-01 4.063252786E-04 2.953868672E+01
 9.700000000E-01 4.189191268E-04 3.045763626E+01
 9.700000000E-01 4.319026996E-04 3.140054572E+01
 9.700000000E-01 4.452880760E-04 3.236806616E+01
 9.700000000E-01 4.590877084E-04 3.336084916E+01
 9.700000000E-01 4.733144347E-04 3.437954605E+01
 9.700000000E-01 4.879814904E-04 3.542480696E+01
 9.700000000E-01 5.031025201E-04 3.649728000E+01
 9.700000000E-01 5.186915913E-04 3.759761020E+01
 9.700000000E-01 5.347632065E-04 3.872643847E+01
 9.700000000E-01 5.513323174E-04 3.988440050E+01
 9.700000000E-01 5.684143384E-04 4.107212553E+01
 9.700000000E-01 5.860251610E-04 4.229023509E+01
 9.700000000E-01 6.041811688E-04 4.353934163E+01
 9.700000000E-01 6.228992525E-04 4.482004708E+01
 9.700000000E-01 6.421968257E-04 4.613294139E+01
 9.700000000E-01 6.620918412E-04 4.747860086E+01
 9.700000000E-01 6.826028075E-04 4.885758654E+01
 9.700000000E-01 7.037488061E-04 5.027044245E+01
 9.700000000E-01 7.255495094E-04 5.171769379E+01
 9.700000000E-01 7.480251988E-04 5.319984506E+01
 9.700000000E-01 7.711967837E-04 5.471737809E+01
 9.700000000E-01 7.950858208E-04 5.627075007E+01
 9.700000000E-01 8.197145343E-04 5.786039144E+01
 9.700000000E-01 8.451058367E-04 5.948670382E+01
 9.700000000E-01 8.712833496E-04 6.115005782E+01
 9.700000000E-01 8.982714263E-04 6.285079084E+01
 9.700000000E-01 9.260951740E-04 6.458920483E+01
 9.700000000E-01 9.547804775E-04 6.636556399E+01
 9.700000000E-01 9.843540231E-04 6.818009249E+01
 9.700000000E-01 1.014843323E-03 7.003297211E+01
 9.700000000E-01 1.046276742E-03 7.192433990E+01
 9.700000000E-01 1.078683524E-03 7.385428577E+01
 9.700000000E-01 1.112093815E-03 7.582285007E+01
 9.700000000E-01 1.146538699E-03 7.783002119E+01
 9.700000000E-01 1.182050219E-03 7.987573305E+01
 9.700000000E-01 1.218661412E-03 8.195986262E+01
 9.700000000E-01 1.256406339E-03 8.408222740E+01
 9.700000000E-01 1.295320114E-03 8.624258279E+01
 9.700000000E-01 1.335438937E-03 8.844061945E+01
 9.700000000E-01 1.376800134E-03 9.067596061E+01
 9.700000000E-01 1.419442181E-03 9.294815926E+01
 9.700000000E-01 1.463404750E-03 9.525669525E+01
 9.700000000E-01 1.508728740E-03 9.760097229E+01
 9.700000000E-01 1.555456315E-03 9.998031481E+01
 9.700000000E-01 1.603630947E-03 1.023939647E+02
 9.700000000E-01 1.653297453E-03 1.048410777E+02
 9.700000000E-01 1.704502039E-03 1.073207202E+02
 9.700000000E-01 1.757292340E-03 1.098318649E+02
 9.700000000E-01 1.811717468E-03 1.123733868E+02
 9.700000000E-01 1.867828056E-03 1.149440594E+02
 9.700000000E-01 1.925676303E-03 1.175425494E+02
 9.700000000E-01 1.985316026E-03 1.201674126E+02
 9.700000000E-01 2.046802709E-03 1.228170880E+02
 9.700000000E-01 2.110193553E-03 1.254898929E+02
 9.700000000E-01 2.175547532E-03 1.281840170E+02
 9.700000000E-01 2.242925446E-03 1.308975161E+02
 9.700000000E-01 2.312389975E-03 1.336283057E+02
 9.700000000E-01 2.384005744E-03 1.363741544E+02
 9.700000000E-01 2.457839379E-03 1.391326764E+02
 9.700000000E-01 2.533959566E-03 1.419013239E+02
 9.700000000E-01 2.612437122E-03 1.446773795E+02
 9.700000000E-01 2.693345054E-03 1.474579476E+02
 9.700000000E-01 2.776758633E-03 1.502399458E+02
 9.700000000E-01 2.862755459E-03 1.530200953E+02
 9.700000000E-01 2.951415535E-03 1.557949122E+02
 9.700000000E-01 3.042821343E-03 1.585606969E+02
 9.700000000E-01 3.137057920E-03 1.613135238E+02
 9.700000000E-01 3.234212933E-03 1.640492311E+02
 9.700000000E-01 3.334376767E-03 1.667634087E+02
 9.700000000E-01 3.437642606E-03 1.694513876E+02
 9.700000000E-01 3.544106519E-03 1.721082271E+02
 9.700000000E-01 3.653867550E-03 1.747287025E+02
 9.700000000E-01 3.767027811E-03 1.773072926E+02
 9.700000000E-01 3.883692577E-03 1.798381659E+02
 9.700000000E-01 4.003970382E-03 1.823151670E+02
 9.700000000E-01 4.127973121E-03 1.847318020E+02
 9.700000000E-01 4.255816156E-03 1.870812244E+02
 9.700000000E-01 4.387618419E-03 1.893562194E+02
 9.700000000E-01 4.523502529E-03 1.915491883E+02
 9.700000000E-01 4.663594900E-03 1.936521325E+02
 9.700000000E-01 4.808025860E-03 1.956566371E+02
 9.700000000E-01 4.956929776E-03 1.975538532E+02
 9.700000000E-01 5.110445174E-03 1.993344816E+02
 9.700000000E-01 5.268714871E-03 2.009887538E+02
 9.700000000E-01 5.431886107E-03 2.025064148E+02
 9.700000000E-01 5.600110683E-03 2.038767044E+02
 9.700000000E-01 5.773545098E-03 2.050883386E+02
 9.700000000E-01 5.952350701E-03 2.061294909E+02
 9.700000000E-01 6.136693837E-03 2.069877743E+02
 9.700000000E-01 6.326746002E-03 2.076502223E+02
 9.700000000E-01 6.522684003E-03 2.081032718E+02
 9.700000000E-01 6.724690123E-03 2.083327457E+02
 9.700000000E-01 6.932952291E-03 2.083238372E+02
 9.700000000E-01 7.147664256E-03 2.080610954E+02
 9.700000000E-01 7.369025765E-03 2.075284131E+02
 9.700000000E-01 7.597242754E-03 2.067090173E+02
 9.700000000E-01 7.832527535E-03 2.055854631E+02
 9.700000000E-01 8.075098997E-03 2.041396324E+02
 9.700000000E-01 8.325182805E-03 2.023527378E+02
 9.700000000E-01 8.583011616E-03 2.002053343E+02
 9.700000000E-01 8.848825290E-03 1.976773395E+02
 9.700000000E-01 9.122871116E-03 1.947480649E+02
 9.700000000E-01 9.405404043E-03 1.913962616E+02
 9.700000000E-01 9.696686912E-03 1.876001827E+02
 9.700000000E-01 9.996990708E-03 1.833376678E+02
 9.700000000E-01 1.030659481E-02 1.785862535E+02
 9.700000000E-01 1.062578724E-02 1.733233181E+02
 9.700000000E-01 1.095486494E-02 1.675262675E+02
 9.700000000E-01 1.129413407E-02 1.611727743E+02
 9.700000000E-01 1.164391025E-02 1.542410830E+02
 9.700000000E-01 1.200451888E-02 1.467104025E+02
 9.700000000E-01 1.237629543E-02 1.385614097E+02
 9.700000000E-01 1.275958577E-02 1.297769036E+02
 9.700000000E-01 1.315474649E-02 1.203426637E+02
 9.700000000E-01 1.356214521E-02 1.102486050E+02
 9.700000000E-01 1.398216092E-02 9.949037887E+01
 9.700000000E-01 1.441518438E-02 8.807170939E+01
 9.700000000E-01 1.486161844E-02 7.600805814E+01
 9.700000000E-01 1.532187841E-02 6.333299319E+01
 9.700000000E-01 1.579639248E-02 5.011087149E+01
 9.700000000E-01 1.628560209E-02 3.646669792E+01
 9.700000000E-01 1.678996237E-02 2.267599499E+01
 9.700000000E-01 1.730994252E-02 9.558666122E+00
 9.700000000E-01 1.784602628E-02 1.404458491E+00
 9.700000000E-01 1.839871239E-02 2.948941506E-01
 9.700000000E-01 1.896851501E-02 2.107379880E-01
 9.700000000E-01 1.955596422E-02 2.025972792E-01
 9.700000000E-01 2.016160655E-02 2.022107450E-01
 9.700000000E-01 2.078600543E-02 2.026229778E-01
 9.700000000E-01 2.142974175E-02 2.030895019E-01
 9.700000000E-01 2.209341436E-02 2.035351019E-01
 9.700000000E-01 2.277764071E-02 2.039540145E-01
 9.700000000E-01 2.348305733E-02 2.043472488E-01
 9.700000000E-01 2.421032048E-02 2.047163526E-01
 9.700000000E-01 2.496010673E-02 2.050628296E-01
 9.700000000E-01 2.573311363E-02 2.053880923E-01
 9.700000000E-01 2.653006030E-02 2.056934642E-01
 9.700000000E-01 2.735168816E-02 2.059801845E-01
 9.700000000E-01 2.819876157E-02 2.062494141E-01
 9.700000000E-01 2.907206858E-02 2.065022402E-01
 9.700000000E-01 2.997242163E-02 2.067396812E-01
 9.700000000E-01 3.090065833E-02 2.069626912E-01
 9.700000000E-01 3.185764223E-02 2.071721640E-01
 9.700000000E-01 3.284426362E-02 2.073689370E-01
 9.700000000E-01 3.386144036E-02 2.075537949E-01
 9.700000000E-01 3.491011874E-02 2.077274731E-01
 9.700000000E-01 3.599127436E-02 2.078906604E-01
 9.700000000E-01 3.710591303E-02 2.080440029E-01
 9.700000000E-01 3.825507171E-02 2.081881057E-01
 9.700000000E-01 3.943981948E-02 2.083235364E-01
 9.700000000E-01 4.066125851E-02 2.084508267E-01
 9.700000000E-01 4.192052512E-02 2.085704755E-01
 9.700000000E-01 4.321879083E-02 2.086829502E-01
 9.700000000E-01 4.455726341E-02 2.087886894E-01
 9.700000000E-01 4.593718808E-02 2.088881041E-01
 9.700000000E-01 4.735984857E-02 2.089815800E-01
 9.700000000E-01 4.882656842E-02 2.090694788E-01
 9.700000000E-01 5.033871212E-02 2.091521397E-01
 9.700000000E-01 5.189768644E-02 2.092298809E-01
 9.700000000E-01 5.350494170E-02 2.093030011E-01
 9.700000000E-01 5.516197316E-02 2.093717804E-01
 9.700000000E-01 5.687032236E-02 2.094364815E-01
 9.700000000E-01 5.863157861E-02 2.094973512E-01
 9.700000000E-01 6.044738041E-02 2.095546210E-01
 9.700000000E-01 6.231941702E-02 2.096085080E-01
 9.700000000E-01 6.424943002E-02 2.096592163E-01
 9.700000000E-01 6.623921492E-02 2.097069373E-01
 9.700000000E-01 6.829062284E-02 2.097518506E-01
 9.700000000E-01 7.040556222E-02 2.097941250E-01
 9.700000000E-01 7.258600061E-02 2.098339188E-01
 9.700000000E-01 7.483396650E-02 2.098713809E-01
 9.700000000E-01 7.715155119E-02 2.099066509E-01
 9.700000000E-01 7.954091076E-02 2.099398600E-01
 9.700000000E-01 8.200426804E-02 2.099711314E-01
 9.700000000E-01 8.454391473E-02 2.100005809E-01
 9.700000000E-01 8.716221349E-02 2.100283171E-01
 9.700000000E-01 8.986160014E-02 2.100544422E-01
 9.700000000E-01 9.264458596E-02 2.100790522E-01
 9.700000000E-01 9.551375998E-02 2.101022371E-01
 9.700000000E-01 9.847179142E-02 2.101240819E-01
 9.700000000E-01 1.015214322E-01 2.101446660E-01
 9.700000000E-01 1.046655193E-01 2.101640643E-01
 9.700000000E-01 1.079069779E-01 2.101823471E-01
 9.700000000E-01 1.112488235E-01 2.101995807E-01
 9.700000000E-01 1.146941649E-01 2.102158270E-01
 9.700000000E-01 1.182462075E-01 2.102311447E-01
 9.700000000E-01 1.219082558E-01 2.102455887E-01
 9.700000000E-01 1.256837165E-01 2.102592108E-01
 9.700000000E-01 1.295761021E-01 2.102720594E-01
 9.700000000E-01 1.335890337E-01 2.102841806E-01
 9.700000000E-01 1.377262445E-01 2.102956172E-01
 9.700000000E-01 1.419915834E-01 2.103064100E-01
 9.700000000E-01 1.463890185E-01 2.103165971E-01
 9.700000000E-01 1.509226409E-01 2.103262146E-01
 9.700000000E-01 1.555966681E-01 2.103352964E-01
 9.700000000E-01 1.604154485E-01 2.103438746E-01
 9.700000000E-01 1.653834650E-01 2.103519795E-01
 9.700000000E-01 1.705053394E-01 2.103596398E-01
 9.700000000E-01 1.757858367E-01 2.103668827E-01
 9.700000000E-01 1.812298693E-01 2.103737341E-01
 9.700000000E-01 1.868425019E-01 2.103802188E-01
 9.700000000E-01 1.926289561E-01 2.103863607E-01
 9.700000000E-01 1.985946149E-01 2.103921836E-01
 9.700000000E-01 2.047450282E-01 2.103977118E-01
 9.700000000E-01 2.110859180E-01 2.104029774E-01
 9.700000000E-01 2.176231832E-01 2.104080479E-01
 9.700000000E-01 2.243629054E-01 2.104131453E-01
 9.700000000E-01 2.313113547E-01 2.104189843E-01
 9.700000000E-01 2.384749954E-01 2.104268395E-01
 9.700000000E-01 2.458604917E-01 2.104365031E-01
 9.700000000E-01 2.534747146E-01 2.104456806E-01
 9.700000000E-01 2.613247476E-01 2.104530539E-01
 9.700000000E-01 2.694178936E-01 2.104586481E-01
 9.700000000E-01 2.777616819E-01 2.104628754E-01
 9.700000000E-01 2.863638747E-01 2.104661194E-01
 9.700000000E-01 2.952324747E-01 2.104686623E-01
 9.700000000E-01 3.043757325E-01 2.104707001E-01
 9.700000000E-01 3.138021542E-01 2.104723675E-01
 9.700000000E-01 3.235205092E-01 2.104737574E-01
 9.700000000E-01 3.335398386E-01 2.104749346E-01
 9.700000000E-01 3.438694635E-01 2.104759448E-01
 9.700000000E-01 3.545189937E-01 2.104768214E-01
 9.700000000E-01 3.654983366E-01 2.104775887E-01
 9.700000000E-01 3.768177062E-01 2.104782654E-01
 9.700000000E-01 3.884876333E-01 2.104788656E-01
 9.700000000E-01 4.005189743E-01 2.104794007E-01
 9.700000000E-01 4.129229222E-01 2.104798799E-01
 9.700000000E-01 4.257110165E-01 2.104803106E-01
 9.700000000E-01 4.388951541E-01 2.104806993E-01
 9.700000000E-01 4.524876003E-01 2.104810514E-01
 9.700000000E-01 4.665010004E-01 2.104813714E-01
 9.700000000E-01 4.809483911E-01 2.104816634E-01
 9.700000000E-01 4.958432130E-01 2.104819310E-01
 9.700000000E-01 5.111993229E-01 2.104821773E-01
 9.700000000E-01 5.270310067E-01 2.104824050E-01
 9.700000000E-01 5.433529929E-01 2.104826166E-01
 9.700000000E-01 5.601804658E-01 2.104828144E-01
 9.700000000E-01 5.775290804E-01 2.104830005E-01
 9.700000000E-01 5.954149761E-01 2.104831766E-01
 9.700000000E-01 6.138547925E-01 2.104833444E-01
 9.700000000E-01 6.328656843E-01 2.104835056E-01
 9.700000000E-01 6.524653374E-01 2.104836616E-01
 9.700000000E-01 6.726719857E-01 2.104838138E-01
 9.700000000E-01 6.935044276E-01 2.104839634E-01
 9.700000000E-01 7.149820438E-01 2.104841118E-01
 9.700000000E-01 7.371248150E-01 2.104842602E-01
 9.700000000E-01 7.599533409E-01 2.104844098E-01
 9.700000000E-01 7.834888592E-01 2.104845617E-01
 9.700000000E-01 8.077532652E-01 2.104847172E-01
 9.700000000E-01 8.327691323E-01 2.104848774E-01
 9.700000000E-01 8.585597329E-01 2.104850445E-01
 9.700000000E-01 8.851490605E-01 2.104856563E-01
 9.700000000E-01 9.125618512E-01 2.104908488E-01
 9.700000000E-01 9.408236075E-01 2.105084693E-01
 9.700000000E-01 9.699606216E-01 2.105299140E-01
 9.700000000E-01 1.000000000E+00 2.105503022E-01
