scramble	id	competition_id	event_id	group_id	is_extra	round_type_id	scramble_num
R2 D2 L2 U2 B2 L2 U2 F' L2 F2 D' U2 F L' D U' R U R' B2	61095	SpanishChampionship2014	333fm	A	0	f	3
R2 U' R2 U' B2 U2 B2 U F2 R2 U' B D' L2 U' L R' U R D B2	61398	DvinaOHEdition2014	333fm	A	0	1	1
B' R2 U2 B' D F' U' L U F L2 B2 R2 F2 B U2 B R2 D2	61399	DvinaOHEdition2014	333fm	A	0	1	2
D2 L R2 B2 U2 L2 R D2 U2 B D L2 R D2 F' R B2 D B R'	61400	DvinaOHEdition2014	333fm	A	0	1	3
B' R2 F' L2 R2 U2 B2 R2 U' F D L2 B' U' B2 U2 R D2 B	61401	DvinaOHEdition2014	333fm	A	0	f	1
L2 B2 U' F2 L2 U F2 L2 D F R B' U' R' D2 R F L2 R2	61981	GuangdongOpen2014	333fm	A	0	f	1
B' D2 F2 U2 F' L2 U2 B' R2 F' R' D' R' U B U2 B2 D R2 B'	61982	GuangdongOpen2014	333fm	A	0	f	2
F R2 U2 B2 L2 F D2 B R' D' B R' D U' L2 B' D L' D2	61983	GuangdongOpen2014	333fm	A	0	f	3
D2 B2 F2 D' B2 U F2 R2 F2 D2 F U' B' R D2 L U R2 B2 U	62295	SebraOpen2014	333fm	A	0	f	1
L2 B2 R B2 D2 L' F2 R B2 L2 D F R' U' B' U2 R2 D B' L2	62296	SebraOpen2014	333fm	A	0	f	2
R2 D R2 U R2 U2 R2 D2 F2 R2 F' U2 L' F' D U' B D' R U2	62297	SebraOpen2014	333fm	A	0	f	3
D' L2 D B2 D2 F2 U' L2 U' F2 R2 B' R2 D' L U F L2 U2 L'	62439	BasauriOpen2014	333fm	A	0	f	1
L2 D' L2 D2 R2 F2 U F2 U' F2 L B D F' L' R B' R F' U'	62440	BasauriOpen2014	333fm	A	0	f	2
R D L' F' L' B2 R2 F R2 U R' U2 B2 L U2 L F2 L2 U2	63443	VITRubiksCubeChallenge2014	333fm	A	0	f	1
U2 F2 U2 F' L2 U2 B' U2 B' D' R D B R' U2 F2 D' F2	64064	SapporoOpen2014	333fm	A	0	f	1
B2 L2 R2 U2 F' R2 U2 F2 U2 R D L' U' F D' B D' F L'	65124	CMUFall2014	333fm	A	0	f	1
L2 B2 L2 D' L2 U R2 D' U2 L F R' U2 F' D B R2 B' U'	65995	MontrealFall2014	333fm	A	0	f	1
D2 L' B2 F2 R D2 R B2 L' U2 L' B U' F' L' F L' B2 L' R'	66508	BackTo360Open2014	333fm	A	0	f	1
B' U2 L' B' D L' B2 L F' U2 F2 U2 B2 R F2 L' B2 R' D2 L	66650	OktoberBrest2014	333fm	A	0	1	1
U' L2 U2 R2 U' R2 B' L' B2 D2 R' U B' D2 U2 B' L2	66651	OktoberBrest2014	333fm	A	0	f	1
D' R' U' F' R B U2 L' F' U2 R U2 L' F2 R' L U2 R' F2 D2	66652	OktoberBrest2014	333fm	A	0	f	2
U B2 R2 L' B U' R D' B R' F R2 U2 L2 F2 L2 F L2 F2 L2	66653	OktoberBrest2014	333fm	A	0	f	3
B2 U2 L2 R2 U2 L2 B F2 D' L' R2 U B' R2 U' R D U L2	67331	UPVOpen2014	333fm	A	0	f	1
L2 B2 U2 F U D' F' U' R D' F2 R2 D2 R' F2 L2 D2 B2 U2 B2	67332	UPVOpen2014	333fm	A	0	f	2
U2 R' U2 L U2 B2 F2 U2 F2 D R D F' D R' F' L' D' R	67333	UPVOpen2014	333fm	A	0	f	3
F2 D2 B2 L' R U2 L B2 L F' D2 F2 U F U B' R' B F'	68738	HungarianOpen2014	333fm	A	0	f	1
F2 D' L2 U B2 F2 U2 L2 F2 D U' L D' B' R2 B2 D2 U L' B' D	68739	HungarianOpen2014	333fm	A	0	f	2
U L2 U' B2 D' B2 U' R2 F2 U' R2 B' R' D R U' B' F L2 U B2	68740	HungarianOpen2014	333fm	A	0	f	3
B' F R2 U2 B2 R2 B' L' D B' F2 L2 F' D' R2 B2 L' R	68846	UberlandiaOpen2014	333fm	A	0	f	1
L' B2 D2 F2 R2 D2 L2 R F D' B R' D' R' D F R' B' F2	69316	FinnishChampionship2014	333fm	A	0	f	1
B D2 L' U' F' D' R2 B L2 U' D' R2 B2 U' R2 D R2 F2 L2	69317	FinnishChampionship2014	333fm	A	0	f	2
D2 L' D2 R B2 F2 D2 B R' B2 L' U' F' U2 B U' R' U'	69318	FinnishChampionship2014	333fm	A	0	f	3
F' R L2 F B2 R F U2 B U' D2 B2 U2 D' R2 D F2 R2 B2	70046	FMCUSA2014	333fm	A	0	f	1
L F2 L' D2 L2 B2 U2 L' B' F' R' F' D2 F2 L2 D R F U'	70047	FMCUSA2014	333fm	A	0	f	2
B2 U R2 D U L2 D2 U' L2 B U2 R' F2 D2 L' F R' D' L' U'	70048	FMCUSA2014	333fm	A	0	f	3
D' F2 D R2 B2 F2 R2 F2 R B2 D2 L' D' F' R2 D' F' U' B'	70205	DutchOpen2014	333fm	A	0	f	1
D' B' D' R2 F2 R2 B U' B L D2 F2 U L2 B2 U F2	70420	SPBOpen2014	333fm	A	0	f	1
D' F' L2 U' R L U' F' D2 R U F2 U B2 D' L2 U' F2 L2 B2	70421	SPBOpen2014	333fm	A	0	f	2
R2 F2 D2 R2 B' F L2 U' L2 R' B2 D2 B' F2 D' L' R	70422	SPBOpen2014	333fm	A	0	f	3
D B D' F2 D R F2 U R D B L2 D2 F2 U F2 U' B2 R2 F2	70674	HerimoncourtOpen2014	333fm	A	0	f	1
B2 R2 D2 B2 L B2 L' U2 F2 L F2 D F' L2 U2 L2 U L' R	71401	KingscubeToulouseOpen2014	333fm	A	0	f	1
R F U' R2 F U R2 D B L' F2 D2 R2 D2 L' F2 D2 R2 D2	71402	KingscubeToulouseOpen2014	333fm	A	0	f	2
D' R2 F2 R2 F2 U' R2 D L2 U L2 B' R' B2 D B F2 R U' R B2	72542	CzluchowPanzerCube2014	333fm	A	0	f	1
F' R' U' D F' D' R' D' R2 L' F2 L2 D2 L2 U2 F' B2 L2 F U2 B	72543	CzluchowPanzerCube2014	333fm	A	0	f	2
R D F L2 U2 R' D R' U2 F' B2 D' B2 L2 U2 D' B2 D	72544	CzluchowPanzerCube2014	333fm	A	0	f	3
B2 R2 D2 U2 F' L2 B' R2 F' L' D' R D U R' D2 F2 D' R2 D2	74651	MunichOpen2014	333fm	A	0	f	1
D2 F U2 L2 F' R2 B F2 U2 L2 U2 R' U R B2 D2 F' L B2 U B'	75470	DementeQueretaroOpen2014	333fm	A	0	f	1
R2 B' L2 B' F2 D2 F' L R' U L2 U' L B' L2 U' R2 B	75843	RebildOpen2014	333fm	A	0	f	1
F2 L2 U2 F' D2 B2 R2 U2 F' U2 L2 D R F U' R2 B2 R' D' F2 U2	76269	BratislavaOpen2014	333fm	A	0	f	1
R' D' B2 U L F' L2 D R B D R2 U B2 L2 U2 L2 U2 D' L2	76270	BratislavaOpen2014	333fm	A	0	f	2
L' F B2 D2 F' L' B' R U F' L2 U' D2 F2 U2 R2 B2 L2 B2 U'	76271	BratislavaOpen2014	333fm	A	0	f	3
U2 F2 D' B2 U2 F2 R2 D L2 F U2 R' B D' L F L2 F2 L	76591	BeitDanOpen2014	333fm	A	0	f	1
U2 R2 D2 L' F2 D' R U' R2 F U2 R2 U' L2 B2 U' D2 R2 L2	76592	BeitDanOpen2014	333fm	A	0	f	2
U B L2 U' B2 R2 F L' B D L U2 R D2 L' U2 B2 L' U2 R2	76593	BeitDanOpen2014	333fm	A	0	f	3
L2 R2 D2 F2 U2 F L2 F U B D' F2 D2 L' R2 B D' B' U'	77493	PLSAutumnReda2014	333fm	A	0	f	1
D2 B2 U2 B2 U' F2 R2 F2 R2 U2 L' B' R2 B2 D2 U R' F R2 B L2	77494	PLSAutumnReda2014	333fm	A	0	f	2
R' U2 F2 U2 R' B2 R D2 R2 D2 B' F U' L' D' B F U' L F2	77495	PLSAutumnReda2014	333fm	A	0	f	3
U' R' D B' R D2 L' U L' D2 B' U F2 D' B2 D' B2 R2 L2 D	78248	AsianChampionship2014	333fm	A	0	f	1
U B2 U F2 U L2 B2 U2 B2 R B' R2 D L R' B F2 R2 F U	78249	AsianChampionship2014	333fm	A	0	f	2
B2 L2 D' R2 F2 U2 R2 D' U R D2 R2 B U' L F' D' U R' D	78664	AlhambraLMO2014	333fm	A	0	f	1
U' F' L' F' L' F' L2 D F' B' D' B2 D2 L2 U R2 U' B2 U2 L2	78665	AlhambraLMO2014	333fm	A	0	f	2
D' F2 D' B2 U B2 D2 B2 F2 L' U B' D F U' L' D' L R F'	78968	AracajuOpen2014	333fm	A	0	f	1
D' F R' L2 F' B U R' B D' B2 U2 L2 F R2 D2 B' R2 U2 L2	79524	CrossstraitFMC2014	333fm	A	0	f	1
R2 F2 U R2 B2 F2 D' F2 U2 F2 R D' F2 L U L2 B2 U' B' U2	79525	CrossstraitFMC2014	333fm	A	0	f	2
B R' B2 R' D' R2 D2 F B R U L2 D2 B2 D2 B' R2 F' D2	79526	CrossstraitFMC2014	333fm	A	0	f	3
F' U2 F' D2 R2 D2 R2 F2 D' L R' B2 R' U' F L' B L B'	80525	BrainStudio2014	333fm	A	0	f	1
U' R2 B2 U' L2 R2 D F2 D2 B' L D U2 R U B' U2 L' D2	80526	BrainStudio2014	333fm	A	0	f	2
F' R' B R B2 D B U' F' D' B2 R' F2 R' U2 R2 F2 L' B2 R2	80527	BrainStudio2014	333fm	A	0	f	3
D2 L' B2 D2 L2 B2 L F2 L D L' D R2 U2 F' L' U' B L	80977	EatSleepCubeRepeat2014	333fm	A	0	f	1
U' F2 R2 D' L2 U' L2 U2 L' D2 F L' F2 R' U2 R2 F2 U' L	80978	EatSleepCubeRepeat2014	333fm	A	0	f	2
R' U R2 B2 U2 R' L' B' L' F2 U' L2 U L2 D2 F2 L2 D' B2	80979	EatSleepCubeRepeat2014	333fm	A	0	f	3
B2 F2 U L2 B2 U2 R2 F2 D' L2 F' R' B' U' B U' L D L' B2	81950	MichiganMystery2014	333fm	A	0	f	1
B2 D2 U2 R' F2 L' R' B2 L2 F L' D' B F' D2 R' B2 F D'	81951	MichiganMystery2014	333fm	A	0	f	2
B L F D' L2 F D2 L2 B2 U' L F2 R' F2 L D2 R' U2 F2 B2 R'	81952	MichiganMystery2014	333fm	A	0	f	3
D F2 U' L2 R2 D U2 L2 B2 L D2 L2 F' L D U' L U R'	82337	PortoAlegreOpen2014	333fm	A	0	f	1
B2 U2 B2 L2 R2 D L2 U' F' L' D L R D F R2 F2 L F	82338	PortoAlegreOpen2014	333fm	A	0	f	2
U2 R2 B' U2 R2 F2 U2 F D2 F2 L U' F' D' R2 U B L B' R	82339	PortoAlegreOpen2014	333fm	A	0	f	3
U F2 D B2 L2 U' F2 D2 R2 F2 U' F L D2 U F' L2 F L' D2 R	82340	PortoAlegreOpen2014	333fm	A	1	f	1
L' U2 R U2 F2 D2 L2 D2 L2 B' L R U' R' F L' D L U2	82534	Florida2014	333fm	A	0	f	1
L2 R' D2 R D2 U2 L' R2 U2 R' F' L F2 D' R2 B' L B2 U' L'	83245	FranconiaWinter2014	333fm	A	0	f	1
B2 R B2 D2 B2 R2 D2 F2 L' B U' B2 F' L R' U R2 F R2 F	84094	MPEIOpen2014	333fm	A	0	f	1
F2 R' B2 L' R2 B2 D2 L2 D2 R F' R' U B2 F L' U2 F2 L D	86006	MaranhaoOpen2014	333fm	A	0	f	1
F U2 B2 L2 B2 F D2 L2 F L D R U2 R F' D F2 U2 B' D'	86432	Tachikawa3x3Fest2014	333fm	A	0	f	1
B' D' B L' F' D R2 B L F' U' L2 F2 U R2 U F2 B2 D2 L2 U	86700	VantaaOpen2014	333fm	A	0	f	1
L2 B2 L2 D F2 U L2 B2 D L B' D2 L2 D' R U2 B' F' U2 F'	86924	CamarmaOpen2014	333fm	A	0	f	1
L2 D2 F' L U L2 F B D2 L' B2 L2 B2 U' B2 L2 D L2 D F2 D2	87199	CMUWinter2014	333fm	A	0	f	1
F' D F D2 B2 U' R U R2 B R' L2 F' D2 L2 B R2 U2 F2	87200	CMUWinter2014	333fm	A	0	f	2
D' F U2 R' B L' F D L' F' U R L D2 L F2 R D2 R F2	87201	CMUWinter2014	333fm	A	0	f	3
L2 B2 L2 R2 B' R2 F2 U2 B2 U L2 B R' F2 D2 B' R' F R2 B2	88005	LatvianOpen2014	333fm	A	0	f	1
D2 R2 U' L2 F2 R2 D2 R2 F2 D L2 R' F L2 U' B D' F R' F2 D2	88189	EstonianOpen2014	333fm	A	0	f	1
L2 D' R2 F2 R2 D2 B2 U' F2 L D R2 U' L R U' B' L2 D2 B2	88774	PoliMiItalianOpen2014	333fm	A	0	f	1
R2 D L2 R2 D F2 D' L2 U' F2 D2 F L B2 U R D2 B D' B' R2	89047	GuateMayaOpen2014	333fm	A	0	f	1
L2 D B2 R2 D2 R2 U' L2 D R2 B2 L B D2 R2 F' R2 D' R2	89485	EuskadiOpen2014	333fm	A	0	f	1
B U' L D2 F' U D B' L U' L2 F' U2 B R2 U2 R2 F2 D2 B	89486	EuskadiOpen2014	333fm	A	0	f	2
B U2 D' L2 B R2 D' B' L' F2 B2 D2 B2 U' F2 D' B2 D B2 L2	89632	CUCEIChampionship2014	333fm	A	0	f	1
D2 L2 D' F2 R2 D B2 L2 D' R2 D2 F' U' L2 F' D U B L U2 B	90440	KharkivWinter2014	333fm	A	0	f	1
B2 L' U2 L F2 L2 D2 F2 U2 B2 L' D' R B' U' L2 D' F2 U'	91663	OxfordWinter2014	333fm	A	0	f	1
B D2 R2 F' L2 B R2 F2 U L2 U B' L2 R B' U2 R2 B' F'	93152	CubingMerida2014	333fm	A	0	f	1
L2 F L D R D B' D2 R B U2 F2 R B2 D2 R' F2 B2 D2 L'	93153	CubingMerida2014	333fm	A	0	f	2
