SURO,IFWO,AGWO
0.0000000000e+00,7.4467374000e-05,2.1571852000e-03
0.0000000000e+00,7.3368865000e-05,2.1555885000e-03
0.0000000000e+00,7.2286566000e-05,2.1539924000e-03
0.0000000000e+00,7.1220224000e-05,2.1523971000e-03
0.0000000000e+00,7.0169619000e-05,2.1508024000e-03
0.0000000000e+00,6.9134505000e-05,2.1071541000e-03
0.0000000000e+00,6.8114663000e-05,2.1056291000e-03
0.0000000000e+00,6.7109868000e-05,2.1041043000e-03
0.0000000000e+00,6.6119894000e-05,2.1025804000e-03
0.0000000000e+00,6.5144523000e-05,2.1010570000e-03
0.0000000000e+00,6.4183536000e-05,2.0995343000e-03
0.0000000000e+00,6.3236730000e-05,1.7913888000e-03
0.0000000000e+00,6.2303887000e-05,1.4370775000e-03
0.0000000000e+00,6.1384802000e-05,1.0827667000e-03
0.0000000000e+00,6.0479280000e-05,1.0581632000e-03
0.0000000000e+00,5.9587121000e-05,1.0566438000e-03
0.0000000000e+00,5.8708119000e-05,1.0551250000e-03
0.0000000000e+00,5.7842080000e-05,1.0536072000e-03
0.0000000000e+00,5.6988818000e-05,1.0520899000e-03
0.0000000000e+00,5.6148143000e-05,1.0736565000e-03
0.0000000000e+00,5.5319870000e-05,1.4249305000e-03
0.0000000000e+00,5.4503817000e-05,1.7762055000e-03
0.0000000000e+00,5.3699801000e-05,2.0813143000e-03
0.0000000000e+00,5.2907642000e-05,2.0798002000e-03
0.0000000000e+00,5.2127172000e-05,2.0782868000e-03
1.7810446000e-04,1.4653539000e-04,2.0983394000e-03
2.7763017000e-04,2.5395298000e-04,2.1358789000e-03
0.0000000000e+00,2.6500615000e-04,2.1508653000e-03
2.8019878000e-05,2.6259874000e-04,2.1548644000e-03
0.0000000000e+00,2.6021941000e-04,2.1172627000e-03
0.0000000000e+00,2.5638076000e-04,2.1158156000e-03
2.1245693000e-05,2.5373776000e-04,2.1192075000e-03
0.0000000000e+00,2.5112811000e-04,2.1231037000e-03
0.0000000000e+00,2.4742360000e-04,2.1216457000e-03
0.0000000000e+00,2.4377368000e-04,2.1201880000e-03
0.0000000000e+00,2.4017764000e-04,1.7655120000e-03
0.0000000000e+00,2.3663466000e-04,1.3701308000e-03
0.0000000000e+00,2.3314393000e-04,9.7474991000e-04
0.0000000000e+00,2.2970470000e-04,9.5294055000e-04
0.0000000000e+00,2.2631619000e-04,9.5148396000e-04
0.0000000000e+00,2.2297767000e-04,9.5002784000e-04
0.0000000000e+00,2.1968840000e-04,9.4857195000e-04
0.0000000000e+00,2.1644765000e-04,9.4711606000e-04
0.0000000000e+00,2.1325471000e-04,9.6601318000e-04
0.0000000000e+00,2.1010886000e-04,1.3584818000e-03
0.0000000000e+00,2.0700942000e-04,1.7509508000e-03
0.0000000000e+00,2.0395570000e-04,2.1027145000e-03
0.0000000000e+00,2.0094703000e-04,2.1012600000e-03
0.0000000000e+00,1.9798275000e-04,2.0998055000e-03
0.0000000000e+00,1.9506220000e-04,2.0983515000e-03
0.0000000000e+00,1.9218473000e-04,2.0968977000e-03
0.0000000000e+00,1.8934970000e-04,2.0954444000e-03
0.0000000000e+00,1.8655648000e-04,2.0939910000e-03
0.0000000000e+00,1.8380450000e-04,2.0519164000e-03
0.0000000000e+00,1.8109308000e-04,2.0505276000e-03
0.0000000000e+00,1.7842169000e-04,2.0491390000e-03
0.0000000000e+00,1.7578968000e-04,2.0477504000e-03
0.0000000000e+00,1.7319650000e-04,2.0463620000e-03
0.0000000000e+00,1.7064158000e-04,2.0449741000e-03
0.0000000000e+00,1.6812436000e-04,1.7017496000e-03
0.0000000000e+00,1.6564426000e-04,1.3304934000e-03
0.0000000000e+00,1.6320075000e-04,9.5923746000e-04
0.0000000000e+00,1.6079328000e-04,9.4383443000e-04
0.0000000000e+00,1.5842135000e-04,9.4244769000e-04
0.0000000000e+00,1.5608437000e-04,9.4106118000e-04
0.0000000000e+00,1.5378189000e-04,9.3967491000e-04
0.0000000000e+00,1.5151336000e-04,9.3828887000e-04
0.0000000000e+00,1.4927830000e-04,9.5091911000e-04
0.0000000000e+00,1.4707622000e-04,1.3194025000e-03
0.0000000000e+00,1.4490662000e-04,1.6878860000e-03
0.0000000000e+00,1.4276901000e-04,2.0283377000e-03
0.0000000000e+00,1.4066295000e-04,2.0269530000e-03
0.0000000000e+00,1.3858794000e-04,2.0255686000e-03
0.0000000000e+00,1.3654355000e-04,2.0241847000e-03
0.0000000000e+00,1.3452931000e-04,2.0228007000e-03
0.0000000000e+00,1.3254480000e-04,2.0214173000e-03
0.0000000000e+00,1.3058954000e-04,2.0200340000e-03
0.0000000000e+00,1.2866316000e-04,1.9798542000e-03
0.0000000000e+00,1.2676517000e-04,1.9785315000e-03
0.0000000000e+00,1.2489519000e-04,1.9772090000e-03
0.0000000000e+00,1.2305279000e-04,1.9758868000e-03
0.0000000000e+00,1.2123756000e-04,1.9745647000e-03
0.0000000000e+00,1.1944912000e-04,1.9732430000e-03
0.0000000000e+00,1.1768705000e-04,1.6291051000e-03
0.0000000000e+00,1.1595097000e-04,1.2675938000e-03
0.0000000000e+00,1.1424052000e-04,9.0608257000e-04
0.0000000000e+00,1.1255528000e-04,8.9607504000e-04
0.0000000000e+00,1.1089491000e-04,8.9475466000e-04
0.0000000000e+00,1.0925904000e-04,8.9343451000e-04
0.0000000000e+00,1.0764730000e-04,8.9211459000e-04
0.0000000000e+00,1.0605933000e-04,8.9079514000e-04
0.0000000000e+00,1.0449479000e-04,8.9816283000e-04
0.0000000000e+00,1.0295332000e-04,1.2570340000e-03
0.0000000000e+00,1.0143460000e-04,1.6159054000e-03
0.0000000000e+00,9.9938276000e-05,1.9574035000e-03
0.0000000000e+00,9.8464028000e-05,1.9560854000e-03
0.0000000000e+00,9.7011529000e-05,1.9547676000e-03
0.0000000000e+00,9.5580457000e-05,1.9534500000e-03
0.0000000000e+00,9.4170500000e-05,1.9521328000e-03
0.0000000000e+00,9.2781331000e-05,1.9508159000e-03
0.0000000000e+00,9.1412665000e-05,1.9494994000e-03
0.0000000000e+00,9.0064183000e-05,1.9111210000e-03
0.0000000000e+00,8.8735600000e-05,1.9098612000e-03
0.0000000000e+00,8.7426612000e-05,1.9086018000e-03
0.0000000000e+00,8.6136934000e-05,1.9073426000e-03
0.0000000000e+00,8.4866275000e-05,1.9060835000e-03
0.0000000000e+00,8.3614366000e-05,1.9048250000e-03
0.0000000000e+00,8.2380924000e-05,1.5231876000e-03
0.0000000000e+00,8.1165672000e-05,1.1335207000e-03
0.0000000000e+00,7.9968355000e-05,7.4385421000e-04
0.0000000000e+00,7.8788689000e-05,7.3858188000e-04
0.0000000000e+00,7.7626435000e-05,7.3732471000e-04
0.0000000000e+00,7.6481323000e-05,7.3606765000e-04
0.0000000000e+00,7.5353106000e-05,7.3481107000e-04
0.0000000000e+00,7.4241529000e-05,7.3355471000e-04
0.0000000000e+00,7.3146351000e-05,7.3631352000e-04
0.0000000000e+00,7.2067327000e-05,1.1234663000e-03
0.0000000000e+00,7.1004222000e-05,1.5106197000e-03
0.0000000000e+00,6.9956797000e-05,1.8897435000e-03
0.0000000000e+00,6.8924826000e-05,1.8884887000e-03
0.0000000000e+00,6.7908077000e-05,1.8872340000e-03
0.0000000000e+00,6.6906330000e-05,1.8859797000e-03
0.0000000000e+00,6.5919361000e-05,1.8847258000e-03
0.0000000000e+00,6.4946944000e-05,1.8834721000e-03
0.0000000000e+00,6.3988875000e-05,1.8822188000e-03
0.0000000000e+00,6.3044943000e-05,1.8455533000e-03
0.0000000000e+00,6.2114930000e-05,1.8443534000e-03
0.0000000000e+00,6.1198632000e-05,1.8431537000e-03
0.0000000000e+00,6.0295861000e-05,1.8419544000e-03
0.0000000000e+00,5.9406404000e-05,1.8407553000e-03
0.0000000000e+00,5.8530066000e-05,1.8368016000e-03
0.0000000000e+00,5.7666661000e-05,1.4358404000e-03
0.0000000000e+00,5.6815989000e-05,1.0348794000e-03
0.0000000000e+00,5.5977860000e-05,6.3529599000e-04
0.0000000000e+00,5.5152101000e-05,6.3409843000e-04
0.0000000000e+00,5.4338521000e-05,6.3290098000e-04
0.0000000000e+00,5.3536944000e-05,6.3170400000e-04
0.0000000000e+00,5.2747193000e-05,6.3050713000e-04
0.0000000000e+00,5.1969088000e-05,6.2931073000e-04
0.0000000000e+00,5.1202464000e-05,6.2811456000e-04
0.0000000000e+00,5.0447146000e-05,1.0253042000e-03
0.0000000000e+00,4.9702969000e-05,1.4238714000e-03
0.0000000000e+00,4.8969770000e-05,1.8224381000e-03
0.0000000000e+00,4.8247388000e-05,1.8239960000e-03
0.0000000000e+00,4.7535665000e-05,1.8227992000e-03
0.0000000000e+00,4.6834441000e-05,1.8216029000e-03
0.0000000000e+00,4.6143559000e-05,1.8204068000e-03
0.0000000000e+00,4.5462868000e-05,1.8192109000e-03
0.0000000000e+00,4.4792218000e-05,1.8180156000e-03
0.0000000000e+00,4.4131462000e-05,1.7829777000e-03
0.0000000000e+00,4.3480457000e-05,1.7818327000e-03
0.0000000000e+00,4.2839052000e-05,1.7806879000e-03
0.0000000000e+00,4.2207110000e-05,1.7795435000e-03
0.0000000000e+00,4.1584488000e-05,1.7783993000e-03
0.0000000000e+00,4.0971052000e-05,1.7643959000e-03
0.0000000000e+00,4.0366667000e-05,1.3900273000e-03
0.0000000000e+00,3.9771192000e-05,1.0156576000e-03
0.0000000000e+00,3.9184506000e-05,6.4771390000e-04
0.0000000000e+00,3.8606471000e-05,6.4655906000e-04
0.0000000000e+00,3.8036964000e-05,6.4539688000e-04
0.0000000000e+00,3.7475857000e-05,6.4422749000e-04
0.0000000000e+00,3.6923029000e-05,6.4305484000e-04
0.0000000000e+00,3.6378358000e-05,6.4188254000e-04
0.0000000000e+00,3.5841720000e-05,6.4071070000e-04
0.0000000000e+00,3.5312998000e-05,1.0063346000e-03
0.0000000000e+00,3.4792076000e-05,1.3783886000e-03
0.0000000000e+00,3.4278837000e-05,1.7504431000e-03
0.0000000000e+00,3.3773173000e-05,1.7621327000e-03
8.3495379000e-06,4.9164268000e-05,1.7750282000e-03
3.0549284000e-04,1.7283918000e-04,1.8096500000e-03
1.3298409000e-04,2.8548448000e-04,1.8411726000e-03
0.0000000000e+00,2.8838057000e-04,1.8513987000e-03
0.0000000000e+00,2.8412652000e-04,1.8502360000e-03
2.1310298000e-05,2.8108028000e-04,1.8188426000e-03
6.4087126000e-06,2.9166613000e-04,1.8359566000e-03
6.5036627000e-05,3.3937642000e-04,1.8680643000e-03
3.9789386000e-04,4.7353146000e-04,1.9083248000e-03
1.4286301000e-04,5.7460403000e-04,1.9408164000e-03
7.8338853000e-05,6.3398160000e-04,1.9496371000e-03
5.2598421000e-04,7.4878905000e-04,1.6356751000e-03
1.2378416000e-04,8.0836046000e-04,1.3111790000e-03
6.2600893000e-06,8.1653806000e-04,9.8891312000e-04
1.3755249000e-05,8.1862684000e-04,1.0059684000e-03
0.0000000000e+00,8.0728979000e-04,1.0088565000e-03
0.0000000000e+00,7.9538097000e-04,1.0077356000e-03
0.0000000000e+00,7.8364788000e-04,1.0066129000e-03
0.0000000000e+00,7.7208783000e-04,1.0054883000e-03
0.0000000000e+00,7.6069834000e-04,1.0043619000e-03
0.0000000000e+00,7.4947689000e-04,1.3484301000e-03
0.0000000000e+00,7.3842093000e-04,1.7035424000e-03
5.7827190000e-05,7.7801151000e-04,2.0786971000e-03
2.6145028000e-07,8.1678247000e-04,2.1225077000e-03
0.0000000000e+00,8.0474775000e-04,2.1219561000e-03
1.3459165000e-04,8.0014911000e-04,2.1311073000e-03
0.0000000000e+00,7.9558243000e-04,2.1413807000e-03
0.0000000000e+00,7.8384631000e-04,2.1402298000e-03
2.4626509000e-04,8.8868075000e-04,2.1609890000e-03
1.9288110000e-03,1.1435992000e-03,2.1631012000e-03
8.5106352000e-04,1.4120090000e-03,2.2087297000e-03
5.4227035000e-05,1.5272817000e-03,2.2390196000e-03
3.9934646000e-05,1.5098391000e-03,2.2512611000e-03
1.9635288000e-03,1.7747309000e-03,2.2794001000e-03
2.7492686000e-04,2.0470638000e-03,2.2854335000e-03
0.0000000000e+00,2.0317046000e-03,1.9520118000e-03
0.0000000000e+00,2.0017338000e-03,1.6044731000e-03
0.0000000000e+00,1.9722052000e-03,1.2724658000e-03
0.0000000000e+00,1.9431121000e-03,1.2720039000e-03
0.0000000000e+00,1.9144481000e-03,1.2715301000e-03
0.0000000000e+00,1.8862071000e-03,1.2710439000e-03
0.0000000000e+00,1.8583827000e-03,1.2705466000e-03
0.0000000000e+00,1.8309687000e-03,1.2700374000e-03
0.0000000000e+00,1.8039590000e-03,1.2695170000e-03
0.0000000000e+00,1.7773478000e-03,1.6005427000e-03
1.2861587000e-04,1.7581099000e-03,1.9566149000e-03
3.1377691000e-05,1.7744894000e-03,2.3315086000e-03
2.4913219000e-04,1.8445327000e-03,2.4026935000e-03
4.5109083000e-04,1.9411487000e-03,2.4464217000e-03
3.3623111000e-04,2.0391564000e-03,2.4905868000e-03
1.4711176000e-04,2.0835833000e-03,2.5252618000e-03
1.3740136000e-09,2.0637626000e-03,2.5375844000e-03
1.8517411000e-04,2.0434035000e-03,2.5483596000e-03
1.2768320000e-05,2.0440873000e-03,2.5228909000e-03
1.9276286000e-04,2.0451304000e-03,2.5503305000e-03
0.0000000000e+00,2.0254164000e-03,2.5622980000e-03
0.0000000000e+00,1.9955384000e-03,2.5617206000e-03
0.0000000000e+00,1.9661011000e-03,2.5611292000e-03
0.0000000000e+00,1.9370980000e-03,2.5205612000e-03
0.0000000000e+00,1.9085228000e-03,2.1786727000e-03
0.0000000000e+00,1.8803690000e-03,1.8367709000e-03
0.0000000000e+00,1.8526308000e-03,1.5148374000e-03
2.2941094000e-06,1.8254266000e-03,1.5156430000e-03
1.2065800000e-04,1.8052039000e-03,1.5261348000e-03
1.8011478000e-05,1.7861050000e-03,1.5398688000e-03
1.2029464000e-04,1.7672987000e-03,1.5531222000e-03
1.7957929000e-05,1.7487397000e-03,1.5668855000e-03
0.0000000000e+00,1.7239184000e-03,1.5704944000e-03
0.0000000000e+00,1.6984879000e-03,1.8909979000e-03
0.0000000000e+00,1.6734325000e-03,2.2314705000e-03
3.3770229000e-05,1.6505904000e-03,2.5773786000e-03
4.3418720000e-05,1.6304468000e-03,2.6286799000e-03
1.7837163000e-04,1.6184958000e-03,2.6462940000e-03
0.0000000000e+00,1.6043137000e-03,2.6582184000e-03
4.4502234000e-05,1.5830790000e-03,2.6636641000e-03
0.0000000000e+00,1.5621454000e-03,2.6696958000e-03
4.4300032000e-05,1.5415221000e-03,2.6751142000e-03
3.3545821000e-05,1.5230245000e-03,2.6314980000e-03
0.0000000000e+00,1.5023820000e-03,2.6366259000e-03
4.4013963000e-05,1.4826256000e-03,2.6420900000e-03
0.0000000000e+00,1.4631487000e-03,2.6480269000e-03
1.7527539000e-04,1.4511489000e-03,2.6588717000e-03
1.3511948000e-05,1.4608712000e-03,2.6357318000e-03
6.4093058000e-08,1.4608102000e-03,2.2986180000e-03
1.4859276000e-04,1.4473964000e-03,1.9549238000e-03
0.0000000000e+00,1.4341365000e-03,1.6374434000e-03
0.0000000000e+00,1.4129807000e-03,1.6364215000e-03
0.0000000000e+00,1.3921370000e-03,1.6353889000e-03
0.0000000000e+00,1.3716009000e-03,1.6343461000e-03
0.0000000000e+00,1.3513676000e-03,1.6332932000e-03
0.0000000000e+00,1.3314328000e-03,1.6322301000e-03
0.0000000000e+00,1.3117922000e-03,1.6311572000e-03
0.0000000000e+00,1.2924412000e-03,1.9585253000e-03
0.0000000000e+00,1.2733755000e-03,2.3114854000e-03
0.0000000000e+00,1.2545912000e-03,2.6644359000e-03
0.0000000000e+00,1.2360840000e-03,2.7145271000e-03
0.0000000000e+00,1.2178499000e-03,2.7134062000e-03
0.0000000000e+00,1.1998847000e-03,2.7122758000e-03
0.0000000000e+00,1.1821846000e-03,2.7111366000e-03
0.0000000000e+00,1.1647454000e-03,2.7099880000e-03
0.0000000000e+00,1.1475637000e-03,2.7088311000e-03
0.0000000000e+00,1.1306354000e-03,2.6519576000e-03
0.0000000000e+00,1.1139567000e-03,2.6508712000e-03
0.0000000000e+00,1.0975241000e-03,2.6497764000e-03
0.0000000000e+00,1.0813340000e-03,2.6486733000e-03
0.0000000000e+00,1.0653825000e-03,2.6475617000e-03
0.0000000000e+00,1.0496665000e-03,2.5882761000e-03
0.0000000000e+00,1.0341823000e-03,2.2492039000e-03
0.0000000000e+00,1.0189264000e-03,1.9101239000e-03
0.0000000000e+00,1.0038957000e-03,1.6001192000e-03
1.9111478000e-05,9.9013327000e-04,1.6033821000e-03
0.0000000000e+00,9.7656879000e-04,1.6069965000e-03
0.0000000000e+00,9.6216291000e-04,1.6058200000e-03
0.0000000000e+00,9.4796950000e-04,1.6046356000e-03
0.0000000000e+00,9.3398552000e-04,1.6034440000e-03
0.0000000000e+00,9.2020776000e-04,1.6022451000e-03
0.0000000000e+00,9.0663327000e-04,1.9098999000e-03
0.0000000000e+00,8.9325896000e-04,2.2466304000e-03
0.0000000000e+00,8.8008202000e-04,2.5833545000e-03
0.0000000000e+00,8.6709944000e-04,2.6402930000e-03
0.0000000000e+00,8.5430837000e-04,2.6390587000e-03
0.0000000000e+00,8.4170594000e-04,2.6378173000e-03
0.0000000000e+00,8.2928949000e-04,2.6365693000e-03
0.0000000000e+00,8.1705611000e-04,2.6353151000e-03
0.0000000000e+00,8.0500328000e-04,2.6340538000e-03
0.0000000000e+00,7.9312822000e-04,2.5789626000e-03
0.0000000000e+00,7.8142830000e-04,2.5777742000e-03
0.0000000000e+00,7.6990103000e-04,2.5765798000e-03
0.0000000000e+00,7.5854379000e-04,2.5753789000e-03
0.0000000000e+00,7.4735406000e-04,2.5741719000e-03
0.0000000000e+00,7.3632941000e-04,2.4910287000e-03
0.0000000000e+00,7.2546740000e-04,2.0793208000e-03
0.0000000000e+00,7.1476563000e-04,1.6676075000e-03
0.0000000000e+00,7.0422172000e-04,1.2968529000e-03
0.0000000000e+00,6.9383334000e-04,1.2956162000e-03
0.0000000000e+00,6.8359828000e-04,1.2943735000e-03
0.0000000000e+00,6.7351409000e-04,1.2931253000e-03
0.0000000000e+00,6.6357874000e-04,1.2918715000e-03
0.0000000000e+00,6.5378990000e-04,1.2906122000e-03
0.0000000000e+00,6.4414548000e-04,1.2893472000e-03
0.0000000000e+00,6.3464337000e-04,1.6576002000e-03
0.0000000000e+00,6.2528136000e-04,2.0668129000e-03
0.0000000000e+00,6.1605748000e-04,2.4760205000e-03
0.0000000000e+00,6.0696964000e-04,2.5566644000e-03
0.0000000000e+00,5.9801590000e-04,2.5553729000e-03
0.0000000000e+00,5.8919418000e-04,2.5540765000e-03
0.0000000000e+00,5.8050262000e-04,2.5527750000e-03
0.0000000000e+00,5.7193934000e-04,2.5514683000e-03
0.0000000000e+00,5.6350231000e-04,2.5501570000e-03
0.0000000000e+00,5.5518979000e-04,2.4971240000e-03
0.0000000000e+00,5.4699986000e-04,2.4958851000e-03
0.0000000000e+00,5.3893076000e-04,2.4946413000e-03
0.0000000000e+00,5.3098064000e-04,2.4933929000e-03
0.0000000000e+00,5.2314787000e-04,2.4921396000e-03
0.0000000000e+00,5.1543064000e-04,2.3948604000e-03
0.0000000000e+00,5.0782721000e-04,1.9706613000e-03
0.0000000000e+00,5.0033594000e-04,1.5464580000e-03
0.0000000000e+00,4.9295521000e-04,1.1702608000e-03
0.0000000000e+00,4.8568335000e-04,1.1689852000e-03
0.0000000000e+00,4.7851872000e-04,1.1677053000e-03
0.0000000000e+00,4.7145985000e-04,1.1664210000e-03
0.0000000000e+00,4.6450505000e-04,1.1651325000e-03
0.0000000000e+00,4.5765287000e-04,1.1638396000e-03
0.0000000000e+00,4.5090177000e-04,1.1625427000e-03
0.0000000000e+00,4.4425027000e-04,1.5361676000e-03
0.0000000000e+00,4.3769687000e-04,1.9577993000e-03
0.0000000000e+00,4.3124016000e-04,2.3794267000e-03
0.0000000000e+00,4.2487867000e-04,2.4741353000e-03
0.0000000000e+00,4.1861105000e-04,2.4728181000e-03
0.0000000000e+00,4.1243588000e-04,2.4714970000e-03
0.0000000000e+00,4.0635181000e-04,2.4701725000e-03
0.0000000000e+00,4.0035750000e-04,2.4688439000e-03
0.0000000000e+00,3.9445161000e-04,2.4675119000e-03
0.0000000000e+00,3.8863282000e-04,2.4165295000e-03
0.0000000000e+00,3.8289986000e-04,2.4152682000e-03
0.0000000000e+00,3.7725148000e-04,2.4140035000e-03
0.0000000000e+00,3.7168644000e-04,2.4127353000e-03
0.0000000000e+00,3.6620346000e-04,2.4114635000e-03
0.0000000000e+00,3.6080138000e-04,2.2950503000e-03
0.0000000000e+00,3.5547899000e-04,1.8412657000e-03
0.0000000000e+00,3.5023512000e-04,1.3874776000e-03
0.0000000000e+00,3.4506861000e-04,9.9125528000e-04
0.0000000000e+00,3.3997832000e-04,9.8996609000e-04
0.0000000000e+00,3.3496312000e-04,9.8867365000e-04
0.0000000000e+00,3.3002190000e-04,9.8737772000e-04
0.0000000000e+00,3.2515355000e-04,9.8607875000e-04
0.0000000000e+00,3.2035704000e-04,9.8477327000e-04
0.0000000000e+00,3.1563127000e-04,9.8344730000e-04
0.0000000000e+00,3.1097521000e-04,1.3770259000e-03
0.0000000000e+00,3.0638784000e-04,1.8281459000e-03
0.0000000000e+00,3.0186813000e-04,2.2792479000e-03
0.0000000000e+00,2.9741510000e-04,2.3929728000e-03
0.0000000000e+00,2.9302776000e-04,2.3915567000e-03
0.0000000000e+00,2.8870514000e-04,2.3901386000e-03
0.0000000000e+00,2.8444629000e-04,2.3887185000e-03
0.0000000000e+00,2.8025027000e-04,2.3872962000e-03
0.0000000000e+00,2.7611613000e-04,2.3858720000e-03
0.0000000000e+00,2.7204299000e-04,2.3368406000e-03
0.0000000000e+00,2.6802992000e-04,2.3354879000e-03
0.0000000000e+00,2.6407608000e-04,2.3341333000e-03
0.0000000000e+00,2.6018053000e-04,2.3327763000e-03
0.0000000000e+00,2.5634246000e-04,2.3314175000e-03
0.0000000000e+00,2.5256100000e-04,2.1990854000e-03
0.0000000000e+00,2.4883533000e-04,1.7329827000e-03
0.0000000000e+00,2.4516461000e-04,1.2668722000e-03
0.0000000000e+00,2.4154806000e-04,8.6623069000e-04
0.0000000000e+00,2.3798484000e-04,8.6481904000e-04
0.0000000000e+00,2.3447420000e-04,8.6338131000e-04
0.0000000000e+00,2.3101535000e-04,8.6191890000e-04
0.0000000000e+00,2.2760751000e-04,8.6043251000e-04
0.0000000000e+00,2.2424993000e-04,8.5892330000e-04
0.0000000000e+00,2.2094189000e-04,8.5739244000e-04
0.0000000000e+00,2.1768264000e-04,1.2550933000e-03
0.0000000000e+00,2.1447148000e-04,1.7182622000e-03
0.0000000000e+00,2.1130769000e-04,2.1814199000e-03
0.0000000000e+00,2.0819057000e-04,2.3108053000e-03
0.0000000000e+00,2.0511943000e-04,2.3092180000e-03
0.0000000000e+00,2.0209359000e-04,2.3076308000e-03
0.0000000000e+00,1.9911240000e-04,2.3060434000e-03
0.0000000000e+00,1.9617518000e-04,2.3044560000e-03
0.0000000000e+00,1.9328129000e-04,2.3028683000e-03
0.0000000000e+00,1.9043009000e-04,2.2557476000e-03
0.0000000000e+00,1.8762094000e-04,2.2542335000e-03
0.0000000000e+00,1.8485326000e-04,2.2527189000e-03
0.0000000000e+00,1.8212637000e-04,2.2512041000e-03
0.0000000000e+00,1.7943971000e-04,2.2496893000e-03
0.0000000000e+00,1.7679270000e-04,2.1132196000e-03
0.0000000000e+00,1.7418472000e-04,1.6751657000e-03
0.0000000000e+00,1.7161523000e-04,1.2371072000e-03
0.0000000000e+00,1.6908364000e-04,8.6651673000e-04
0.0000000000e+00,1.6658939000e-04,8.6497329000e-04
0.0000000000e+00,1.6413194000e-04,8.6341379000e-04
0.0000000000e+00,1.6171073000e-04,8.6183986000e-04
0.0000000000e+00,1.5932525000e-04,8.6025149000e-04
0.0000000000e+00,1.5697496000e-04,8.5864961000e-04
0.0000000000e+00,1.5465933000e-04,8.5703470000e-04
0.0000000000e+00,1.5237785000e-04,1.2244682000e-03
0.0000000000e+00,1.5013004000e-04,1.6593686000e-03
0.0000000000e+00,1.4791539000e-04,2.0942625000e-03
0.0000000000e+00,1.4573341000e-04,2.2275706000e-03
0.0000000000e+00,1.4358362000e-04,2.2259238000e-03
0.0000000000e+00,1.4146553000e-04,2.2242782000e-03
0.0000000000e+00,1.3937870000e-04,2.2226332000e-03
0.0000000000e+00,1.3732264000e-04,2.2209887000e-03
0.0000000000e+00,1.3529691000e-04,2.2193450000e-03
0.0000000000e+00,1.3330107000e-04,2.1742445000e-03
0.0000000000e+00,1.3133467000e-04,2.1726724000e-03
0.0000000000e+00,1.2939727000e-04,2.1711013000e-03
0.0000000000e+00,1.2748846000e-04,2.1695306000e-03
0.0000000000e+00,1.2560780000e-04,2.1679606000e-03
0.0000000000e+00,1.2375489000e-04,2.0577314000e-03
0.0000000000e+00,1.2192931000e-04,1.7195401000e-03
0.0000000000e+00,1.2013066000e-04,1.3813477000e-03
0.0000000000e+00,1.1835854000e-04,1.0974807000e-03
0.0000000000e+00,1.1661257000e-04,1.0958990000e-03
0.0000000000e+00,1.1489234000e-04,1.0943100000e-03
0.0000000000e+00,1.1319750000e-04,1.0927137000e-03
0.0000000000e+00,1.1152766000e-04,1.0911106000e-03
0.0000000000e+00,1.0988245000e-04,1.0895008000e-03
0.0000000000e+00,1.0826151000e-04,1.0878845000e-03
1.0561597000e-04,1.1245102000e-04,1.3790918000e-03
1.3854186000e-05,1.1730941000e-04,1.7298287000e-03
1.8814699000e-05,1.1736576000e-04,2.0742901000e-03
0.0000000000e+00,1.1666063000e-04,2.1866215000e-03
0.0000000000e+00,1.1493971000e-04,2.1849545000e-03
0.0000000000e+00,1.1324416000e-04,2.1832883000e-03
0.0000000000e+00,1.1157364000e-04,2.1816231000e-03
0.0000000000e+00,1.0992774000e-04,2.1799589000e-03
0.0000000000e+00,1.0830614000e-04,2.1782957000e-03
0.0000000000e+00,1.0670845000e-04,2.1342023000e-03
0.0000000000e+00,1.0513434000e-04,2.1326097000e-03
0.0000000000e+00,1.0358344000e-04,2.1310181000e-03
0.0000000000e+00,1.0205542000e-04,2.1294274000e-03
0.0000000000e+00,1.0054994000e-04,2.1278376000e-03
0.0000000000e+00,9.9066674000e-05,2.0062784000e-03
0.0000000000e+00,9.7605283000e-05,1.6619710000e-03
0.0000000000e+00,9.6165451000e-05,1.3176645000e-03
0.0000000000e+00,9.4746858000e-05,1.0333442000e-03
0.0000000000e+00,9.3349197000e-05,1.0317591000e-03
0.0000000000e+00,9.1972150000e-05,1.0301749000e-03
0.0000000000e+00,9.0615416000e-05,1.0285917000e-03
0.0000000000e+00,8.9278692000e-05,1.0270093000e-03
0.0000000000e+00,8.7961693000e-05,1.0254279000e-03
0.0000000000e+00,8.6664120000e-05,1.0238475000e-03
0.0000000000e+00,8.5385684000e-05,1.3050023000e-03
0.0000000000e+00,8.4126114000e-05,1.6461432000e-03
0.0000000000e+00,8.2885126000e-05,1.9872852000e-03
0.0000000000e+00,8.1662445000e-05,2.1056789000e-03
0.0000000000e+00,8.0457794000e-05,2.1041031000e-03
0.0000000000e+00,7.9270911000e-05,2.1025280000e-03
0.0000000000e+00,7.8101541000e-05,2.1009541000e-03
0.0000000000e+00,7.6949422000e-05,2.0993811000e-03
0.0000000000e+00,7.5814292000e-05,2.0978090000e-03
0.0000000000e+00,7.4695912000e-05,2.0557928000e-03
0.0000000000e+00,7.3594034000e-05,2.0542869000e-03
0.0000000000e+00,7.2508403000e-05,2.0527816000e-03
0.0000000000e+00,7.1438786000e-05,2.0512773000e-03
0.0000000000e+00,7.0384951000e-05,2.0497739000e-03
