,event_starttime,event_peaktime,event_endtime,fl_goescls,lat_stony,lon_stony,ar_noaanum,ssw_id,noaa_ar_ssw,location_ssw,lat_ssw,lon_ssw,AR_valid,dist_noaa_ssw,obs_channelid,obs_observatory,search_frm_name,hgc_coord,hgs_coord,lat_aia,lon_aia
2269,2011-08-10 14:49:00,2011-08-10 15:24:00,2011-08-10 15:38:00,C1.5,,,,gev_20110810_1449,11263.0,N16W88,88.0,16.0,,,,,,,,,
2270,2011-08-10 20:35:00,2011-08-10 20:39:00,2011-08-10 20:41:00,C1.1,,,11263.0,gev_20110810_2035,11263.0,N22W87,87.0,22.0,,,131,SDO,Flare Detective - Trigger Module,POINT(-66.184467 21.263353),POINT(87.794353 21.263353),87.794353,21.263353
2271,2011-08-11 04:16:00,2011-08-11 04:26:00,2011-08-11 04:37:00,B6.9,,,,gev_20110811_0416,11263.0,N17W88,88.0,17.0,,,,,,,,,
2272,2011-08-11 07:39:00,2011-08-11 07:46:00,2011-08-11 07:54:00,C1.3,,,11263.0,gev_20110811_0739,11263.0,N15W88,88.0,15.0,,,,,,,,,
2273,2011-08-11 09:34:00,2011-08-11 10:23:00,2011-08-11 10:36:00,C6.2,,,11263.0,gev_20110811_0934,11263.0,N15W88,88.0,15.0,,,,,,,,,
2274,2011-08-11 22:54:00,2011-08-11 23:09:00,2011-08-11 23:24:00,B6.8,,,11266.0,gev_20110811_2254,11263.0,N20W87,87.0,20.0,False,,,,,,,,
2275,2011-08-12 20:55:00,2011-08-12 21:00:00,2011-08-12 21:08:00,B1.9,,,11263.0,gev_20110812_2055,11273.0,S25E53,-53.0,-25.0,False,,,,,,,,
2276,2011-08-13 14:25:00,2011-08-13 14:31:00,2011-08-13 14:35:00,B1.6,,,11269.0,gev_20110813_1425,11269.0,S22W04,4.0,-22.0,,,,,,,,,
2277,2011-08-13 22:46:00,2011-08-13 22:55:00,2011-08-13 23:11:00,B1.8,,,,gev_20110813_2246,,N19E87,-87.0,19.0,,,,,,,,,
2278,2011-08-15 02:57:00,2011-08-15 03:09:00,2011-08-15 03:16:00,B5.4,,,,gev_20110815_0257,,S19E87,-87.0,-19.0,,,,,,,,,
2279,2011-08-15 04:42:00,2011-08-15 04:54:00,2011-08-15 05:20:00,C1.4,,,11271.0,gev_20110815_0442,,N17E88,-88.0,17.0,,,131,SDO,Flare Detective - Trigger Module,POINT(70.4968 17.936403),POINT(-78.17788 17.936403),-78.17788,17.936403
2280,2011-08-15 11:10:00,2011-08-15 11:20:00,2011-08-15 11:33:00,C3.4,,,11272.0,gev_20110815_1110,11272.0,S20E87,-87.0,-20.0,,,,,,,,,
2281,2011-08-15 13:53:00,2011-08-15 14:12:00,2011-08-15 14:19:00,B8.6,,,11271.0,gev_20110815_1353,11271.0,N11E88,-88.0,11.0,,,131,SDO,Flare Detective - Trigger Module,POINT(54.685182 11.263821),POINT(-88.940748 11.263821),-88.940748,11.263821
2282,2011-08-15 19:38:00,2011-08-15 19:43:00,2011-08-15 19:48:00,B7.7,,,,gev_20110815_1938,,S20E87,-87.0,-20.0,,,,,,,,,
2283,2011-08-15 23:13:00,2011-08-15 23:16:00,2011-08-15 23:20:00,B4.1,,,11271.0,gev_20110815_2313,,N16E88,-88.0,16.0,,,131,SDO,Flare Detective - Trigger Module,POINT(60.325855 17.945756),POINT(-78.154095 17.945756),-78.154095,17.945756
2284,2011-08-15 23:54:00,2011-08-16 00:25:00,2011-08-16 00:59:00,C1.3,,,11271.0,gev_20110815_2354,,N15E88,-88.0,15.0,,,,,,,,,
2285,2011-08-16 11:04:00,2011-08-16 11:10:00,2011-08-16 11:14:00,B6.4,,,11272.0,gev_20110816_1104,,S21E87,-87.0,-21.0,,,131,SDO,Flare Detective - Trigger Module,POINT(44.851602 -21.183884),POINT(-87.101898 -21.183884),-87.101898,-21.183884
2286,2011-08-16 15:39:00,2011-08-16 15:42:00,2011-08-16 15:48:00,B4.2,,,11271.0,gev_20110816_1539,,S21E78,-78.0,-21.0,,,131,SDO,Flare Detective - Trigger Module,POINT(42.32022 -21.183599),POINT(-87.09985 -21.183599),-87.09985,-21.183599
2287,2011-08-16 17:24:00,2011-08-16 17:28:00,2011-08-16 17:34:00,B3.8,,,11272.0,gev_20110816_1724,,S20E82,-82.0,-20.0,,,,,,,,,
2288,2011-08-17 00:06:00,2011-08-17 00:11:00,2011-08-17 00:20:00,B3.8,,,11271.0,gev_20110817_0006,,S20E77,-77.0,-20.0,,,,,,,,,
2289,2011-08-17 01:44:00,2011-08-17 02:54:00,2011-08-17 03:44:00,C1.9,,,11272.0,gev_20110817_0144,,S19E72,-72.0,-19.0,,,,,,,,,
2290,2011-08-17 04:19:00,2011-08-17 04:29:00,2011-08-17 05:07:00,C2.3,-64.0,-21.0,11272.0,gev_20110817_0419,,S23E71,-71.0,-23.0,,7.3,,,,,,,
2291,2011-08-17 07:52:00,2011-08-17 07:57:00,2011-08-17 08:00:00,B8.3,-70.0,-20.0,11272.0,gev_20110817_0752,,S20E69,-69.0,-20.0,,1.0,131,SDO,Flare Detective - Trigger Module,POINT(56.951871 -18.463493),POINT(-63.560939 -18.463493),-63.560939,-18.463493
2292,2011-08-17 10:19:00,2011-08-17 10:42:00,2011-08-17 11:08:00,C3.4,,,11271.0,gev_20110817_1019,,N17E63,-63.0,17.0,,,131,SDO,Flare Detective - Trigger Module,POINT(54.910944 19.472765),POINT(-64.232386 19.472765),-64.232386,19.472765
2293,2011-08-17 15:05:00,2011-08-17 15:12:00,2011-08-17 15:21:00,B6.6,-58.0,-21.0,11272.0,gev_20110817_1505,,S18E62,-62.0,-18.0,,5.0,131,SDO,Flare Detective - Trigger Module,POINT(52.965515 -18.455309),POINT(-63.549015 -18.455309),-63.549015,-18.455309
2294,2011-08-17 15:36:00,2011-08-17 15:41:00,2011-08-17 15:45:00,B6.8,,,,gev_20110817_1536,11271.0,N15E56,-56.0,15.0,,,131,SDO,Flare Detective - Trigger Module,POINT(52.698293 -18.454763),POINT(-63.548217 -18.454763),-63.548217,-18.454763
2295,2011-08-17 16:16:00,2011-08-17 16:31:00,2011-08-17 16:45:00,C2.6,-63.0,-19.0,11272.0,gev_20110817_1616,11272.0,S19E65,-65.0,-19.0,,2.0,131,SDO,Flare Detective - Trigger Module,POINT(52.330413 -18.454011),POINT(-63.547117 -18.454011),-63.547117,-18.454011
2296,2011-08-17 18:31:00,2011-08-17 18:34:00,2011-08-17 18:38:00,B3.7,,,,gev_20110817_1831,11271.0,N20E55,-55.0,20.0,,,193,SDO,Flare Detective - Trigger Module,POINT(59.643939 20.391412),POINT(-54.985751 20.391412),-54.985751,20.391412
2297,2011-08-17 18:54:00,2011-08-17 18:58:00,2011-08-17 19:04:00,B5.8,,,11271.0,gev_20110817_1854,11271.0,N18E53,-53.0,18.0,,,131,SDO,Flare Detective - Trigger Module,POINT(59.436077 20.391789),POINT(-54.985713 20.391789),-54.985713,20.391789
2298,2011-08-18 00:23:00,2011-08-18 00:30:00,2011-08-18 00:36:00,C1.6,,,11271.0,gev_20110818_0023,11271.0,N18E55,-55.0,18.0,,,,,,,,,
2299,2011-08-18 03:45:00,2011-08-18 04:02:00,2011-08-18 04:15:00,B5.7,,,,gev_20110818_0345,11271.0,N18E53,-53.0,18.0,,,,,,,,,
2300,2011-08-18 06:40:00,2011-08-18 06:44:00,2011-08-18 06:51:00,C1.2,-55.0,-19.0,11272.0,gev_20110818_0640,11272.0,S18E54,-54.0,-18.0,,1.4,131,SDO,Flare Detective - Trigger Module,POINT(54.362646 -17.39584),POINT(-53.569904 -17.39584),-53.569904,-17.39584
2301,2011-08-18 11:27:00,2011-08-18 11:32:00,2011-08-18 11:39:00,B5.2,,,,gev_20110818_1127,11271.0,N12E44,-44.0,12.0,,,131,SDO,Flare Detective - Trigger Module,POINT(60.790203 11.824242),POINT(-44.524657 11.824242),-44.524657,11.824242
2302,2011-08-18 12:41:00,2011-08-18 13:11:00,2011-08-18 13:19:00,B9.7,,,11272.0,gev_20110818_1241,11272.0,S20E52,-52.0,-20.0,,,,,,,,,
2303,2011-08-18 14:59:00,2011-08-18 15:15:00,2011-08-18 15:31:00,C1.1,-45.0,18.0,11271.0,gev_20110818_1459,11271.0,N17E44,-44.0,17.0,,1.4,,,,,,,
2304,2011-08-20 04:29:00,2011-08-20 04:32:00,2011-08-20 04:35:00,B5.5,-29.0,-22.0,11272.0,gev_20110820_0429,11272.0,S20E29,-29.0,-20.0,,2.0,131,SDO,Flare Detective - Trigger Module,POINT(54.478556 -20.354293),POINT(-28.254559 -20.354293),-28.254559,-20.354293
2305,2011-08-20 07:52:00,2011-08-20 07:58:00,2011-08-20 08:05:00,B3.9,,,11271.0,gev_20110820_0752,11271.0,N17E17,-17.0,17.0,,,131,SDO,Flare Detective - Trigger Module,POINT(63.566898 18.185475),POINT(-17.281111 18.185475),-17.281111,18.185475
2306,2011-08-20 09:21:00,2011-08-20 09:24:00,2011-08-20 09:26:00,B7.4,,,11271.0,gev_20110820_0921,11271.0,N16E20,-20.0,16.0,,,131,SDO,Flare Detective - Trigger Module,POINT(62.772096 18.187624),POINT(-17.281125 18.187624),-17.281125,18.187624
2307,2011-08-20 11:57:00,2011-08-20 12:01:00,2011-08-20 12:03:00,B5.7,,,,gev_20110820_1157,11271.0,N16E16,-16.0,16.0,,,131,SDO,Flare Detective - Trigger Module,POINT(61.327509 18.191515),POINT(-17.281149 18.191515),-17.281149,18.191515
2308,2011-08-20 12:25:00,2011-08-20 12:36:00,2011-08-20 12:50:00,B8.4,,,11272.0,gev_20110820_1225,11272.0,S21E24,-24.0,-21.0,,,,,,,,,
2309,2011-08-20 18:05:00,2011-08-20 18:08:00,2011-08-20 18:11:00,B3.9,-15.0,16.0,11271.0,gev_20110820_1805,11271.0,N16E15,-15.0,16.0,,0.0,131,SDO,Flare Detective - Trigger Module,POINT(57.948274 18.200527),POINT(-17.281195 18.200527),-17.281195,18.200527
2310,2011-08-20 18:39:00,2011-08-20 18:44:00,2011-08-20 18:48:00,B7.1,,,,gev_20110820_1839,11271.0,N16E13,-13.0,16.0,,,131,SDO,Flare Detective - Trigger Module,POINT(62.639152 18.348816),POINT(-12.259926 18.348816),-12.259926,18.348816
2311,2011-08-20 20:11:00,2011-08-20 20:16:00,2011-08-20 20:18:00,B8.5,-12.0,16.0,11271.0,gev_20110820_2011,11271.0,N15E12,-12.0,15.0,,1.0,131,SDO,Flare Detective - Trigger Module,POINT(62.083841 13.674425),POINT(-11.970905 13.674425),-11.970905,13.674425
2312,2011-08-20 22:54:00,2011-08-20 22:58:00,2011-08-20 23:00:00,C2.9,-10.0,16.0,11271.0,gev_20110820_2254,11271.0,N15E10,-10.0,15.0,,1.0,335,SDO,Flare Detective - Trigger Module,POINT(60.596222 13.678534),POINT(-11.970853 13.678534),-11.970853,13.678534
2313,2011-08-21 00:48:00,2011-08-21 00:51:00,2011-08-21 00:57:00,B4.3,,,,gev_20110821_0048,,N13W86,86.0,13.0,,,,,,,,,
2314,2011-08-21 02:29:00,2011-08-21 02:33:00,2011-08-21 02:37:00,B3.7,,,11272.0,gev_20110821_0229,,N20E13,-13.0,20.0,,,,,,,,,
2315,2011-08-21 12:11:00,2011-08-21 12:20:00,2011-08-21 12:30:00,B6.1,,,,gev_20110821_1211,,S22E11,-11.0,-22.0,,,,,,,,,
2316,2011-08-21 14:42:00,2011-08-21 14:48:00,2011-08-21 14:54:00,B6.1,-13.0,-20.0,11272.0,gev_20110821_1442,,S20E10,-10.0,-20.0,,3.0,,,,,,,
2317,2011-08-21 15:47:00,2011-08-21 15:50:00,2011-08-21 15:53:00,B4.5,-10.0,-20.0,11272.0,gev_20110821_1547,11272.0,S20E09,-9.0,-20.0,,1.0,131,SDO,Flare Detective - Trigger Module,POINT(50.922907 -19.589898),POINT(-12.355789 -19.589898),-12.355789,-19.589898
2318,2011-08-21 16:10:00,2011-08-21 16:16:00,2011-08-21 16:27:00,B5.9,-12.0,-20.0,11272.0,gev_20110821_1610,11272.0,S20E09,-9.0,-20.0,,3.0,,,,,,,
2319,2011-08-21 18:15:00,2011-08-21 18:40:00,2011-08-21 18:46:00,C1.5,-8.0,-19.0,11272.0,gev_20110821_1815,11272.0,S20E09,-9.0,-20.0,,1.4,,,,,,,
2320,2011-08-21 20:17:00,2011-08-21 20:20:00,2011-08-21 20:27:00,B3.5,,,11274.0,gev_20110821_2017,11272.0,S20E08,-8.0,-20.0,False,,,,,,,,
2321,2011-08-21 20:38:00,2011-08-21 20:41:00,2011-08-21 20:48:00,B6.3,-9.0,-20.0,11272.0,gev_20110821_2038,11272.0,S20E07,-7.0,-20.0,,2.0,,,,,,,
2322,2011-08-21 22:15:00,2011-08-21 22:21:00,2011-08-21 22:28:00,B4.7,,,11272.0,gev_20110821_2215,,S19E06,-6.0,-19.0,,,,,,,,,
2323,2011-08-21 23:10:00,2011-08-21 23:16:00,2011-08-21 23:26:00,C1.2,,,11272.0,gev_20110821_2310,,S19E06,-6.0,-19.0,,,,,,,,,
2324,2011-08-22 00:49:00,2011-08-22 00:57:00,2011-08-22 01:09:00,B5.1,,,11271.0,gev_20110822_0049,,N19W01,1.0,19.0,,,131,SDO,Flare Detective - Trigger Module,POINT(60.7387582 18.53756),POINT(2.4359022 18.53756),2.4359022,18.53756
2325,2011-08-22 01:41:00,2011-08-22 01:48:00,2011-08-22 02:01:00,B6.7,,,11271.0,gev_20110822_0141,,N18W03,3.0,18.0,,,131,SDO,Flare Detective - Trigger Module,POINT(60.2744004 18.538756),POINT(2.4359024 18.538756),2.4359024,18.538756
2326,2011-08-22 09:44:00,2011-08-22 09:49:00,2011-08-22 09:51:00,B9.7,,,11274.0,gev_20110822_0944,,N19W05,5.0,19.0,,,,,,,,,
2327,2011-08-22 11:52:00,2011-08-22 11:56:00,2011-08-22 11:59:00,B5.6,,,,gev_20110822_1152,,N19W06,6.0,19.0,,,171,SDO,Flare Detective - Trigger Module,POINT(59.5289624 18.504843),POINT(7.3235924 18.504843),7.3235924,18.504843
2328,2011-08-22 12:06:00,2011-08-22 12:10:00,2011-08-22 12:12:00,B6.2,,,,gev_20110822_1206,,N19W06,6.0,19.0,,,171,SDO,Flare Detective - Trigger Module,POINT(59.409663 18.50514),POINT(7.323592 18.50514),7.323592,18.50514
2329,2011-08-22 15:15:00,2011-08-22 16:04:00,2011-08-22 16:38:00,C1.1,,,11271.0,gev_20110822_1515,,N19W12,12.0,19.0,,,,,,,,,
2330,2011-08-22 18:50:00,2011-08-22 18:54:00,2011-08-22 19:00:00,B5.5,,,,gev_20110822_1850,,N16W12,12.0,16.0,,,131,SDO,Flare Detective - Trigger Module,POINT(60.649878 18.416682),POINT(12.259928 18.416682),12.259928,18.416682
2331,2011-08-22 19:57:00,2011-08-22 20:03:00,2011-08-22 20:10:00,B9.9,,,11271.0,gev_20110822_1957,,N20W12,12.0,20.0,,,131,SDO,Flare Detective - Trigger Module,POINT(60.035025 18.418164),POINT(12.259919 18.418164),12.259919,18.418164
2332,2011-08-23 01:01:00,2011-08-23 01:25:00,2011-08-23 01:34:00,B5.7,,,11271.0,gev_20110823_0101,,N20W14,14.0,20.0,,,,,,,,,
2333,2011-08-23 05:49:00,2011-08-23 05:53:00,2011-08-23 06:00:00,B5.4,,,,gev_20110823_0549,,N21W16,16.0,21.0,,,131,SDO,Flare Detective - Trigger Module,POINT(60.173244 23.027002),POINT(17.849086 23.027002),17.849086,23.027002
2334,2011-08-23 15:48:00,2011-08-23 15:51:00,2011-08-23 15:54:00,B4.0,,,,gev_20110823_1548,10000.0,N19W22,22.0,19.0,,,131,SDO,Flare Detective - Trigger Module,POINT(59.281275 18.089683),POINT(22.428162 18.089683),22.428162,18.089683
2335,2011-08-24 10:22:00,2011-08-24 10:25:00,2011-08-24 10:33:00,B4.1,38.0,14.0,11271.0,gev_20110824_1022,10000.0,N14W37,37.0,14.0,False,1.0,,,,,,,
2336,2011-08-24 16:31:00,2011-08-24 16:33:00,2011-08-24 16:34:00,C1.1,36.0,16.0,11271.0,gev_20110824_1631,10000.0,N16W37,37.0,16.0,False,1.0,335,SDO,Flare Detective - Trigger Module,POINT(56.556461 17.51795),POINT(33.327333 17.51795),33.327333,17.51795
2337,2011-08-24 16:44:00,2011-08-24 16:50:00,2011-08-24 16:55:00,B5.0,41.0,13.0,11271.0,gev_20110824_1644,,N17W37,37.0,17.0,,5.7,131,SDO,Flare Detective - Trigger Module,POINT(62.351994 17.103461),POINT(39.248578 17.103461),39.248578,17.103461
2338,2011-08-24 17:32:00,2011-08-24 17:35:00,2011-08-24 17:38:00,B5.5,38.0,16.0,11271.0,gev_20110824_1732,,N17W36,36.0,17.0,,2.2,131,SDO,Flare Detective - Trigger Module,POINT(61.931601 17.104175),POINT(39.248448 17.104175),39.248448,17.104175
2339,2011-08-24 18:17:00,2011-08-24 18:20:00,2011-08-24 18:22:00,B4.5,,,,gev_20110824_1817,,N18W37,37.0,18.0,,,131,SDO,Flare Detective - Trigger Module,POINT(61.503865 17.1049),POINT(39.248316 17.1049),39.248316,17.1049
2340,2011-08-24 20:12:00,2011-08-24 20:15:00,2011-08-24 20:18:00,B4.3,38.0,16.0,11271.0,gev_20110824_2012,,N17W37,37.0,17.0,,1.4,131,SDO,Flare Detective - Trigger Module,POINT(60.451966 17.106677),POINT(39.247988 17.106677),39.247988,17.106677
2341,2011-08-25 06:54:00,2011-08-25 07:02:00,2011-08-25 07:13:00,B9.5,,,11277.0,gev_20110825_0654,11279.0,N12E88,-88.0,12.0,False,,,,,,,,
2342,2011-08-25 08:08:00,2011-08-25 08:11:00,2011-08-25 08:14:00,B4.8,,,11271.0,gev_20110825_0808,10000.0,N16W51,51.0,16.0,False,,131,SDO,Flare Detective - Trigger Module,POINT(67.487933 15.950628),POINT(52.855742 15.950628),52.855742,15.950628
2343,2011-08-25 08:29:00,2011-08-25 08:32:00,2011-08-25 08:34:00,B5.3,41.0,-20.0,11272.0,gev_20110825_0829,10000.0,N19W45,45.0,19.0,False,39.2,131,SDO,Flare Detective - Trigger Module,POINT(54.847554 -21.060054),POINT(40.408055 -21.060054),40.408055,-21.060054
2344,2011-08-25 09:35:00,2011-08-25 09:38:00,2011-08-25 09:41:00,B4.4,,,11271.0,gev_20110825_0935,10000.0,N14W51,51.0,14.0,False,,131,SDO,Flare Detective - Trigger Module,POINT(61.194332 21.242081),POINT(47.35126 21.242081),47.35126,21.242081
2345,2011-08-25 10:23:00,2011-08-25 10:26:00,2011-08-25 10:34:00,B4.6,,,11277.0,gev_20110825_1023,11279.0,N13E87,-87.0,13.0,False,,,,,,,,
2346,2011-08-25 16:45:00,2011-08-25 16:52:00,2011-08-25 17:01:00,B9.6,,,11279.0,gev_20110825_1645,11279.0,N10E88,-88.0,10.0,,,,,,,,,
2347,2011-08-25 21:56:00,2011-08-25 22:03:00,2011-08-25 22:09:00,B8.9,,,11271.0,gev_20110825_2156,10000.0,N16W53,53.0,16.0,False,,131,SDO,Flare Detective - Trigger Module,POINT(59.8885569 15.960283),POINT(52.850183 15.960283),52.850183,15.960283
2348,2011-08-26 00:41:00,2011-08-26 00:45:00,2011-08-26 00:55:00,B4.4,,,,gev_20110826_0041,,N17W61,61.0,17.0,,,,,,,,,
2349,2011-08-26 03:29:00,2011-08-26 03:34:00,2011-08-26 03:36:00,C1.0,55.0,20.0,11271.0,gev_20110826_0329,,N19W55,55.0,19.0,,1.0,131,SDO,Flare Detective - Trigger Module,POINT(58.9117316 20.552762),POINT(54.936159 20.552762),54.936159,20.552762
2350,2011-08-26 04:32:00,2011-08-26 04:40:00,2011-08-26 04:44:00,B7.9,56.0,21.0,11271.0,gev_20110826_0432,11271.0,N19W57,57.0,19.0,,2.2,,,,,,,
2351,2011-08-26 06:38:00,2011-08-26 06:43:00,2011-08-26 06:50:00,B6.5,,,,gev_20110826_0638,11271.0,N18W58,58.0,18.0,,,,,,,,,
2352,2011-08-26 08:26:00,2011-08-26 08:30:00,2011-08-26 08:34:00,B4.0,,,,gev_20110826_0826,11271.0,N19W58,58.0,19.0,,,131,SDO,Flare Detective - Trigger Module,POINT(65.3744413 19.608115),POINT(64.12215 19.608115),64.12215,19.608115
2353,2011-08-26 08:58:00,2011-08-26 09:02:00,2011-08-26 09:08:00,B7.6,58.0,19.0,11271.0,gev_20110826_0858,11271.0,N18W66,66.0,18.0,,8.1,131,SDO,Flare Detective - Trigger Module,POINT(65.07493515 19.608372),POINT(64.121763 19.608372),64.121763,19.608372
2354,2011-08-26 11:12:00,2011-08-26 11:17:00,2011-08-26 11:23:00,B6.3,-33.0,18.0,,gev_20110826_1112,11271.0,N18W60,60.0,18.0,,93.0,131,SDO,Flare Detective - Trigger Module,POINT(63.841992 19.609427),POINT(64.120162 19.609427),64.120162,19.609427
2355,2011-08-26 12:11:00,2011-08-26 12:15:00,2011-08-26 12:17:00,B4.4,,,,gev_20110826_1211,11271.0,N20W61,61.0,20.0,,,,,,,,,
2356,2011-08-26 13:04:00,2011-08-26 13:13:00,2011-08-26 13:17:00,C2.3,,,11271.0,gev_20110826_1304,11271.0,N18W61,61.0,18.0,,,,,,,,,
2357,2011-08-26 13:30:00,2011-08-26 13:33:00,2011-08-26 13:36:00,B9.0,,,11279.0,gev_20110826_1330,11271.0,N20W62,62.0,20.0,False,,131,SDO,Flare Detective - Trigger Module,POINT(62.5722940000001 19.610504),POINT(64.118504 19.610504),64.118504,19.610504
2358,2011-08-26 15:19:00,2011-08-26 15:26:00,2011-08-26 15:34:00,B6.4,,,11279.0,gev_20110826_1519,11279.0,N13E69,-69.0,13.0,,,131,SDO,Flare Detective - Trigger Module,POINT(-75.554984 13.804325),POINT(-73.025184 13.804325),-73.025184,13.804325
2359,2011-08-27 04:42:00,2011-08-27 04:46:00,2011-08-27 04:52:00,B8.7,,,11275.0,gev_20110827_0442,11271.0,N18W74,74.0,18.0,False,,131,SDO,Flare Detective - Trigger Module,POINT(67.863118 18.06033),POINT(77.727598 18.06033),77.727598,18.06033
2360,2011-08-28 13:56:00,2011-08-28 14:00:00,2011-08-28 14:04:00,B5.4,-75.0,-19.0,11281.0,gev_20110828_1356,11281.0,S20E76,-76.0,-20.0,,1.4,,,,,,,
2361,2011-08-28 19:58:00,2011-08-28 20:02:00,2011-08-28 20:06:00,B3.4,-68.0,-18.0,11281.0,gev_20110828_1958,11281.0,S19E67,-67.0,-19.0,,1.4,131,SDO,Flare Detective - Trigger Module,POINT(-94.639125 -18.197625),POINT(-63.118405 -18.197625),-63.118405,-18.197625
2362,2011-08-29 07:06:00,2011-08-29 07:21:00,2011-08-29 07:34:00,C3.7,,,,gev_20110829_0706,,N14E88,-88.0,14.0,,,,,,,,,
2363,2011-08-29 08:19:00,2011-08-29 08:27:00,2011-08-29 08:32:00,B6.7,,,,gev_20110829_0819,11278.0,N22W87,87.0,22.0,,,,,,,,,
2364,2011-08-29 10:15:00,2011-08-29 11:17:00,2011-08-29 11:49:00,C2.9,,,,gev_20110829_1015,,N13E88,-88.0,13.0,,,,,,,,,
2365,2011-08-29 15:55:00,2011-08-29 16:00:00,2011-08-29 16:05:00,C1.1,,,,gev_20110829_1555,,N13E88,-88.0,13.0,,,,,,,,,
2366,2011-08-29 21:42:00,2011-08-29 21:47:00,2011-08-29 21:50:00,C1.7,,,,gev_20110829_2142,11274.0,N17W45,45.0,17.0,,,131,SDO,Flare Detective - Trigger Module,POINT(-0.039134999999987 16.675912),POINT(45.630215 16.675912),45.630215,16.675912
2367,2011-08-29 23:03:00,2011-08-29 23:07:00,2011-08-29 23:19:00,B8.2,46.0,17.0,11274.0,gev_20110829_2303,11274.0,N17W46,46.0,17.0,,0.0,193,SDO,Flare Detective - Trigger Module,POINT(-0.80618800000002 16.676665),POINT(45.629662 16.676665),45.629662,16.676665
2368,2011-08-30 03:06:00,2011-08-30 03:12:00,2011-08-30 03:16:00,C1.9,,,11274.0,gev_20110830_0306,11274.0,N17W48,48.0,17.0,,,,,,,,,
2369,2011-08-30 05:10:00,2011-08-30 05:14:00,2011-08-30 05:20:00,C1.1,,,11274.0,gev_20110830_0510,11274.0,N17W49,49.0,17.0,,,131,SDO,Flare Detective - Trigger Module,POINT(3.00634400000001 16.019737),POINT(52.800354 16.019737),52.800354,16.019737
2370,2011-08-30 05:36:00,2011-08-30 05:40:00,2011-08-30 05:45:00,B5.6,,,11274.0,gev_20110830_0536,11278.0,N17W50,50.0,17.0,False,,,,,,,,
2371,2011-08-30 06:34:00,2011-08-30 06:43:00,2011-08-30 06:55:00,C1.5,,,,gev_20110830_0634,,N24W86,86.0,24.0,,,,,,,,,
2372,2011-08-30 08:33:00,2011-08-30 08:39:00,2011-08-30 08:47:00,B5.0,,,11274.0,gev_20110830_0833,,N14E88,-88.0,14.0,,,,,,,,,
2373,2011-08-30 09:15:00,2011-08-30 09:23:00,2011-08-30 09:34:00,B8.8,,,,gev_20110830_0915,,N24W87,87.0,24.0,,,,,,,,,
2374,2011-08-30 11:56:00,2011-08-30 12:08:00,2011-08-30 12:23:00,B7.5,,,,gev_20110830_1156,,N25W86,86.0,25.0,,,,,,,,,
2375,2011-08-30 13:48:00,2011-08-30 14:13:00,2011-08-30 14:28:00,C1.5,,,,gev_20110830_1348,,N09E89,-89.0,9.0,,,,,,,,,
2376,2011-08-30 22:02:00,2011-08-30 22:46:00,2011-08-30 22:53:00,C5.5,-45.0,-19.0,11281.0,gev_20110830_2202,11281.0,S20E44,-44.0,-20.0,,1.4,,,,,,,
2377,2011-08-31 01:26:00,2011-08-31 01:30:00,2011-08-31 01:33:00,B3.9,,,,gev_20110831_0126,11284.0,S18W58,58.0,-18.0,,,131,SDO,Flare Detective - Trigger Module,POINT(-7.72188 -17.07399),POINT(53.22936 -17.07399),53.22936,-17.07399
2378,2011-08-31 11:16:00,2011-08-31 11:24:00,2011-08-31 11:31:00,C2.2,-75.0,15.0,11283.0,gev_20110831_1116,11283.0,N14E74,-74.0,14.0,,1.4,,,,,,,
2379,2011-08-31 13:42:00,2011-08-31 13:47:00,2011-08-31 13:51:00,B8.8,-68.0,13.0,11283.0,gev_20110831_1342,11283.0,N15E76,-76.0,15.0,,8.2,131,SDO,Flare Detective - Trigger Module,POINT(-140.55568 13.847223),POINT(-72.849 13.847223),-72.849,13.847223
2380,2011-08-31 14:21:00,2011-08-31 14:26:00,2011-08-31 14:34:00,B5.5,,,,gev_20110831_1421,11282.0,N25W08,8.0,25.0,,,131,SDO,Flare Detective - Trigger Module,POINT(-60.5005648 23.469593),POINT(7.5583752 23.469593),7.5583752,23.469593
2381,2011-09-01 01:19:00,2011-09-01 01:26:00,2011-09-01 01:34:00,B5.3,,,,gev_20110901_0119,11279.0,N13W03,3.0,13.0,,,131,SDO,Flare Detective - Trigger Module,POINT(-71.7264108 14.107179),POINT(2.3759692 14.107179),2.3759692,14.107179
2382,2011-09-01 12:42:00,2011-09-01 12:48:00,2011-09-01 12:53:00,C2.0,,,11283.0,gev_20110901_1242,,N14E59,-59.0,14.0,,,,,,,,,
2383,2011-09-01 13:47:00,2011-09-01 13:51:00,2011-09-01 13:55:00,B6.0,,,11283.0,gev_20110901_1347,,N13E59,-59.0,13.0,,,,,,,,,
2384,2011-09-01 18:13:00,2011-09-01 18:22:00,2011-09-01 18:30:00,C2.0,-57.0,15.0,11283.0,gev_20110901_1813,,N14E57,-57.0,14.0,,1.0,131,SDO,Flare Detective - Trigger Module,POINT(-136.175391 16.044121),POINT(-52.764041 16.044121),-52.764041,16.044121
2385,2011-09-02 00:04:00,2011-09-02 00:09:00,2011-09-02 00:15:00,B6.3,,,11281.0,gev_20110902_0004,11284.0,S19W87,87.0,-19.0,False,,131,SDO,Flare Detective - Trigger Module,POINT(-4.09186900000003 -20.533491),POINT(82.500681 -20.533491),82.500681,-20.533491
