chart,age,age_units,gender,measure,measure_units,L,M,S
brooks_gmfcs_5_nt,16.5,years,m,height,cm,1.567579542,139.503679,0.124475725
brooks_gmfcs_5_nt,17,years,m,height,cm,1.630392429,140.8481005,0.123213089
brooks_gmfcs_5_nt,17.5,years,m,height,cm,1.69238601,142.0875551,0.121818976
brooks_gmfcs_5_nt,18,years,m,height,cm,1.753451493,143.2275446,0.120320911
brooks_gmfcs_5_nt,18.5,years,m,height,cm,1.813638175,144.2774606,0.118745173
brooks_gmfcs_5_nt,19,years,m,height,cm,1.873123562,145.2524606,0.117114789
brooks_gmfcs_5_nt,19.5,years,m,height,cm,1.932168252,146.175943,0.115451215
brooks_gmfcs_5_nt,20,years,m,height,cm,1.991040059,147.0772238,0.113774553
brooks_gmfcs_5_nt,2,years,f,height,cm,1.814173385,76.18405172,0.126146511
brooks_gmfcs_5_nt,2.5,years,f,height,cm,1.836591136,79.61985719,0.12448354
brooks_gmfcs_5_nt,3,years,f,height,cm,1.844032197,82.94997694,0.123358056
brooks_gmfcs_5_nt,3.5,years,f,height,cm,1.819830966,86.05442944,0.123320646
brooks_gmfcs_5_nt,4,years,f,height,cm,1.761097816,88.88291817,0.124466762
brooks_gmfcs_5_nt,4.5,years,f,height,cm,1.679029334,91.45452449,0.126492663
brooks_gmfcs_5_nt,5,years,f,height,cm,1.590199356,93.82670026,0.128938984
brooks_gmfcs_5_nt,5.5,years,f,height,cm,1.509588006,96.0669824,0.131345056
brooks_gmfcs_5_nt,6,years,f,height,cm,1.44722905,98.23808967,0.133352528
brooks_gmfcs_5_nt,6.5,years,f,height,cm,1.407430658,100.3870473,0.134768873
brooks_gmfcs_5_nt,7,years,f,height,cm,1.390042117,102.5391286,0.135565778
brooks_gmfcs_5_nt,7.5,years,f,height,cm,1.392633816,104.6995502,0.135829226
brooks_gmfcs_5_nt,8,years,f,height,cm,1.41180283,106.8614553,0.135707393
brooks_gmfcs_5_nt,8.5,years,f,height,cm,1.443406368,109.0150089,0.135372136
brooks_gmfcs_5_nt,9,years,f,height,cm,1.482849024,111.1521212,0.134984453
brooks_gmfcs_5_nt,9.5,years,f,height,cm,1.525916749,113.2658535,0.134654815
brooks_gmfcs_5_nt,10,years,f,height,cm,1.569419413,115.3486672,0.134417207
brooks_gmfcs_5_nt,10.5,years,f,height,cm,1.611233572,117.3923391,0.134235108
brooks_gmfcs_5_nt,11,years,f,height,cm,1.650153633,119.3882557,0.134024654
brooks_gmfcs_5_nt,11.5,years,f,height,cm,1.685778539,121.3275076,0.133681651
brooks_gmfcs_5_nt,12,years,f,height,cm,1.718359027,123.2013773,0.133109326
brooks_gmfcs_5_nt,12.5,years,f,height,cm,1.748578866,125.0016835,0.132241951
brooks_gmfcs_5_nt,13,years,f,height,cm,1.777338918,126.7207352,0.131055596
brooks_gmfcs_5_nt,13.5,years,f,height,cm,1.805574085,128.3513265,0.129562589
brooks_gmfcs_5_nt,14,years,f,height,cm,1.834146329,129.8872587,0.12779786
brooks_gmfcs_5_nt,14.5,years,f,height,cm,1.863807799,131.3244114,0.125806974
brooks_gmfcs_5_nt,15,years,f,height,cm,1.895188276,132.6615063,0.123637878
brooks_gmfcs_5_nt,15.5,years,f,height,cm,1.928781339,133.8999563,0.121335222
brooks_gmfcs_5_nt,16,years,f,height,cm,1.964896945,135.0432271,0.118937184
brooks_gmfcs_5_nt,16.5,years,f,height,cm,2.003611312,136.0962436,0.116475512
brooks_gmfcs_5_nt,17,years,f,height,cm,2.044771616,137.0650019,0.113977873
brooks_gmfcs_5_nt,17.5,years,f,height,cm,2.088076821,137.9562867,0.111469923
brooks_gmfcs_5_nt,18,years,f,height,cm,2.13318348,138.7776563,0.108975227
brooks_gmfcs_5_nt,18.5,years,f,height,cm,2.179769851,139.5380619,0.106512646
brooks_gmfcs_5_nt,19,years,f,height,cm,2.227521471,140.2493694,0.104091661
brooks_gmfcs_5_nt,19.5,years,f,height,cm,2.276054399,140.9278631,0.101707491
brooks_gmfcs_5_nt,20,years,f,height,cm,2.324914936,141.5925316,0.099341772
brooks_gmfcs_5_nt,2,years,m,bmi,kg/m2,-1.086342053,16.52413551,0.226270686
brooks_gmfcs_5_nt,2.5,years,m,bmi,kg/m2,-1.058478065,16.43398692,0.225812439
brooks_gmfcs_5_nt,3,years,m,bmi,kg/m2,-1.03462802,16.34844376,0.225393386
brooks_gmfcs_5_nt,3.5,years,m,bmi,kg/m2,-1.018788432,16.27302636,0.225036919
brooks_gmfcs_5_nt,4,years,m,bmi,kg/m2,-1.011726581,16.20650841,0.224764908
brooks_gmfcs_5_nt,4.5,years,m,bmi,kg/m2,-1.011471333,16.1411646,0.224590792
brooks_gmfcs_5_nt,5,years,m,bmi,kg/m2,-1.015371763,16.06910788,0.224501322
brooks_gmfcs_5_nt,5.5,years,m,bmi,kg/m2,-1.021413274,15.98749103,0.224457318
brooks_gmfcs_5_nt,6,years,m,bmi,kg/m2,-1.028432799,15.89921264,0.224411907
brooks_gmfcs_5_nt,6.5,years,m,bmi,kg/m2,-1.035757406,15.81002375,0.224334333
brooks_gmfcs_5_nt,7,years,m,bmi,kg/m2,-1.042834107,15.72550119,0.224219574
brooks_gmfcs_5_nt,7.5,years,m,bmi,kg/m2,-1.049159362,15.64971429,0.224081294
brooks_gmfcs_5_nt,8,years,m,bmi,kg/m2,-1.054336026,15.58514809,0.223939156
brooks_gmfcs_5_nt,8.5,years,m,bmi,kg/m2,-1.058061768,15.53296921,0.223810955
brooks_gmfcs_5_nt,9,years,m,bmi,kg/m2,-1.060077094,15.49345648,0.223708849
brooks_gmfcs_5_nt,9.5,years,m,bmi,kg/m2,-1.060144617,15.46644107,0.22363639
brooks_gmfcs_5_nt,10,years,m,bmi,kg/m2,-1.058058353,15.45152488,0.223588102
brooks_gmfcs_5_nt,10.5,years,m,bmi,kg/m2,-1.053672851,15.44812065,0.223553637
brooks_gmfcs_5_nt,11,years,m,bmi,kg/m2,-1.046938096,15.45552818,0.223523459
brooks_gmfcs_5_nt,11.5,years,m,bmi,kg/m2,-1.037911444,15.47305197,0.223492288
brooks_gmfcs_5_nt,12,years,m,bmi,kg/m2,-1.026748263,15.50005054,0.223459123
brooks_gmfcs_5_nt,12.5,years,m,bmi,kg/m2,-1.013676665,15.53588621,0.223424993
brooks_gmfcs_5_nt,13,years,m,bmi,kg/m2,-0.998970648,15.57985851,0.223390967
brooks_gmfcs_5_nt,13.5,years,m,bmi,kg/m2,-0.98293024,15.63119056,0.223357747
brooks_gmfcs_5_nt,14,years,m,bmi,kg/m2,-0.96586309,15.6890515,0.223326116
brooks_gmfcs_5_nt,14.5,years,m,bmi,kg/m2,-0.948064059,15.75258891,0.223297095
brooks_gmfcs_5_nt,15,years,m,bmi,kg/m2,-0.929799225,15.82096852,0.223271706
brooks_gmfcs_5_nt,15.5,years,m,bmi,kg/m2,-0.911296864,15.89341846,0.223251059
brooks_gmfcs_5_nt,16,years,m,bmi,kg/m2,-0.892747513,15.96923186,0.223236685
brooks_gmfcs_5_nt,16.5,years,m,bmi,kg/m2,-0.874312059,16.04773223,0.223230499
brooks_gmfcs_5_nt,17,years,m,bmi,kg/m2,-0.856129016,16.12824544,0.223234333
brooks_gmfcs_5_nt,17.5,years,m,bmi,kg/m2,-0.838314646,16.21010334,0.223249178
brooks_gmfcs_5_nt,18,years,m,bmi,kg/m2,-0.820956779,16.29268089,0.223274596
brooks_gmfcs_5_nt,18.5,years,m,bmi,kg/m2,-0.804098709,16.37545954,0.223308726
brooks_gmfcs_5_nt,19,years,m,bmi,kg/m2,-0.787712109,16.45810013,0.223348844
brooks_gmfcs_5_nt,19.5,years,m,bmi,kg/m2,-0.771674266,16.54049171,0.223392193
brooks_gmfcs_5_nt,20,years,m,bmi,kg/m2,-0.75579211,16.62273103,0.223436654
brooks_gmfcs_5_nt,2,years,f,bmi,kg/m2,-1.168316174,16.31947923,0.227835552
brooks_gmfcs_5_nt,2.5,years,f,bmi,kg/m2,-1.140088996,16.2491109,0.229959901
brooks_gmfcs_5_nt,3,years,f,bmi,kg/m2,-1.113021856,16.18099069,0.231895254
brooks_gmfcs_5_nt,3.5,years,f,bmi,kg/m2,-1.088955292,16.11598522,0.233405467
brooks_gmfcs_5_nt,4,years,f,bmi,kg/m2,-1.069415663,16.05111499,0.234400293
brooks_gmfcs_5_nt,4.5,years,f,bmi,kg/m2,-1.055215737,15.98226541,0.234982661
brooks_gmfcs_5_nt,5,years,f,bmi,kg/m2,-1.046657204,15.90800064,0.235347285
brooks_gmfcs_5_nt,5.5,years,f,bmi,kg/m2,-1.043661882,15.83022001,0.235662435
brooks_gmfcs_5_nt,6,years,f,bmi,kg/m2,-1.045653438,15.75232155,0.236019233
brooks_gmfcs_5_nt,6.5,years,f,bmi,kg/m2,-1.051456248,15.67757433,0.236438861
brooks_gmfcs_5_nt,7,years,f,bmi,kg/m2,-1.059473009,15.60866809,0.236900588
brooks_gmfcs_5_nt,7.5,years,f,bmi,kg/m2,-1.068074596,15.54779792,0.237377354
brooks_gmfcs_5_nt,8,years,f,bmi,kg/m2,-1.075870579,15.49657676,0.237862812
brooks_gmfcs_5_nt,8.5,years,f,bmi,kg/m2,-1.081773752,15.45596651,0.238377818
brooks_gmfcs_5_nt,9,years,f,bmi,kg/m2,-1.085002798,15.42657568,0.238958967
brooks_gmfcs_5_nt,9.5,years,f,bmi,kg/m2,-1.085073477,15.40897465,0.239637159
brooks_gmfcs_5_nt,10,years,f,bmi,kg/m2,-1.081762371,15.40379292,0.24041903
brooks_gmfcs_5_nt,10.5,years,f,bmi,kg/m2,-1.075047972,15.41162566,0.241281392
brooks_gmfcs_5_nt,11,years,f,bmi,kg/m2,-1.065042299,15.43281671,0.242178055
brooks_gmfcs_5_nt,11.5,years,f,bmi,kg/m2,-1.051934023,15.46724886,0.243054255
brooks_gmfcs_5_nt,12,years,f,bmi,kg/m2,-1.035956752,15.51425627,0.243861903
brooks_gmfcs_5_nt,12.5,years,f,bmi,kg/m2,-1.017383345,15.57277397,0.244568173
brooks_gmfcs_5_nt,13,years,f,bmi,kg/m2,-0.996527578,15.6416207,0.245155736
brooks_gmfcs_5_nt,13.5,years,f,bmi,kg/m2,-0.973733654,15.71971803,0.245618599
brooks_gmfcs_5_nt,14,years,f,bmi,kg/m2,-0.949364822,15.80613896,0.24595871
brooks_gmfcs_5_nt,14.5,years,f,bmi,kg/m2,-0.923793415,15.90003765,0.246183652
brooks_gmfcs_5_nt,15,years,f,bmi,kg/m2,-0.89737136,16.00056237,0.246303017
brooks_gmfcs_5_nt,15.5,years,f,bmi,kg/m2,-0.870381809,16.10681059,0.246324091
brooks_gmfcs_5_nt,16,years,f,bmi,kg/m2,-0.843006373,16.21780993,0.246250299
brooks_gmfcs_5_nt,16.5,years,f,bmi,kg/m2,-0.815328197,16.33250184,0.246083819
brooks_gmfcs_5_nt,17,years,f,bmi,kg/m2,-0.787358918,16.44975928,0.245829436
brooks_gmfcs_5_nt,17.5,years,f,bmi,kg/m2,-0.759071499,16.5684635,0.245496246
brooks_gmfcs_5_nt,18,years,f,bmi,kg/m2,-0.730432177,16.6876066,0.245097394
brooks_gmfcs_5_nt,18.5,years,f,bmi,kg/m2,-0.701437233,16.80640502,0.244649029
brooks_gmfcs_5_nt,19,years,f,bmi,kg/m2,-0.67213894,16.924423,0.244168311
brooks_gmfcs_5_nt,19.5,years,f,bmi,kg/m2,-0.642639461,17.04165864,0.243670704
brooks_gmfcs_5_nt,20,years,f,bmi,kg/m2,-0.613057582,17.1584858,0.243167513
brooks_gmfcs_5_tf,2,years,m,weight,kg,0.611213324,10.45419456,0.263156012
brooks_gmfcs_5_tf,2.5,years,m,weight,kg,0.595723131,11.56795641,0.257608836
brooks_gmfcs_5_tf,3,years,m,weight,kg,0.580457116,12.66694119,0.252405269
brooks_gmfcs_5_tf,3.5,years,m,weight,kg,0.565640804,13.73502159,0.247957731
brooks_gmfcs_5_tf,4,years,m,weight,kg,0.55133084,14.76426771,0.24450767
brooks_gmfcs_5_tf,4.5,years,m,weight,kg,0.537428594,15.75506272,0.242080673
brooks_gmfcs_5_tf,5,years,m,weight,kg,0.523774708,16.71274807,0.240556221
brooks_gmfcs_5_tf,5.5,years,m,weight,kg,0.510237917,17.6443746,0.239759526
brooks_gmfcs_5_tf,6,years,m,weight,kg,0.49676164,18.5562555,0.23952759
brooks_gmfcs_5_tf,6.5,years,m,weight,kg,0.483348393,19.45274286,0.239738943
brooks_gmfcs_5_tf,7,years,m,weight,kg,0.470006183,20.33600533,0.240316088
brooks_gmfcs_5_tf,7.5,years,m,weight,kg,0.456701096,21.20648599,0.241221757
brooks_gmfcs_5_tf,8,years,m,weight,kg,0.443348501,22.06365893,0.242450641
brooks_gmfcs_5_tf,8.5,years,m,weight,kg,0.429844601,22.90657315,0.24401137
brooks_gmfcs_5_tf,9,years,m,weight,kg,0.416109581,23.73413486,0.245906161
brooks_gmfcs_5_tf,9.5,years,m,weight,kg,0.402118382,24.54531589,0.248116318
brooks_gmfcs_5_tf,10,years,m,weight,kg,0.387914884,25.33928639,0.250597246
brooks_gmfcs_5_tf,10.5,years,m,weight,kg,0.373608137,26.11536819,0.253284486
brooks_gmfcs_5_tf,11,years,m,weight,kg,0.359342032,26.87295305,0.256106088
brooks_gmfcs_5_tf,11.5,years,m,weight,kg,0.345241828,27.61155837,0.258995018
brooks_gmfcs_5_tf,12,years,m,weight,kg,0.331369281,28.33093667,0.261896632
brooks_gmfcs_5_tf,12.5,years,m,weight,kg,0.317711895,29.03100212,0.264768581
brooks_gmfcs_5_tf,13,years,m,weight,kg,0.304199636,29.71160266,0.267572707
brooks_gmfcs_5_tf,13.5,years,m,weight,kg,0.290733679,30.3723548,0.270266934
brooks_gmfcs_5_tf,14,years,m,weight,kg,0.277216682,31.01266856,0.272803692
brooks_gmfcs_5_tf,14.5,years,m,weight,kg,0.263575268,31.63197619,0.275136033
brooks_gmfcs_5_tf,15,years,m,weight,kg,0.249774866,32.22998287,0.277222509
brooks_gmfcs_5_tf,15.5,years,m,weight,kg,0.235826037,32.80675448,0.279026769
brooks_gmfcs_5_tf,16,years,m,weight,kg,0.221787396,33.36262384,0.280516846
brooks_gmfcs_5_tf,16.5,years,m,weight,kg,0.207769015,33.8980197,0.281667361
brooks_gmfcs_5_tf,17,years,m,weight,kg,0.193930593,34.4133172,0.282465853
brooks_gmfcs_5_tf,17.5,years,m,weight,kg,0.180454175,34.90886972,0.282919915
brooks_gmfcs_5_tf,18,years,m,weight,kg,0.167497486,35.38528874,0.283058047
brooks_gmfcs_5_tf,18.5,years,m,weight,kg,0.155151623,35.84394266,0.282924416
brooks_gmfcs_5_tf,19,years,m,weight,kg,0.143404586,36.28761576,0.282575783
brooks_gmfcs_5_tf,19.5,years,m,weight,kg,0.132114048,36.72097079,0.282085297
brooks_gmfcs_5_tf,20,years,m,weight,kg,0.121033923,37.1498896,0.281535986
brooks_gmfcs_5_tf,2,years,f,weight,kg,0.133460036,10.07899745,0.278442383
brooks_gmfcs_5_tf,2.5,years,f,weight,kg,0.139162245,11.1957915,0.269558411
brooks_gmfcs_5_tf,3,years,f,weight,kg,0.150283013,12.29716902,0.261967126
brooks_gmfcs_5_tf,3.5,years,f,weight,kg,0.170076026,13.37156201,0.256863234
brooks_gmfcs_5_tf,4,years,f,weight,kg,0.197172458,14.41560144,0.254477292
brooks_gmfcs_5_tf,4.5,years,f,weight,kg,0.228044276,15.42717537,0.254267349
brooks_gmfcs_5_tf,5,years,f,weight,kg,0.259469471,16.40385594,0.255426335
brooks_gmfcs_5_tf,5.5,years,f,weight,kg,0.28934553,17.3457747,0.257229678
brooks_gmfcs_5_tf,6,years,f,weight,kg,0.31654797,18.25639044,0.259170997
brooks_gmfcs_5_tf,6.5,years,f,weight,kg,0.340642193,19.13988738,0.260962278
brooks_gmfcs_5_tf,7,years,f,weight,kg,0.361661408,19.99927811,0.262475156
brooks_gmfcs_5_tf,7.5,years,f,weight,kg,0.379904511,20.83665654,0.263677701
brooks_gmfcs_5_tf,8,years,f,weight,kg,0.395728173,21.65478192,0.264592754
brooks_gmfcs_5_tf,8.5,years,f,weight,kg,0.409395331,22.45836384,0.265274013
brooks_gmfcs_5_tf,9,years,f,weight,kg,0.421035891,23.25339055,0.265785139
brooks_gmfcs_5_tf,9.5,years,f,weight,kg,0.430681832,24.04502094,0.266180745
brooks_gmfcs_5_tf,10,years,f,weight,kg,0.438328077,24.83556482,0.26649346
brooks_gmfcs_5_tf,10.5,years,f,weight,kg,0.443994032,25.6234904,0.26673101
brooks_gmfcs_5_tf,11,years,f,weight,kg,0.447772323,26.40364916,0.266881154
brooks_gmfcs_5_tf,11.5,years,f,weight,kg,0.44984376,27.16851942,0.266921702
brooks_gmfcs_5_tf,12,years,f,weight,kg,0.450449113,27.90983611,0.266829901
brooks_gmfcs_5_tf,12.5,years,f,weight,kg,0.449837718,28.62014164,0.266587999
brooks_gmfcs_5_tf,13,years,f,weight,kg,0.448227341,29.29393771,0.266185247
brooks_gmfcs_5_tf,13.5,years,f,weight,kg,0.445786965,29.92828032,0.265617043
brooks_gmfcs_5_tf,14,years,f,weight,kg,0.442636958,30.52275158,0.264884013
brooks_gmfcs_5_tf,14.5,years,f,weight,kg,0.438859895,31.07886288,0.263992673
brooks_gmfcs_5_tf,15,years,f,weight,kg,0.434517875,31.59924656,0.262954976
brooks_gmfcs_5_tf,15.5,years,f,weight,kg,0.429670414,32.08694205,0.261785972
brooks_gmfcs_5_tf,16,years,f,weight,kg,0.424387082,32.54494634,0.260502142
brooks_gmfcs_5_tf,16.5,years,f,weight,kg,0.418751335,32.97596709,0.259121179
brooks_gmfcs_5_tf,17,years,f,weight,kg,0.41285566,33.3823256,0.257661613
brooks_gmfcs_5_tf,17.5,years,f,weight,kg,0.406797395,33.76600865,0.256141855
brooks_gmfcs_5_tf,18,years,f,weight,kg,0.400675825,34.12887579,0.254579451
brooks_gmfcs_5_tf,18.5,years,f,weight,kg,0.394581188,34.47309761,0.25299071
brooks_gmfcs_5_tf,19,years,f,weight,kg,0.388573742,34.80185463,0.251389773
brooks_gmfcs_5_tf,19.5,years,f,weight,kg,0.382662249,35.11998949,0.249786369
brooks_gmfcs_5_tf,20,years,f,weight,kg,0.376803119,35.43354325,0.248183903
brooks_gmfcs_5_tf,2,years,m,height,cm,2.022636288,78.24026509,0.125942834
brooks_gmfcs_5_tf,2.5,years,m,height,cm,1.984143658,81.96919246,0.123324729
brooks_gmfcs_5_tf,3,years,m,height,cm,1.937866786,85.57750422,0.121018235
brooks_gmfcs_5_tf,3.5,years,m,height,cm,1.876513382,88.98642993,0.11933645
brooks_gmfcs_5_tf,4,years,m,height,cm,1.798661673,92.20699318,0.118364051
brooks_gmfcs_5_tf,4.5,years,m,height,cm,1.708493141,95.27696459,0.117964939
brooks_gmfcs_5_tf,5,years,m,height,cm,1.613439902,98.21687609,0.11790196
brooks_gmfcs_5_tf,5.5,years,m,height,cm,1.521757816,101.0257823,0.11795673
brooks_gmfcs_5_tf,6,years,m,height,cm,1.440640019,103.696475,0.117992618
brooks_gmfcs_5_tf,6.5,years,m,height,cm,1.375058493,106.2310873,0.117955937
brooks_gmfcs_5_tf,7,years,m,height,cm,1.327265158,108.6432353,0.117845196
brooks_gmfcs_5_tf,7.5,years,m,height,cm,1.29700842,110.9492481,0.11767947
brooks_gmfcs_5_tf,8,years,m,height,cm,1.282210072,113.1640623,0.117480292
brooks_gmfcs_5_tf,8.5,years,m,height,cm,1.279878355,115.303154,0.117265559
brooks_gmfcs_5_tf,9,years,m,height,cm,1.286957923,117.3853107,0.117048832
brooks_gmfcs_5_tf,9.5,years,m,height,cm,1.300855007,119.4316609,0.116838847
brooks_gmfcs_5_tf,10,years,m,height,cm,1.319674379,121.4606056,0.116639158
brooks_gmfcs_5_tf,10.5,years,m,height,cm,1.342265351,123.480946,0.116448697
brooks_gmfcs_5_tf,11,years,m,height,cm,1.368107346,125.4877836,0.116262196
brooks_gmfcs_5_tf,11.5,years,m,height,cm,1.39704863,127.4650332,0.116070752
brooks_gmfcs_5_tf,12,years,m,height,cm,1.429006959,129.3920616,0.115863451
brooks_gmfcs_5_tf,12.5,years,m,height,cm,1.463744963,131.2495488,0.115630076
brooks_gmfcs_5_tf,13,years,m,height,cm,1.500789586,133.0223075,0.115363539
brooks_gmfcs_5_tf,13.5,years,m,height,cm,1.53948861,134.6995369,0.115060725
brooks_gmfcs_5_tf,14,years,m,height,cm,1.579135665,136.2735105,0.114721915
brooks_gmfcs_5_tf,14.5,years,m,height,cm,1.619094615,137.7383835,0.114349736
brooks_gmfcs_5_tf,15,years,m,height,cm,1.658860693,139.0902094,0.113948333
brooks_gmfcs_5_tf,15.5,years,m,height,cm,1.6980382,140.3278345,0.113522787
brooks_gmfcs_5_tf,16,years,m,height,cm,1.736289228,141.4534268,0.113078613
brooks_gmfcs_5_tf,16.5,years,m,height,cm,1.773317569,142.4718041,0.112621432
brooks_gmfcs_5_tf,17,years,m,height,cm,1.808896311,143.3890812,0.112156917
brooks_gmfcs_5_tf,17.5,years,m,height,cm,1.842894012,144.2119562,0.111690825
brooks_gmfcs_5_tf,18,years,m,height,cm,1.875279564,144.9481883,0.111228657
brooks_gmfcs_5_tf,18.5,years,m,height,cm,1.906133745,145.6080462,0.110774801
brooks_gmfcs_5_tf,19,years,m,height,cm,1.935683828,146.2063509,0.110331274
brooks_gmfcs_5_tf,19.5,years,m,height,cm,1.964331552,146.7637728,0.109896593
brooks_gmfcs_5_tf,20,years,m,height,cm,1.992590652,147.304073,0.109466207
brooks_gmfcs_5_tf,2,years,f,height,cm,1.338026218,76.94502267,0.133450318
brooks_gmfcs_5_tf,2.5,years,f,height,cm,1.375667556,80.83783551,0.131114633
brooks_gmfcs_5_tf,3,years,f,height,cm,1.417349061,84.64030535,0.128945212
brooks_gmfcs_5_tf,3.5,years,f,height,cm,1.467809782,88.25949486,0.127175474
brooks_gmfcs_5_tf,4,years,f,height,cm,1.528693396,91.6574857,0.125970072
brooks_gmfcs_5_tf,4.5,years,f,height,cm,1.596965887,94.84554335,0.125350441
brooks_gmfcs_5_tf,5,years,f,height,cm,1.665763137,97.85669976,0.125198443
brooks_gmfcs_5_tf,5.5,years,f,height,cm,1.727384894,100.7252448,0.125317382
brooks_gmfcs_5_tf,6,years,f,height,cm,1.776245164,103.4770816,0.125509187
brooks_gmfcs_5_tf,6.5,years,f,height,cm,1.80971029,106.1270096,0.125626815
brooks_gmfcs_5_tf,7,years,f,height,cm,1.827186752,108.6806625,0.125586991
brooks_gmfcs_5_tf,7.5,years,f,height,cm,1.828999105,111.1388146,0.12536089
brooks_gmfcs_5_tf,8,years,f,height,cm,1.815929347,113.5009012,0.124958295
brooks_gmfcs_5_tf,8.5,years,f,height,cm,1.789323355,115.766746,0.124411349
brooks_gmfcs_5_tf,9,years,f,height,cm,1.751444863,117.9370801,0.123758653
brooks_gmfcs_5_tf,9.5,years,f,height,cm,1.705702875,120.0134896,0.123030523
brooks_gmfcs_5_tf,10,years,f,height,cm,1.65671145,121.9978655,0.122241319
brooks_gmfcs_5_tf,10.5,years,f,height,cm,1.610515064,123.8912662,0.121391569
brooks_gmfcs_5_tf,11,years,f,height,cm,1.574523591,125.692931,0.120474582
brooks_gmfcs_5_tf,11.5,years,f,height,cm,1.556490603,127.400073,0.119483856
brooks_gmfcs_5_tf,12,years,f,height,cm,1.562833502,129.0084465,0.118417309
brooks_gmfcs_5_tf,12.5,years,f,height,cm,1.597019054,130.5135035,0.117277089
brooks_gmfcs_5_tf,13,years,f,height,cm,1.658727173,131.9116519,0.116068277
brooks_gmfcs_5_tf,13.5,years,f,height,cm,1.744088804,133.2013421,0.114798805
brooks_gmfcs_5_tf,14,years,f,height,cm,1.846724877,134.3836678,0.113479842
brooks_gmfcs_5_tf,14.5,years,f,height,cm,1.959202705,135.4622269,0.112124477
brooks_gmfcs_5_tf,15,years,f,height,cm,2.074450422,136.4426147,0.110743752
brooks_gmfcs_5_tf,15.5,years,f,height,cm,2.186762135,137.331934,0.10934257
brooks_gmfcs_5_tf,16,years,f,height,cm,2.292195765,138.1384866,0.1079187
brooks_gmfcs_5_tf,16.5,years,f,height,cm,2.388451071,138.8713943,0.106465191
brooks_gmfcs_5_tf,17,years,f,height,cm,2.474514582,139.5399324,0.104973877
brooks_gmfcs_5_tf,17.5,years,f,height,cm,2.550296295,140.1527793,0.103438771
brooks_gmfcs_5_tf,18,years,f,height,cm,2.616337089,140.7176073,0.101859022
brooks_gmfcs_5_tf,18.5,years,f,height,cm,2.67367608,141.2414739,0.100240552
brooks_gmfcs_5_tf,19,years,f,height,cm,2.723935944,141.7323324,0.098595167
brooks_gmfcs_5_tf,19.5,years,f,height,cm,2.769431539,142.2008823,0.096936417
brooks_gmfcs_5_tf,20,years,f,height,cm,2.812892243,142.6599306,0.095274037
brooks_gmfcs_5_tf,2,years,m,bmi,kg/m2,-0.906549627,17.39521807,0.228898496
brooks_gmfcs_5_tf,2.5,years,m,bmi,kg/m2,-0.889774361,17.37043529,0.227059175
brooks_gmfcs_5_tf,3,years,m,bmi,kg/m2,-0.872844937,17.3439353,0.225425039
brooks_gmfcs_5_tf,3.5,years,m,bmi,kg/m2,-0.855236496,17.31225609,0.224164287
brooks_gmfcs_5_tf,4,years,m,bmi,kg/m2,-0.836902815,17.27423712,0.223253633
brooks_gmfcs_5_tf,4.5,years,m,bmi,kg/m2,-0.818709947,17.23230798,0.222551797
brooks_gmfcs_5_tf,5,years,m,bmi,kg/m2,-0.802124464,17.19108962,0.221930093
brooks_gmfcs_5_tf,5.5,years,m,bmi,kg/m2,-0.788577066,17.15508679,0.221345927
brooks_gmfcs_5_tf,6,years,m,bmi,kg/m2,-0.778855047,17.12657985,0.220838237
brooks_gmfcs_5_tf,6.5,years,m,bmi,kg/m2,-0.772883476,17.10505,0.220476849
brooks_gmfcs_5_tf,7,years,m,bmi,kg/m2,-0.769932965,17.08815815,0.22031326
brooks_gmfcs_5_tf,7.5,years,m,bmi,kg/m2,-0.768959157,17.07331948,0.220356725
brooks_gmfcs_5_tf,8,years,m,bmi,kg/m2,-0.768855293,17.05874997,0.220576213
brooks_gmfcs_5_tf,8.5,years,m,bmi,kg/m2,-0.768606315,17.04365886,0.220917605
brooks_gmfcs_5_tf,9,years,m,bmi,kg/m2,-0.767358915,17.02795706,0.221322058
brooks_gmfcs_5_tf,9.5,years,m,bmi,kg/m2,-0.764430413,17.01192845,0.221737358
brooks_gmfcs_5_tf,10,years,m,bmi,kg/m2,-0.759319644,16.99608135,0.222122443
brooks_gmfcs_5_tf,10.5,years,m,bmi,kg/m2,-0.751745036,16.98112917,0.222447845
brooks_gmfcs_5_tf,11,years,m,bmi,kg/m2,-0.741670941,16.96796809,0.222694446
brooks_gmfcs_5_tf,11.5,years,m,bmi,kg/m2,-0.729283441,16.95756326,0.222851976
brooks_gmfcs_5_tf,12,years,m,bmi,kg/m2,-0.714920689,16.9507835,0.22291776
brooks_gmfcs_5_tf,12.5,years,m,bmi,kg/m2,-0.698983164,16.94826375,0.222895378
brooks_gmfcs_5_tf,13,years,m,bmi,kg/m2,-0.68185896,16.95035002,0.222792749
brooks_gmfcs_5_tf,13.5,years,m,bmi,kg/m2,-0.663877052,16.95712834,0.222619644
brooks_gmfcs_5_tf,14,years,m,bmi,kg/m2,-0.645291881,16.96851748,0.222385476
brooks_gmfcs_5_tf,14.5,years,m,bmi,kg/m2,-0.626296283,16.98438238,0.222098016
brooks_gmfcs_5_tf,15,years,m,bmi,kg/m2,-0.607042003,17.00459459,0.221763121
brooks_gmfcs_5_tf,15.5,years,m,bmi,kg/m2,-0.587651361,17.02900954,0.221385213
