date,evaporation
1998-03-11,1.396404
1998-03-12,1.041336
1998-03-13,1.154708
1998-03-14,1.014191
1998-03-15,1.029628
1998-03-16,1.132955
1998-03-17,1.401084
1998-03-18,1.051204
1998-03-19,1.182780
1998-03-20,1.442882
1998-03-21,1.472601
1998-03-22,1.538826
1998-03-23,1.483763
1998-03-24,1.364487
1998-03-25,1.563147
1998-03-26,1.617345
1998-03-27,1.533949
1998-03-28,1.452091
1998-03-29,1.506546
1998-03-30,1.698080
1998-03-31,1.617596
1998-04-01,1.711217
1998-04-02,1.612849
1998-04-03,1.832284
1998-04-04,1.870526
1998-04-05,1.828452
1998-04-06,1.710213
1998-04-07,2.096026
1998-04-08,1.705252
1998-04-09,1.770670
1998-04-10,1.963752
1998-04-11,2.103567
1998-04-12,2.246358
1998-04-13,1.893803
1998-04-14,1.917051
1998-04-15,2.340705
1998-04-16,2.142441
1998-04-17,1.970187
1998-04-18,2.362251
1998-04-19,2.459478
1998-04-20,2.212091
1998-04-21,2.448214
1998-04-22,2.328986
1998-04-23,2.318399
1998-04-24,2.526364
1998-04-25,2.451466
1998-04-26,2.622524
1998-04-27,2.470853
1998-04-28,2.589349
1998-04-29,2.609761
1998-04-30,2.791882
1998-05-01,2.421227
1998-05-02,2.891169
1998-05-03,2.666157
1998-05-04,2.813675
1998-05-05,2.792209
1998-05-06,2.701210
1998-05-07,2.767604
1998-05-08,2.762683
1998-05-09,2.923166
1998-05-10,2.811344
1998-05-11,2.823019
1998-05-12,2.966732
1998-05-13,2.785359
1998-05-14,3.115156
1998-05-15,3.127685
1998-05-16,3.057606
1998-05-17,2.881821
1998-05-18,3.154728
1998-05-19,2.888556
1998-05-20,3.136699
1998-05-21,3.214332
1998-05-22,3.047257
1998-05-23,3.336290
1998-05-24,2.981193
1998-05-25,3.518370
1998-05-26,3.334434
1998-05-27,3.518996
1998-05-28,3.307450
1998-05-29,3.265763
1998-05-30,3.053987
1998-05-31,3.273811
1998-06-01,3.352648
1998-06-02,3.430795
1998-06-03,3.062334
1998-06-04,3.615292
1998-06-05,3.700266
1998-06-06,3.682389
1998-06-07,3.630550
1998-06-08,3.215324
1998-06-09,3.570216
1998-06-10,3.668615
1998-06-11,3.622163
1998-06-12,3.717814
1998-06-13,3.599795
1998-06-14,3.647033
1998-06-15,3.588341
1998-06-16,3.680958
1998-06-17,3.921341
1998-06-18,3.853689
1998-06-19,3.366850
1998-06-20,3.833935
1998-06-21,3.937337
1998-06-22,3.617433
1998-06-23,3.643502
1998-06-24,3.656198
1998-06-25,3.797979
1998-06-26,3.748167
1998-06-27,3.510341
1998-06-28,3.765961
1998-06-29,3.513135
1998-06-30,3.797056
1998-07-01,3.853154
1998-07-02,3.991172
1998-07-03,3.777895
1998-07-04,3.797662
1998-07-05,3.873267
1998-07-06,3.895921
1998-07-07,3.910690
1998-07-08,3.902942
1998-07-09,3.793966
1998-07-10,3.877950
1998-07-11,3.724609
1998-07-12,3.821124
1998-07-13,3.910708
1998-07-14,3.741306
1998-07-15,3.805215
1998-07-16,3.712086
1998-07-17,3.579188
1998-07-18,3.635451
1998-07-19,3.852529
1998-07-20,3.795140
1998-07-21,3.760647
1998-07-22,3.814994
1998-07-23,3.691993
1998-07-24,3.546394
1998-07-25,3.770716
1998-07-26,3.735595
1998-07-27,3.595816
1998-07-28,3.758512
1998-07-29,3.677322
1998-07-30,3.672513
1998-07-31,3.829231
1998-08-01,4.011716
1998-08-02,3.787952
1998-08-03,3.703143
1998-08-04,3.736318
1998-08-05,3.403236
1998-08-06,3.487378
1998-08-07,3.636664
1998-08-08,3.501267
1998-08-09,3.687573
1998-08-10,3.576597
1998-08-11,3.770506
1998-08-12,3.391649
1998-08-13,3.685119
1998-08-14,3.542984
1998-08-15,3.120574
1998-08-16,3.546968
1998-08-17,3.518466
1998-08-18,3.155851
1998-08-19,3.494338
1998-08-20,3.056515
1998-08-21,3.520855
1998-08-22,3.353070
1998-08-23,3.361716
1998-08-24,3.370384
1998-08-25,3.308489
1998-08-26,3.130606
1998-08-27,3.265754
1998-08-28,3.169331
1998-08-29,3.275952
1998-08-30,2.937264
1998-08-31,3.234562
1998-09-01,3.051618
1998-09-02,3.209438
1998-09-03,2.948480
1998-09-04,3.046715
1998-09-05,2.941366
1998-09-06,3.170781
1998-09-07,2.851275
1998-09-08,2.883815
1998-09-09,2.781978
1998-09-10,2.873469
1998-09-11,2.921777
1998-09-12,2.869962
1998-09-13,2.598012
1998-09-14,2.989737
1998-09-15,2.479516
1998-09-16,2.846270
1998-09-17,2.726828
1998-09-18,2.474493
1998-09-19,2.577206
1998-09-20,2.672372
1998-09-21,2.525328
1998-09-22,2.444668
1998-09-23,2.318039
1998-09-24,2.315819
1998-09-25,2.705530
1998-09-26,2.498286
1998-09-27,2.422042
1998-09-28,2.137745
1998-09-29,2.169983
1998-09-30,2.099539
1998-10-01,2.149616
1998-10-02,2.045529
1998-10-03,2.371525
1998-10-04,2.151111
1998-10-05,2.255800
1998-10-06,1.866389
1998-10-07,2.070231
1998-10-08,2.213788
1998-10-09,1.962984
1998-10-10,1.873785
1998-10-11,1.839610
1998-10-12,1.933755
1998-10-13,1.836232
1998-10-14,1.895499
1998-10-15,1.906709
1998-10-16,1.842981
1998-10-17,1.796220
1998-10-18,1.358808
1998-10-19,1.635665
1998-10-20,1.904202
1998-10-21,1.710426
1998-10-22,1.808856
1998-10-23,1.568638
1998-10-24,1.646552
1998-10-25,1.298148
1998-10-26,1.817412
1998-10-27,1.573213
1998-10-28,1.498582
1998-10-29,1.402279
1998-10-30,1.565319
1998-10-31,1.116716
1998-11-01,1.094505
1998-11-02,1.317655
1998-11-03,1.370502
1998-11-04,0.906359
1998-11-05,1.097011
1998-11-06,1.102367
1998-11-07,0.978261
1998-11-08,1.019411
1998-11-09,1.100071
1998-11-10,1.215432
1998-11-11,0.849086
1998-11-12,0.880950
1998-11-13,1.054269
1998-11-14,0.927611
1998-11-15,1.020437
1998-11-16,0.976537
1998-11-17,1.195718
1998-11-18,0.669199
1998-11-19,0.846816
1998-11-20,0.710598
1998-11-21,0.712167
1998-11-22,0.744505
1998-11-23,1.048803
1998-11-24,0.773169
1998-11-25,0.754872
1998-11-26,0.749468
1998-11-27,0.770316
1998-11-28,0.850697
1998-11-29,0.581962
1998-11-30,0.501331
1998-12-01,0.695696
1998-12-02,0.468454
1998-12-03,0.868261
1998-12-04,0.447757
1998-12-05,0.514907
1998-12-06,0.489910
1998-12-07,0.385393
1998-12-08,0.440542
1998-12-09,0.572824
1998-12-10,0.414778
1998-12-11,0.113879
1998-12-12,0.518294
1998-12-13,0.565799
1998-12-14,0.396794
1998-12-15,0.185515
1998-12-16,0.329655
1998-12-17,0.220592
1998-12-18,0.261833
1998-12-19,0.311457
1998-12-20,0.335330
1998-12-21,0.444184
1998-12-22,0.542270
1998-12-23,0.165613
1998-12-24,0.171433
1998-12-25,0.120182
1998-12-26,0.244949
1998-12-27,0.011279
1998-12-28,0.039789
1998-12-29,0.316046
1998-12-30,0.437034
1998-12-31,0.011495
1999-01-01,0.219888
1999-01-02,0.336078
1999-01-03,0.122809
1999-01-04,0.137720
1999-01-05,0.126675
1999-01-06,0.393494
1999-01-07,0.135342
1999-01-08,0.155753
1999-01-09,0.299917
1999-01-10,0.334804
1999-01-11,0.511805
1999-01-12,0.000000
1999-01-13,0.248095
1999-01-14,0.283258
1999-01-15,0.329990
1999-01-16,0.303121
1999-01-17,0.346757
1999-01-18,0.327827
1999-01-19,0.136831
1999-01-20,0.470216
1999-01-21,0.377374
1999-01-22,0.392750
1999-01-23,0.417162
1999-01-24,0.000000
1999-01-25,0.118851
1999-01-26,0.351012
1999-01-27,0.388564
1999-01-28,0.605371
1999-01-29,0.456372
1999-01-30,0.566095
1999-01-31,0.259450
1999-02-01,0.359800
1999-02-02,0.439476
1999-02-03,0.263711
1999-02-04,0.611215
1999-02-05,0.349056
1999-02-06,0.264255
1999-02-07,0.270085
1999-02-08,0.504819
1999-02-09,0.438720
1999-02-10,0.385704
1999-02-11,0.251770
1999-02-12,0.657112
1999-02-13,0.484228
1999-02-14,0.321596
1999-02-15,0.600731
1999-02-16,0.564337
1999-02-17,0.499122
1999-02-18,0.710391
1999-02-19,0.625315
1999-02-20,0.836129
1999-02-21,0.561795
1999-02-22,0.547141
1999-02-23,0.802926
1999-02-24,0.799832
1999-02-25,0.935156
1999-02-26,0.922875
1999-02-27,0.812509
1999-02-28,0.790114
1999-03-01,0.830614
1999-03-02,1.064574
1999-03-03,1.044205
1999-03-04,0.741530
1999-03-05,1.108105
1999-03-06,1.211874
1999-03-07,1.259134
1999-03-08,1.178997
1999-03-09,1.292164
1999-03-10,1.242436
1999-03-11,1.140757
1999-03-12,0.997038
1999-03-13,1.103005
1999-03-14,1.405656
1999-03-15,1.397299
1999-03-16,1.091449
1999-03-17,0.983679
1999-03-18,1.234029
1999-03-19,1.155977
1999-03-20,1.313706
1999-03-21,1.518846
1999-03-22,1.415309
1999-03-23,1.705894
1999-03-24,1.494574
1999-03-25,1.613747
1999-03-26,1.625547
1999-03-27,1.521821
1999-03-28,1.582778
1999-03-29,1.584423
1999-03-30,1.780737
1999-03-31,1.882691
1999-04-01,1.934970
1999-04-02,2.019948
1999-04-03,1.785383
1999-04-04,1.965637
1999-04-05,2.154582
1999-04-06,2.028099
1999-04-07,1.818067
1999-04-08,1.827245
1999-04-09,1.837965
1999-04-10,2.089555
1999-04-11,1.872591
1999-04-12,2.123613
1999-04-13,1.717649
1999-04-14,2.044681
1999-04-15,2.061680
1999-04-16,2.356418
1999-04-17,2.034667
1999-04-18,2.258766
1999-04-19,2.203077
1999-04-20,2.235608
1999-04-21,2.369771
1999-04-22,2.341870
1999-04-23,2.489819
1999-04-24,2.246722
1999-04-25,2.307270
1999-04-26,2.411959
1999-04-27,2.551705
1999-04-28,2.633446
1999-04-29,2.621259
1999-04-30,2.588462
1999-05-01,2.687441
1999-05-02,2.620919
1999-05-03,2.895297
1999-05-04,2.460174
1999-05-05,2.697235
1999-05-06,2.963526
1999-05-07,2.964869
1999-05-08,3.143212
1999-05-09,2.733411
1999-05-10,2.616883
1999-05-11,2.790765
1999-05-12,2.984921
1999-05-13,2.919168
1999-05-14,3.099897
1999-05-15,2.895524
1999-05-16,3.114680
1999-05-17,2.933577
1999-05-18,2.776620
1999-05-19,2.857943
1999-05-20,3.103354
1999-05-21,3.393183
1999-05-22,3.263270
1999-05-23,3.263969
1999-05-24,3.212809
1999-05-25,3.189418
1999-05-26,3.231371
1999-05-27,3.286126
1999-05-28,3.434291
1999-05-29,3.232884
1999-05-30,3.591281
1999-05-31,3.414294
1999-06-01,3.408665
1999-06-02,3.431543
1999-06-03,3.793519
1999-06-04,3.471989
1999-06-05,3.475629
1999-06-06,3.308715
1999-06-07,3.564901
1999-06-08,3.670216
1999-06-09,3.554318
1999-06-10,3.551344
1999-06-11,3.485761
1999-06-12,3.492419
1999-06-13,3.653096
1999-06-14,3.720150
1999-06-15,3.524132
1999-06-16,3.624649
1999-06-17,3.569428
1999-06-18,3.329145
1999-06-19,3.596168
1999-06-20,3.662010
1999-06-21,3.463631
1999-06-22,3.846294
1999-06-23,3.844889
1999-06-24,3.958489
1999-06-25,3.743759
1999-06-26,3.692168
1999-06-27,3.576324
1999-06-28,3.815834
1999-06-29,3.511982
1999-06-30,3.887041
1999-07-01,3.790746
1999-07-02,3.432591
1999-07-03,3.844509
1999-07-04,3.716366
1999-07-05,3.496788
1999-07-06,3.686887
1999-07-07,3.927643
1999-07-08,3.679040
1999-07-09,3.975019
1999-07-10,3.660215
1999-07-11,3.874900
1999-07-12,3.731201
1999-07-13,3.858636
1999-07-14,3.655360
1999-07-15,3.790777
1999-07-16,3.613368
1999-07-17,3.582503
1999-07-18,3.551077
1999-07-19,4.102771
1999-07-20,3.699646
1999-07-21,3.769733
1999-07-22,3.507346
1999-07-23,3.830427
1999-07-24,3.898507
1999-07-25,3.745441
1999-07-26,3.924963
1999-07-27,3.796569
1999-07-28,3.701683
1999-07-29,3.803749
1999-07-30,3.681408
1999-07-31,3.550404
1999-08-01,3.448695
1999-08-02,3.697069
1999-08-03,3.754864
1999-08-04,3.586952
1999-08-05,3.583818
1999-08-06,3.440713
1999-08-07,3.554613
1999-08-08,3.721961
1999-08-09,3.544970
1999-08-10,3.649747
1999-08-11,3.765292
1999-08-12,3.515486
1999-08-13,3.452375
1999-08-14,3.255980
1999-08-15,3.505417
1999-08-16,3.485184
1999-08-17,3.079365
1999-08-18,3.783521
1999-08-19,3.442486
1999-08-20,3.229657
1999-08-21,3.373108
1999-08-22,3.244230
1999-08-23,3.187624
1999-08-24,3.194518
1999-08-25,3.167483
1999-08-26,3.235369
1999-08-27,3.219258
1999-08-28,3.354786
1999-08-29,3.070852
1999-08-30,3.334488
1999-08-31,3.263118
1999-09-01,3.083451
1999-09-02,3.341305
1999-09-03,2.938686
1999-09-04,2.919238
1999-09-05,2.865072
1999-09-06,3.036624
1999-09-07,2.785986
1999-09-08,2.975080
1999-09-09,3.209939
1999-09-10,3.132540
1999-09-11,2.594356
1999-09-12,2.966738
1999-09-13,2.679549
1999-09-14,2.621367
1999-09-15,2.673181
1999-09-16,2.921784
1999-09-17,2.781146
1999-09-18,2.856812
1999-09-19,2.903497
1999-09-20,2.579883
1999-09-21,2.654160
1999-09-22,2.658612
1999-09-23,2.255893
1999-09-24,2.750898
1999-09-25,2.328948
1999-09-26,2.505457
1999-09-27,2.532436
1999-09-28,2.623771
1999-09-29,2.267667
1999-09-30,2.266475
1999-10-01,2.220825
1999-10-02,2.326125
1999-10-03,2.055256
1999-10-04,2.039218
1999-10-05,2.212287
1999-10-06,2.055711
1999-10-07,1.987462
1999-10-08,2.231144
1999-10-09,1.919043
1999-10-10,1.802727
1999-10-11,2.119775
1999-10-12,1.935704
1999-10-13,1.871482
1999-10-14,1.942279
1999-10-15,1.854445
1999-10-16,1.778567
1999-10-17,1.752903
1999-10-18,1.910795
1999-10-19,1.725351
1999-10-20,1.526533
1999-10-21,1.218593
1999-10-22,1.344898
1999-10-23,1.738075
1999-10-24,1.621423
1999-10-25,1.402655
1999-10-26,1.382446
1999-10-27,1.294017
1999-10-28,1.367659
1999-10-29,1.304995
1999-10-30,1.309541
1999-10-31,1.303770
1999-11-01,1.220122
1999-11-02,1.171225
1999-11-03,1.433972
1999-11-04,1.100953
1999-11-05,1.145051
1999-11-06,1.342621
1999-11-07,1.237362
1999-11-08,1.216447
1999-11-09,0.846406
1999-11-10,1.116930
1999-11-11,0.988446
1999-11-12,0.902033
1999-11-13,1.025822
1999-11-14,0.623417
1999-11-15,1.038877
1999-11-16,0.837064
1999-11-17,1.022180
1999-11-18,0.634198
1999-11-19,0.714277
1999-11-20,0.939327
1999-11-21,0.892378
1999-11-22,0.808724
1999-11-23,0.572823
1999-11-24,0.720896
1999-11-25,0.841712
1999-11-26,0.713948
1999-11-27,0.581701
1999-11-28,0.475244
1999-11-29,0.418805
1999-11-30,0.703182
1999-12-01,0.495082
1999-12-02,0.705827
1999-12-03,0.801906
1999-12-04,0.622622
1999-12-05,0.507864
1999-12-06,0.604435
1999-12-07,0.609033
1999-12-08,0.366014
1999-12-09,0.523967
1999-12-10,0.390703
1999-12-11,0.386623
1999-12-12,0.454338
1999-12-13,0.310203
1999-12-14,0.264443
1999-12-15,0.338380
1999-12-16,0.095276
1999-12-17,0.305942
1999-12-18,0.633896
1999-12-19,0.316549
1999-12-20,0.217569
1999-12-21,0.251490
1999-12-22,0.263051
1999-12-23,0.238337
1999-12-24,0.046201
1999-12-25,0.283547
1999-12-26,0.144786
1999-12-27,0.216384
1999-12-28,0.097250
1999-12-29,0.136230
1999-12-30,0.350061
1999-12-31,0.006994
2000-01-01,0.324737
2000-01-02,0.297550
2000-01-03,0.318280
2000-01-04,0.194959
2000-01-05,0.428644
2000-01-06,0.509107
2000-01-07,0.280180
2000-01-08,0.000000
2000-01-09,0.299268
2000-01-10,0.230814
2000-01-11,0.099023
2000-01-12,0.000000
2000-01-13,0.214304
2000-01-14,0.055368
2000-01-15,0.000000
2000-01-16,0.048562
2000-01-17,0.040916
2000-01-18,0.100087
2000-01-19,0.619921
2000-01-20,0.276687
2000-01-21,0.162199
2000-01-22,0.344466
2000-01-23,0.014951
2000-01-24,0.170863
2000-01-25,0.328220
2000-01-26,0.429607
2000-01-27,0.008817
2000-01-28,0.224036
2000-01-29,0.468031
2000-01-30,0.310135
2000-01-31,0.170313
2000-02-01,0.267851
2000-02-02,0.117384
2000-02-03,0.398226
2000-02-04,0.455978
2000-02-05,0.404250
2000-02-06,0.256491
2000-02-07,0.451092
2000-02-08,0.414264
2000-02-09,0.423628
2000-02-10,0.660437
2000-02-11,0.650386
2000-02-12,0.222182
2000-02-13,0.659860
2000-02-14,0.617793
2000-02-15,0.634065
2000-02-16,0.688261
2000-02-17,0.534009
2000-02-18,0.693892
2000-02-19,0.620288
2000-02-20,0.619291
2000-02-21,0.651792
2000-02-22,0.477336
2000-02-23,0.742048
2000-02-24,0.925779
2000-02-25,0.710104
2000-02-26,1.036764
2000-02-27,0.690360
2000-02-28,0.743825
2000-02-29,0.947055
2000-03-01,0.961476
2000-03-02,0.925310
2000-03-03,0.943264
2000-03-04,0.881574
2000-03-05,1.154765
2000-03-06,0.895904
2000-03-07,0.874780
2000-03-08,1.125153
2000-03-09,1.021852
2000-03-10,1.256522
2000-03-11,1.293344
2000-03-12,1.485413
2000-03-13,1.280287
2000-03-14,1.407937
2000-03-15,1.198168
2000-03-16,1.368787
2000-03-17,1.160776
2000-03-18,1.169492
2000-03-19,1.329764
2000-03-20,1.406438
2000-03-21,1.250457
2000-03-22,1.452687
2000-03-23,1.337710
2000-03-24,1.631241
2000-03-25,1.487582
2000-03-26,1.448555
2000-03-27,1.434344
2000-03-28,1.514398
2000-03-29,1.630286
2000-03-30,1.751812
2000-03-31,1.771327
2000-04-01,1.655733
2000-04-02,1.786347
2000-04-03,1.830945
2000-04-04,2.037193
2000-04-05,1.529570
2000-04-06,1.850635
2000-04-07,2.173673
2000-04-08,1.987010
2000-04-09,2.088643
2000-04-10,2.183907
2000-04-11,1.779097
2000-04-12,2.324122
2000-04-13,2.209256
2000-04-14,1.981431
2000-04-15,2.320877
2000-04-16,2.543254
2000-04-17,2.132678
2000-04-18,2.494524
2000-04-19,2.406883
2000-04-20,2.003922
2000-04-21,2.427776
2000-04-22,2.263849
2000-04-23,2.265530
2000-04-24,2.373964
2000-04-25,2.509231
2000-04-26,2.545003
2000-04-27,2.364427
2000-04-28,2.469675
2000-04-29,2.575272
2000-04-30,2.560985
2000-05-01,2.773526
2000-05-02,2.607303
2000-05-03,2.552280
2000-05-04,2.845172
2000-05-05,2.953280
2000-05-06,2.729097
2000-05-07,3.047155
2000-05-08,2.726434
2000-05-09,3.083139
2000-05-10,2.856332
2000-05-11,3.082986
2000-05-12,3.100152
2000-05-13,2.974947
2000-05-14,2.976937
2000-05-15,3.091105
2000-05-16,3.193919
2000-05-17,3.149746
2000-05-18,3.396448
2000-05-19,3.237568
2000-05-20,3.290100
2000-05-21,3.227900
2000-05-22,3.349908
2000-05-23,3.326038
2000-05-24,3.198696
2000-05-25,3.438881
2000-05-26,3.321591
2000-05-27,3.109954
2000-05-28,3.292479
2000-05-29,3.429122
2000-05-30,3.213840
2000-05-31,3.473354
2000-06-01,3.412842
2000-06-02,3.198469
2000-06-03,3.661833
2000-06-04,3.649488
2000-06-05,3.358767
2000-06-06,3.546400
2000-06-07,3.444640
2000-06-08,3.803242
2000-06-09,3.470540
2000-06-10,3.532760
2000-06-11,3.511626
2000-06-12,3.917928
2000-06-13,3.657907
2000-06-14,3.761317
2000-06-15,3.459904
2000-06-16,3.670771
2000-06-17,3.682466
2000-06-18,3.756655
2000-06-19,3.703795
2000-06-20,3.762800
2000-06-21,3.764917
2000-06-22,3.498036
2000-06-23,3.743615
2000-06-24,3.953133
2000-06-25,4.112349
2000-06-26,3.546756
2000-06-27,3.722609
2000-06-28,3.784341
2000-06-29,3.588527
2000-06-30,3.806640
2000-07-01,3.932183
2000-07-02,4.081636
2000-07-03,4.031994
2000-07-04,3.903529
2000-07-05,3.626066
2000-07-06,3.818513
2000-07-07,4.079139
2000-07-08,3.816560
2000-07-09,3.680068
2000-07-10,3.851946
2000-07-11,3.886939
2000-07-12,3.834463
2000-07-13,3.675768
2000-07-14,3.837428
2000-07-15,3.689129
2000-07-16,3.983569
2000-07-17,4.001320
2000-07-18,3.672055
2000-07-19,3.505121
2000-07-20,3.799242
2000-07-21,3.694525
2000-07-22,3.752131
2000-07-23,3.684633
2000-07-24,3.714653
2000-07-25,3.582446
2000-07-26,3.804172
2000-07-27,3.637394
2000-07-28,3.999679
2000-07-29,3.453273
2000-07-30,3.692494
2000-07-31,3.539170
2000-08-01,3.716226
2000-08-02,3.795121
2000-08-03,3.872927
2000-08-04,3.580345
2000-08-05,3.584419
2000-08-06,3.561522
2000-08-07,3.680870
2000-08-08,3.411755
2000-08-09,3.676289
2000-08-10,3.259627
2000-08-11,3.379124
2000-08-12,3.396593
2000-08-13,3.373614
2000-08-14,3.606259
2000-08-15,3.428990
2000-08-16,3.283243
2000-08-17,3.291163
2000-08-18,3.454012
2000-08-19,3.154707
2000-08-20,3.497518
2000-08-21,3.455902
2000-08-22,3.153508
2000-08-23,3.236654
2000-08-24,3.108877
2000-08-25,3.163667
2000-08-26,3.262476
2000-08-27,3.549940
2000-08-28,3.158616
2000-08-29,3.071285
2000-08-30,3.081134
2000-08-31,2.930573
2000-09-01,2.931728
2000-09-02,3.158570
2000-09-03,3.110997
2000-09-04,2.958168
2000-09-05,2.950519
2000-09-06,3.074048
2000-09-07,3.171783
2000-09-08,2.806235
2000-09-09,2.804507
2000-09-10,3.090046
2000-09-11,3.005032
2000-09-12,2.665690
2000-09-13,2.735997
2000-09-14,2.544148
2000-09-15,2.533479
2000-09-16,2.756072
2000-09-17,2.854212
2000-09-18,2.429954
2000-09-19,2.699274
2000-09-20,2.481441
2000-09-21,2.502872
2000-09-22,2.373296
2000-09-23,2.119055
2000-09-24,2.402975
2000-09-25,2.403359
2000-09-26,2.099789
2000-09-27,2.436737
2000-09-28,2.353632
2000-09-29,2.111502
2000-09-30,2.337917
2000-10-01,2.211102
2000-10-02,2.000517
2000-10-03,2.405486
2000-10-04,1.968485
2000-10-05,2.258938
2000-10-06,1.845401
2000-10-07,1.993359
2000-10-08,2.197521
2000-10-09,1.778743
2000-10-10,1.706275
2000-10-11,1.867268
2000-10-12,1.914034
2000-10-13,1.997898
2000-10-14,1.845882
2000-10-15,1.692376
2000-10-16,1.710891
2000-10-17,2.075364
2000-10-18,1.637424
2000-10-19,1.779358
2000-10-20,1.404207
2000-10-21,1.648017
2000-10-22,1.491594
2000-10-23,1.254266
2000-10-24,1.536473
2000-10-25,1.351762
2000-10-26,1.448380
2000-10-27,1.378686
2000-10-28,1.401975
2000-10-29,1.349966
2000-10-30,1.141463
2000-10-31,1.368337
2000-11-01,1.467283
2000-11-02,1.270805
2000-11-03,0.947388
2000-11-04,1.257804
2000-11-05,1.224076
2000-11-06,1.167540
2000-11-07,1.567030
2000-11-08,0.915320
2000-11-09,1.084724
2000-11-10,0.996060
2000-11-11,1.352472
2000-11-12,0.718471
2000-11-13,0.826129
2000-11-14,1.210061
2000-11-15,0.958702
2000-11-16,0.729652
2000-11-17,0.621154
2000-11-18,0.956588
2000-11-19,0.661608
2000-11-20,0.962021
2000-11-21,0.544177
2000-11-22,0.570287
2000-11-23,0.799698
2000-11-24,0.653335
2000-11-25,0.751833
2000-11-26,0.888875
2000-11-27,0.387626
2000-11-28,0.537012
2000-11-29,0.554270
2000-11-30,0.604797
2000-12-01,0.506947
2000-12-02,0.613266
2000-12-03,0.418866
2000-12-04,0.265451
2000-12-05,0.490919
2000-12-06,0.486076
2000-12-07,0.297272
2000-12-08,0.447344
2000-12-09,0.176763
2000-12-10,0.370256
2000-12-11,0.317605
2000-12-12,0.375864
2000-12-13,0.349518
2000-12-14,0.360417
2000-12-15,0.274041
2000-12-16,0.349388
2000-12-17,0.525151
2000-12-18,0.693129
2000-12-19,0.329629
2000-12-20,0.007179
2000-12-21,0.225218
2000-12-22,0.403834
2000-12-23,0.254934
2000-12-24,0.179961
2000-12-25,0.147700
2000-12-26,0.418416
2000-12-27,0.403854
2000-12-28,0.282277
2000-12-29,0.239974
2000-12-30,0.000000
2000-12-31,0.162222
2001-01-01,0.302664
2001-01-02,0.000000
2001-01-03,0.199533
2001-01-04,0.162465
2001-01-05,0.058864
2001-01-06,0.474326
2001-01-07,0.128294
2001-01-08,0.426352
2001-01-09,0.215386
2001-01-10,0.255361
2001-01-11,0.073220
2001-01-12,0.396101
2001-01-13,0.245436
2001-01-14,0.036599
2001-01-15,0.100290
2001-01-16,0.318974
2001-01-17,0.270708
2001-01-18,0.192102
2001-01-19,0.162543
2001-01-20,0.067387
2001-01-21,0.082622
2001-01-22,0.133118
2001-01-23,0.282740
2001-01-24,0.370060
2001-01-25,0.098390
2001-01-26,0.120363
2001-01-27,0.156923
2001-01-28,0.164042
2001-01-29,0.714887
2001-01-30,0.256421
2001-01-31,0.417528
2001-02-01,0.209324
2001-02-02,0.104530
2001-02-03,0.646122
2001-02-04,0.273904
2001-02-05,0.429662
2001-02-06,0.235225
2001-02-07,0.182325
2001-02-08,0.486731
2001-02-09,0.354590
2001-02-10,0.375078
2001-02-11,0.495197
2001-02-12,0.329153
2001-02-13,0.774234
2001-02-14,0.639802
2001-02-15,0.632027
2001-02-16,0.400203
2001-02-17,0.737082
2001-02-18,0.693351
2001-02-19,0.657018
2001-02-20,0.545159
2001-02-21,0.671315
2001-02-22,0.533003
2001-02-23,0.734100
2001-02-24,0.857228
2001-02-25,0.615492
2001-02-26,0.561342
2001-02-27,0.930261
2001-02-28,0.822643
2001-03-01,0.866948
2001-03-02,0.988557
2001-03-03,0.840939
2001-03-04,0.785320
2001-03-05,0.935741
2001-03-06,0.978811
2001-03-07,1.062779
2001-03-08,0.988848
2001-03-09,0.909990
2001-03-10,1.153860
2001-03-11,1.127141
2001-03-12,1.305793
2001-03-13,1.165271
2001-03-14,1.395625
2001-03-15,1.154189
2001-03-16,1.301646
2001-03-17,1.456062
2001-03-18,1.445887
2001-03-19,1.028943
2001-03-20,1.264446
2001-03-21,1.456265
2001-03-22,1.803168
2001-03-23,1.391917
2001-03-24,1.698060
2001-03-25,1.562857
2001-03-26,1.463250
2001-03-27,1.547198
2001-03-28,1.619994
2001-03-29,1.628653
2001-03-30,1.759105
2001-03-31,1.814140
2001-04-01,1.413957
2001-04-02,1.917090
2001-04-03,1.714146
2001-04-04,1.810554
2001-04-05,1.695040
2001-04-06,1.708381
2001-04-07,1.730986
2001-04-08,1.991325
2001-04-09,1.792436
2001-04-10,1.904336
2001-04-11,2.125042
2001-04-12,1.732280
2001-04-13,1.918174
2001-04-14,2.034280
2001-04-15,2.323110
2001-04-16,2.234294
2001-04-17,2.200202
2001-04-18,2.498432
2001-04-19,2.536012
2001-04-20,2.160581
2001-04-21,2.177531
2001-04-22,2.204421
2001-04-23,2.491826
2001-04-24,2.431415
2001-04-25,2.204759
2001-04-26,2.480147
2001-04-27,2.482434
2001-04-28,2.752127
2001-04-29,2.463856
2001-04-30,2.640786
2001-05-01,2.473785
2001-05-02,3.010778
2001-05-03,2.873031
2001-05-04,2.874145
2001-05-05,2.875425
2001-05-06,2.555067
2001-05-07,2.498154
2001-05-08,2.759603
2001-05-09,2.975810
2001-05-10,3.019564
2001-05-11,2.614299
2001-05-12,3.031999
2001-05-13,3.357580
2001-05-14,3.046191
2001-05-15,3.150645
2001-05-16,2.687782
2001-05-17,3.333260
2001-05-18,3.069921
2001-05-19,3.132650
