date,head
2003-08-28,11.857166
2003-08-29,11.781988
2003-08-30,11.740527
2003-08-31,11.564114
2003-09-01,11.623123
2003-09-02,11.496751
2003-09-03,11.460951
2003-09-04,11.308148
2003-09-05,11.284061
2003-09-06,11.104910
2003-09-07,11.207256
2003-09-11,11.295514
2003-09-12,11.161004
2003-09-13,11.182675
2003-09-14,11.076974
2003-09-16,11.007087
2003-09-17,10.906631
2003-09-18,11.003356
2003-09-19,10.840884
2003-09-20,10.729288
2003-09-22,10.754500
2003-09-23,10.868138
2003-09-24,10.866865
2003-09-25,10.810498
2003-09-26,10.745547
2003-09-27,10.798850
2003-09-28,10.853228
2003-09-29,10.756853
2003-09-30,10.867292
2003-10-01,10.877555
2003-10-02,10.934721
2003-10-03,10.752868
2003-10-04,10.754886
2003-10-06,10.661536
2003-10-07,10.764127
2003-10-09,10.911835
2003-10-10,10.893061
2003-10-11,10.985967
2003-10-12,10.925245
2003-10-13,10.953728
2003-10-14,10.839626
2003-10-15,10.864681
2003-10-16,10.736878
2003-10-17,10.992156
2003-10-19,11.121466
2003-10-20,11.172135
2003-10-21,11.193922
2003-10-22,11.241505
2003-10-23,11.238462
2003-10-24,11.313638
2003-10-25,11.467623
2003-10-26,11.715845
2003-10-27,11.712897
2003-10-28,12.795927
2003-10-29,12.723936
2003-10-30,12.716803
2003-10-31,12.824957
2003-11-01,12.821071
2003-11-02,12.908600
2003-11-03,12.927484
2003-11-04,12.828541
2003-11-05,12.814126
2003-11-06,13.185707
2003-11-07,13.217861
2003-11-08,13.106274
2003-11-09,13.131248
2003-11-10,13.301420
2003-11-11,13.443692
2003-11-12,13.382464
2003-11-13,13.467893
2003-11-14,13.666274
2003-11-15,13.695310
2003-11-16,13.767295
2003-11-17,13.840114
2003-11-18,13.908406
2003-11-19,13.897521
2003-11-21,14.077182
2003-11-22,14.027399
2003-11-24,14.309965
2003-11-25,14.274244
2003-11-26,14.209226
2003-11-27,14.239698
2003-11-28,14.167864
2003-11-29,14.178664
2003-11-30,14.251331
2003-12-01,14.579536
2003-12-02,14.649662
2003-12-03,14.709124
2003-12-04,14.577505
2003-12-05,14.911519
2003-12-06,15.007387
2003-12-07,14.981672
2003-12-08,14.963474
2003-12-09,15.331888
2003-12-10,15.318985
2003-12-11,15.832654
2003-12-12,15.757663
2003-12-14,15.767089
2003-12-15,15.846200
2003-12-16,15.891275
2003-12-17,15.896728
2003-12-19,15.971835
2003-12-20,16.216863
2003-12-21,16.181444
2003-12-22,16.264175
2003-12-23,16.185742
2003-12-25,16.559034
2003-12-26,16.610199
2003-12-27,16.856190
2003-12-28,16.858843
2003-12-29,16.837170
2003-12-31,16.893360
2004-01-01,16.898893
2004-01-03,17.089480
2004-01-05,17.021099
2004-01-06,17.027845
2004-01-07,17.007040
2004-01-08,16.926888
2004-01-09,16.805227
2004-01-10,17.353553
2004-01-11,17.802975
2004-01-12,17.834357
2004-01-14,17.889130
2004-01-15,18.208723
2004-01-16,18.132344
2004-01-17,18.052665
2004-01-18,18.187275
2004-01-20,18.728619
2004-01-22,18.519283
2004-01-23,18.424303
2004-01-24,18.392783
2004-01-25,18.366052
2004-01-27,18.414383
2004-01-28,18.643190
2004-01-29,18.819269
2004-01-30,18.771139
2004-01-31,18.848682
2004-02-01,18.939801
2004-02-02,18.967223
2004-02-03,18.877465
2004-02-04,19.044334
2004-02-05,19.064187
2004-02-06,19.066194
2004-02-07,18.948269
2004-02-08,18.893221
2004-02-09,18.992056
2004-02-10,18.853192
2004-02-11,18.778950
2004-02-12,18.913842
2004-02-13,18.798607
2004-02-14,18.712544
2004-02-16,18.833235
2004-02-18,18.760076
2004-02-19,18.777697
2004-02-20,18.634627
2004-02-21,18.712355
2004-02-22,18.599998
2004-02-23,18.706450
2004-02-24,19.023437
2004-02-25,19.005298
2004-02-26,18.846571
2004-02-27,18.886962
2004-02-28,19.265927
2004-02-29,19.508039
2004-03-02,19.413181
2004-03-03,19.611457
2004-03-05,19.360743
2004-03-06,19.383876
2004-03-07,19.440345
2004-03-08,19.629306
2004-03-09,19.766755
2004-03-10,19.551818
2004-03-11,19.418628
2004-03-12,19.395081
2004-03-13,19.255689
2004-03-14,19.108283
2004-03-15,19.089147
2004-03-16,19.049847
2004-03-17,19.653545
2004-03-18,19.614692
2004-03-20,19.620199
2004-03-21,19.803478
2004-03-22,19.858487
2004-03-23,19.823334
2004-03-25,19.528427
2004-03-26,19.396322
2004-03-28,19.256720
2004-03-29,19.137505
2004-03-30,19.866674
2004-03-31,19.799643
2004-04-01,19.687587
2004-04-02,19.906425
2004-04-03,19.829110
2004-04-04,19.881969
2004-04-06,19.784274
2004-04-08,19.822011
2004-04-09,19.688298
2004-04-10,19.555815
2004-04-11,19.595541
2004-04-14,19.104317
2004-04-15,18.869337
2004-04-17,18.938318
2004-04-19,18.645433
2004-04-20,18.712505
2004-04-22,18.500791
2004-04-23,18.388689
2004-04-24,18.359247
2004-04-26,18.137600
2004-04-27,18.085630
2004-04-28,18.044199
2004-04-29,18.326227
2004-04-30,18.219644
2004-05-01,18.272868
2004-05-02,18.349947
2004-05-03,18.338105
2004-05-04,18.847199
2004-05-05,18.648415
2004-05-07,18.222731
2004-05-09,17.939792
2004-05-10,17.833001
2004-05-11,17.620411
2004-05-12,17.397634
2004-05-14,17.753371
2004-05-15,17.704966
2004-05-16,17.796338
2004-05-17,17.666774
2004-05-18,17.482460
2004-05-19,17.562172
2004-05-20,17.361287
2004-05-21,17.157699
2004-05-22,17.331862
2004-05-23,17.119045
2004-05-24,17.030052
2004-05-25,17.110345
2004-05-26,17.120999
2004-05-27,17.293698
2004-05-28,17.070580
2004-05-29,17.142838
2004-05-30,16.926170
2004-05-31,16.848484
2004-06-01,16.844037
2004-06-02,16.784881
2004-06-03,17.009750
2004-06-04,16.806231
2004-06-07,16.061118
2004-06-08,16.038904
2004-06-10,15.676764
2004-06-11,15.592665
2004-06-12,15.665007
2004-06-13,15.469180
2004-06-14,15.286728
2004-06-15,15.308280
2004-06-17,15.191988
2004-06-18,15.170423
2004-06-19,14.991634
2004-06-20,14.816012
2004-06-21,14.776606
2004-06-22,14.647549
2004-06-23,14.566943
2004-06-24,14.449887
2004-06-25,14.237973
2004-06-26,14.074326
2004-06-27,13.939489
2004-06-28,13.722237
2004-06-29,13.588844
2004-06-30,13.538206
2004-07-01,13.621353
2004-07-02,13.476628
2004-07-03,13.297348
2004-07-06,13.106004
2004-07-07,12.909510
2004-07-08,12.779438
2004-07-09,12.646215
2004-07-10,12.572866
2004-07-12,12.468457
2004-07-13,12.341997
2004-07-14,12.284865
2004-07-15,12.206768
2004-07-16,12.258140
2004-07-17,12.366912
2004-07-18,12.282371
2004-07-19,12.300005
2004-07-20,12.208019
2004-07-22,12.226829
2004-07-23,12.129151
2004-07-24,12.033268
2004-07-25,12.296816
2004-07-27,11.905661
2004-07-28,11.714577
2004-07-29,11.575927
2004-07-30,11.680461
2004-07-31,11.561513
2004-08-01,11.420253
2004-08-02,11.476632
2004-08-03,11.763602
2004-08-04,11.685931
2004-08-05,11.594450
2004-08-06,11.471252
2004-08-07,11.368280
2004-08-08,11.297637
2004-08-09,11.284885
2004-08-10,11.256559
2004-08-11,11.683757
2004-08-12,11.621302
2004-08-13,11.494020
2004-08-14,11.347232
2004-08-15,11.286128
2004-08-16,11.145691
2004-08-17,11.560889
2004-08-18,11.658728
2004-08-19,11.352240
2004-08-20,11.150175
2004-08-22,11.062400
2004-08-23,11.212645
2004-08-24,11.186564
2004-08-25,12.308405
2004-08-26,12.282666
2004-08-27,12.226384
2004-08-28,12.134143
2004-08-29,12.119058
2004-08-30,12.383498
2004-08-31,12.256553
2004-09-01,12.291860
2004-09-03,12.425666
2004-09-04,12.362963
2004-09-05,12.392014
2004-09-06,12.289813
2004-09-07,12.264339
2004-09-08,12.188048
2004-09-09,12.167900
2004-09-10,12.110198
2004-09-11,12.079899
2004-09-13,12.183170
2004-09-16,12.185871
2004-09-17,12.185948
2004-09-19,12.099557
2004-09-20,11.853473
2004-09-21,11.682544
2004-09-23,11.700632
2004-09-24,11.784483
2004-09-26,11.678153
2004-09-29,11.735017
2004-09-30,11.731854
2004-10-01,11.731289
2004-10-02,11.775418
2004-10-03,11.747954
2004-10-04,11.681430
2004-10-05,11.674210
2004-10-06,11.591435
2004-10-07,11.781532
2004-10-08,11.843608
2004-10-09,11.747200
2004-10-10,11.699944
2004-10-11,11.803011
2004-10-12,11.961046
2004-10-14,12.606883
2004-10-15,12.952196
2004-10-16,12.960750
2004-10-17,13.827852
2004-10-18,13.845984
2004-10-19,13.726370
2004-10-21,13.743906
2004-10-22,13.716503
2004-10-25,13.950275
2004-10-26,13.957273
2004-10-27,13.996796
2004-10-28,14.100557
2004-10-29,14.322385
2004-10-30,14.156698
2004-10-31,14.426383
2004-11-01,14.371985
2004-11-02,14.423742
2004-11-03,14.502563
2004-11-05,14.883394
2004-11-06,14.920789
2004-11-07,14.959304
2004-11-08,14.894657
2004-11-09,15.014973
2004-11-10,15.216456
2004-11-11,15.239750
2004-11-12,15.175922
2004-11-13,15.366708
2004-11-14,15.325957
2004-11-15,15.241273
2004-11-16,15.261468
2004-11-17,15.097831
2004-11-18,15.195214
2004-11-19,15.170931
2004-11-20,15.242778
2004-11-21,15.256250
2004-11-22,15.408554
2004-11-23,15.302141
2004-11-24,15.221394
2004-11-25,15.119030
2004-11-26,15.258874
2004-11-27,15.210265
2004-11-28,15.221768
2004-11-29,15.295796
2004-11-30,15.177277
2004-12-01,15.069482
2004-12-04,15.318831
2004-12-05,15.260846
2004-12-06,15.342929
2004-12-07,15.372865
2004-12-09,15.641805
2004-12-10,15.705464
2004-12-11,16.114752
2004-12-12,16.164371
2004-12-13,15.969117
2004-12-14,15.957516
2004-12-15,15.803342
2004-12-16,16.021039
2004-12-17,16.082190
2004-12-18,16.096122
2004-12-19,16.086468
2004-12-20,16.124872
2004-12-22,16.333933
2004-12-24,16.355026
2004-12-25,16.341602
2004-12-27,16.451736
2004-12-29,16.365826
2004-12-30,16.394538
2004-12-31,16.449681
2005-01-02,16.463532
2005-01-03,16.498028
2005-01-04,16.380339
2005-01-05,16.388526
2005-01-06,16.331994
2005-01-07,16.260865
2005-01-08,16.441691
2005-01-09,16.358321
2005-01-11,16.787342
2005-01-12,16.669838
2005-01-14,16.783193
2005-01-16,16.784884
2005-01-17,16.815883
2005-01-18,16.911250
2005-01-19,16.915496
2005-01-20,16.872341
2005-01-21,16.881896
2005-01-22,16.882549
2005-01-23,17.100166
2005-01-24,17.191364
2005-01-25,17.054391
2005-01-26,17.111012
2005-01-27,17.176613
2005-01-28,17.105073
2005-01-29,17.534600
2005-01-30,17.668056
2005-01-31,17.758142
2005-02-01,18.064609
2005-02-02,18.361332
2005-02-03,18.440198
2005-02-04,18.488074
2005-02-05,18.583564
2005-02-06,18.494144
2005-02-08,18.365975
2005-02-10,18.432709
2005-02-11,18.363433
2005-02-12,18.523747
2005-02-13,18.539794
2005-02-14,18.573810
2005-02-15,18.461493
2005-02-16,18.454519
2005-02-17,18.417679
2005-02-18,18.348284
2005-02-19,18.361650
2005-02-20,18.328718
2005-02-21,18.274804
2005-02-22,18.351404
2005-02-23,18.396221
2005-02-24,18.341376
2005-02-26,18.677798
2005-02-27,18.670494
2005-02-28,18.731404
2005-03-02,18.889355
2005-03-03,19.714384
2005-03-04,19.676594
2005-03-05,19.957309
2005-03-06,19.957942
2005-03-07,20.029875
2005-03-09,20.010786
2005-03-10,20.122575
2005-03-11,20.535060
2005-03-12,20.545565
2005-03-14,20.278402
2005-03-15,20.298745
2005-03-17,20.581254
2005-03-18,20.366538
2005-03-19,20.371617
2005-03-20,20.272063
2005-03-21,20.335695
2005-03-22,20.161947
2005-03-23,19.953231
2005-03-24,20.097250
2005-03-25,20.214561
2005-03-26,20.237797
2005-03-28,20.066436
2005-03-30,20.044592
2005-03-31,19.894123
2005-04-01,20.291022
2005-04-02,20.236059
2005-04-03,19.962436
2005-04-04,19.878529
2005-04-05,19.790267
2005-04-06,19.861516
2005-04-07,19.757985
2005-04-08,19.576428
2005-04-09,19.524410
2005-04-11,19.390107
2005-04-12,19.320752
2005-04-13,19.147164
2005-04-14,19.061756
2005-04-15,18.944787
2005-04-16,18.802099
2005-04-17,18.802862
2005-04-19,18.709468
2005-04-20,18.528507
2005-04-22,18.214261
2005-04-23,18.215373
2005-04-24,18.011401
2005-04-25,17.954885
2005-04-26,17.786493
2005-04-27,17.631090
2005-04-28,17.448251
2005-04-29,17.355982
2005-05-01,17.557645
2005-05-02,17.552680
2005-05-03,17.551452
2005-05-04,17.502193
2005-05-05,17.275263
2005-05-06,17.534299
2005-05-07,17.472185
2005-05-09,17.398249
2005-05-10,17.209717
2005-05-14,16.843310
2005-05-15,16.694667
2005-05-16,16.759969
2005-05-17,16.636396
2005-05-18,16.815243
2005-05-19,16.756048
2005-05-20,16.661865
2005-05-21,16.501343
2005-05-22,16.540793
2005-05-23,16.631894
2005-05-24,16.635234
2005-05-25,16.759479
2005-05-26,16.476060
2005-05-28,16.225991
2005-05-29,16.128057
2005-05-30,16.166663
2005-05-31,16.263056
2005-06-01,15.995452
2005-06-03,15.615258
2005-06-04,15.450987
2005-06-05,15.409060
2005-06-06,15.462220
2005-06-07,15.331920
2005-06-08,15.310609
2005-06-09,15.207281
2005-06-10,15.083440
2005-06-11,14.903407
2005-06-12,14.768367
2005-06-13,14.730597
2005-06-15,14.558630
2005-06-16,14.677153
2005-06-17,14.518257
2005-06-18,14.311842
2005-06-19,14.234709
2005-06-20,14.160421
2005-06-21,14.417993
2005-06-23,14.289486
2005-06-24,14.251409
2005-06-25,14.070696
2005-06-26,14.069456
2005-06-27,14.169646
2005-06-28,14.026465
2005-06-29,14.167423
2005-06-30,14.191773
2005-07-01,14.071629
2005-07-02,14.092292
2005-07-03,14.034333
2005-07-04,14.084903
2005-07-05,14.694486
2005-07-06,14.531343
2005-07-07,14.420084
2005-07-08,15.264701
2005-07-09,15.270496
2005-07-11,14.779393
2005-07-12,14.746360
2005-07-13,14.661056
2005-07-15,14.590237
2005-07-16,14.497618
2005-07-17,14.322470
2005-07-18,14.088241
2005-07-19,14.018700
2005-07-22,14.044378
2005-07-23,13.963721
2005-07-24,13.636290
2005-07-25,13.517887
2005-07-26,13.475893
2005-07-28,13.490322
2005-07-29,13.479682
2005-07-30,13.333223
2005-07-31,13.247094
2005-08-01,13.736650
2005-08-02,13.671481
2005-08-03,13.493933
2005-08-04,13.337763
2005-08-06,12.938470
2005-08-07,12.801239
2005-08-08,13.551213
2005-08-09,13.459126
2005-08-10,13.767118
2005-08-11,13.636549
2005-08-12,13.421583
2005-08-13,13.383519
2005-08-14,13.221423
2005-08-15,13.324264
2005-08-16,13.134719
2005-08-17,13.137165
2005-08-18,13.068804
2005-08-20,12.969385
2005-08-21,13.006221
2005-08-22,12.912004
2005-08-24,12.775868
2005-08-25,12.728213
2005-08-26,12.643215
2005-08-27,12.673801
2005-08-28,12.433697
2005-08-29,12.292790
2005-08-31,12.186017
2005-09-01,12.160039
2005-09-02,12.117174
2005-09-03,12.122576
2005-09-04,11.983596
2005-09-05,12.173331
2005-09-06,12.095576
2005-09-07,11.943769
2005-09-08,12.054542
2005-09-09,11.919738
2005-09-11,12.007681
2005-09-13,12.247879
2005-09-14,12.187920
2005-09-15,12.287755
2005-09-16,12.173363
2005-09-17,12.349754
2005-09-18,12.330140
2005-09-19,12.409019
2005-09-20,12.266502
2005-09-21,12.551223
2005-09-22,12.729198
2005-09-23,12.825787
2005-09-25,13.101627
2005-09-26,13.168802
2005-09-27,13.092407
2005-09-28,13.022040
2005-09-29,12.978427
2005-10-01,12.694593
2005-10-02,12.910281
2005-10-03,12.896191
2005-10-05,12.610210
2005-10-06,12.921888
2005-10-07,12.860680
2005-10-09,13.645907
2005-10-11,13.353392
2005-10-12,13.280877
2005-10-13,13.441002
2005-10-14,13.337060
2005-10-15,13.364830
2005-10-16,13.352140
2005-10-17,13.270217
2005-10-18,13.169935
2005-10-19,13.280417
2005-10-20,13.261230
2005-10-21,13.200403
2005-10-22,13.098153
2005-10-24,13.172173
2005-10-25,13.218645
2005-10-26,13.299878
2005-10-28,13.332893
2005-10-29,13.234679
2005-10-30,13.256124
2005-10-31,13.628318
2005-11-01,13.592917
2005-11-02,13.612334
2005-11-03,13.560116
2005-11-04,13.841774
2005-11-05,14.464492
2005-11-08,14.344117
2005-11-09,14.508585
2005-11-10,14.382833
2005-11-12,14.378957
2005-11-13,14.523311
2005-11-14,14.885405
2005-11-15,15.145150
2005-11-16,15.303617
2005-11-17,15.408659
2005-11-18,15.432778
2005-11-19,15.594457
2005-11-20,15.697018
2005-11-21,15.564524
2005-11-22,15.567494
2005-11-23,15.434066
2005-11-24,15.440923
2005-11-25,15.613593
2005-11-26,15.782299
2005-11-27,15.769902
2005-11-28,15.717148
2005-11-29,15.898027
2005-11-30,16.005602
2005-12-01,16.128419
2005-12-03,16.236690
2005-12-04,16.107332
2005-12-05,16.535262
2005-12-06,16.765660
2005-12-07,16.856212
2005-12-08,16.862979
2005-12-09,17.205292
2005-12-10,17.195177
2005-12-11,17.522376
2005-12-14,17.883155
2005-12-15,18.000938
2005-12-16,18.098211
2005-12-18,18.123646
2005-12-19,18.163056
2005-12-20,18.196068
2005-12-21,18.124883
2005-12-22,17.966137
2005-12-24,18.347266
2005-12-25,18.180648
2005-12-26,18.059431
2005-12-27,18.071080
2005-12-28,18.132949
2005-12-29,18.176220
2005-12-30,18.059172
2005-12-31,18.147283
2006-01-01,18.049136
2006-01-02,18.171631
2006-01-04,18.256650
2006-01-06,18.282963
2006-01-07,18.465232
2006-01-08,18.514676
2006-01-09,18.523181
2006-01-11,19.701921
2006-01-12,19.578964
2006-01-13,20.082651
2006-01-14,20.162236
2006-01-16,21.063512
2006-01-17,21.184994
2006-01-18,21.126982
2006-01-19,21.317738
2006-01-20,21.482257
2006-01-21,21.519830
2006-01-22,21.519404
2006-01-24,21.466883
2006-01-25,21.409575
2006-01-26,21.412947
2006-01-27,21.986110
2006-01-28,21.924520
2006-01-29,21.797943
2006-01-30,22.016868
2006-01-31,22.068435
2006-02-01,21.900855
2006-02-02,21.722288
2006-02-03,21.634150
2006-02-05,21.522227
2006-02-06,21.510108
2006-02-08,21.494725
2006-02-09,21.492593
2006-02-10,21.467980
2006-02-11,21.524743
2006-02-12,21.450228
2006-02-13,21.698665
2006-02-14,21.905760
2006-02-15,21.811352
2006-02-16,22.473046
2006-02-17,22.321301
2006-02-18,22.255640
2006-02-19,22.240331
2006-02-20,22.111499
2006-02-21,21.948183
2006-02-23,21.812293
2006-02-24,21.845748
2006-02-25,22.243628
2006-02-26,22.182639
2006-02-28,23.094497
2006-03-01,22.965924
2006-03-02,23.302849
2006-03-03,23.086785
2006-03-04,23.020138
2006-03-05,23.092584
2006-03-06,23.146701
2006-03-07,23.181661
2006-03-08,23.009472
2006-03-09,23.268913
2006-03-10,23.099753
2006-03-11,23.268128
2006-03-13,22.972869
2006-03-14,22.760711
2006-03-15,22.878749
2006-03-17,22.604961
2006-03-20,22.365732
2006-03-21,22.252552
2006-03-22,22.101046
2006-03-23,22.025676
2006-03-25,21.661211
2006-03-26,21.644972
2006-03-27,21.605031
2006-03-28,21.638423
2006-03-29,21.406409
2006-03-30,21.375349
2006-03-31,21.207225
2006-04-03,20.948024
2006-04-04,20.853023
2006-04-05,21.170390
2006-04-06,20.946727
2006-04-08,20.963082
2006-04-09,21.076646
2006-04-11,21.070990
2006-04-12,21.164111
2006-04-13,21.179231
2006-04-14,21.362372
2006-04-15,21.236662
2006-04-16,21.561193
2006-04-17,21.288620
2006-04-18,21.239752
2006-04-19,21.156781
2006-04-20,20.994549
2006-04-21,20.763827
2006-04-22,20.591696
2006-04-23,20.787910
2006-04-24,20.698142
2006-04-25,20.635780
2006-04-26,20.444261
2006-04-27,20.289963
2006-04-28,20.200048
2006-04-29,20.482592
2006-04-30,20.451003
2006-05-01,20.281775
2006-05-04,19.986469
2006-05-05,19.949501
2006-05-06,19.813580
2006-05-07,19.582565
2006-05-08,19.653245
2006-05-09,19.607559
2006-05-10,19.514348
2006-05-11,19.381805
2006-05-12,19.261332
2006-05-13,19.187722
2006-05-14,19.180017
2006-05-15,19.013735
2006-05-16,18.839972
2006-05-17,18.701281
2006-05-18,18.656440
2006-05-19,18.592523
2006-05-21,18.579325
2006-05-22,18.640309
2006-05-24,18.280122
2006-05-25,18.133206
2006-05-26,18.177869
2006-05-27,18.116645
2006-05-28,18.121332
2006-05-29,18.548523
2006-05-31,18.093839
2006-06-01,17.999831
2006-06-03,17.919267
2006-06-04,18.010761
2006-06-05,17.866587
2006-06-08,17.754065
2006-06-10,17.385850
2006-06-11,17.443807
2006-06-13,17.114234
2006-06-14,16.983672
2006-06-15,16.904849
2006-06-16,16.769618
2006-06-18,16.459780
2006-06-19,16.845330
2006-06-21,16.953289
2006-06-22,17.152320
2006-06-23,16.928334
2006-06-24,16.899184
2006-06-25,16.882697
2006-06-26,16.974212
2006-06-27,16.890360
2006-06-28,16.855246
2006-06-29,16.667187
2006-06-30,16.646198
2006-07-03,16.061689
2006-07-04,15.900593
2006-07-06,15.729870
2006-07-07,15.692468
2006-07-08,15.627947
2006-07-09,15.498063
2006-07-10,15.372305
2006-07-13,15.489209
2006-07-14,15.478629
2006-07-18,15.698170
2006-07-19,15.857699
2006-07-20,15.790889
2006-07-21,15.866058
2006-07-22,15.722424
2006-07-23,15.567294
2006-07-24,15.416089
2006-07-25,15.336267
2006-07-26,15.348804
2006-07-27,15.320122
2006-07-28,15.213455
2006-07-29,15.271342
2006-07-30,14.970282
2006-07-31,14.993329
2006-08-01,14.798404
2006-08-02,14.602295
2006-08-03,14.670371
2006-08-04,14.583707
2006-08-05,14.354641
2006-08-06,14.327801
2006-08-07,14.224391
2006-08-08,14.012553
2006-08-09,13.950376
2006-08-10,13.855001
2006-08-12,13.695308
2006-08-13,13.789148
2006-08-14,13.882555
2006-08-15,13.756515
2006-08-16,13.856702
2006-08-17,13.964817
2006-08-18,13.894707
2006-08-19,13.983164
2006-08-20,13.818884
2006-08-22,13.535055
2006-08-23,13.429594
2006-08-24,13.300597
2006-08-25,13.246895
2006-08-26,13.075676
2006-08-27,13.073322
2006-08-28,13.159548
2006-08-29,13.128701
2006-08-31,12.932001
2006-09-01,12.963848
2006-09-02,13.129895
2006-09-03,12.981078
2006-09-04,13.174007
2006-09-05,13.139951
2006-09-06,13.096175
2006-09-07,12.977605
2006-09-09,12.871496
2006-09-10,12.766039
2006-09-11,12.589491
2006-09-12,12.400909
2006-09-13,12.280985
2006-09-14,12.455979
2006-09-15,12.538460
2006-09-16,12.685854
2006-09-17,12.793729
2006-09-18,12.798058
2006-09-21,12.495162
2006-09-22,12.514949
2006-09-23,12.666643
2006-09-24,12.669461
2006-09-25,12.572154
2006-09-26,12.756297
2006-09-27,13.400108
2006-09-28,13.462415
2006-09-30,13.368185
2006-10-01,13.497535
2006-10-02,13.522779
2006-10-03,13.518918
2006-10-04,13.417746
2006-10-05,13.374349
2006-10-06,13.379751
2006-10-07,13.420931
2006-10-08,13.373762
2006-10-09,13.482118
2006-10-10,13.669595
2006-10-11,13.817458
2006-10-12,13.785220
2006-10-13,13.819140
2006-10-14,14.175065
2006-10-15,14.178640
2006-10-16,14.222074
2006-10-17,14.224875
2006-10-18,14.360433
2006-10-19,14.505192
2006-10-20,14.423836
2006-10-21,14.345215
2006-10-23,14.327814
2006-10-24,14.556961
2006-10-25,14.851563
2006-10-26,14.908815
2006-10-27,14.907968
2006-10-29,14.765417
2006-10-31,14.953833
2006-11-01,14.928836
2006-11-02,14.859637
2006-11-03,14.754346
2006-11-04,14.797166
2006-11-05,14.745835
2006-11-07,14.919042
2006-11-08,14.843568
2006-11-09,14.809721
2006-11-10,15.027871
2006-11-11,15.001711
2006-11-12,15.377743
2006-11-13,15.354614
2006-11-14,15.323594
2006-11-15,15.249017
2006-11-16,15.114636
2006-11-17,15.073089
2006-11-18,15.170562
2006-11-19,15.004396
2006-11-20,14.931099
2006-11-22,15.014363
2006-11-23,15.227883
2006-11-24,15.356967
2006-11-25,15.202524
2006-11-26,15.534779
2006-11-27,15.503108
2006-11-28,15.404273
2006-11-29,15.533793
2006-11-30,15.566481
2006-12-02,15.388710
2006-12-03,15.460254
2006-12-04,15.524659
2006-12-05,15.431872
2006-12-06,15.472280
2006-12-07,15.606875
2006-12-08,15.739092
2006-12-09,15.736109
2006-12-10,15.782266
2006-12-11,16.019377
2006-12-12,15.886214
2006-12-13,15.931675
2006-12-15,15.826737
2006-12-16,15.928732
2006-12-17,15.878607
2006-12-19,16.035128
2006-12-20,16.000573
2006-12-21,16.187067
2006-12-22,16.048397
2006-12-23,16.054822
2006-12-24,16.027161
2006-12-25,16.300855
2006-12-27,16.266717
2006-12-28,16.294086
2006-12-29,16.637582
2006-12-30,16.721562
2006-12-31,17.068236
2007-01-01,17.020866
2007-01-02,17.082765
2007-01-03,17.159373
2007-01-04,17.169146
2007-01-06,17.076110
2007-01-07,17.116782
2007-01-08,17.052557
2007-01-09,17.416151
2007-01-10,17.401363
2007-01-11,17.472567
2007-01-13,17.713448
2007-01-14,17.738670
2007-01-15,17.904479
2007-01-16,18.116568
2007-01-17,18.213294
2007-01-18,18.080452
2007-01-19,18.164039
2007-01-20,18.032297
2007-01-21,18.053537
2007-01-22,18.061105
2007-01-23,19.229840
2007-01-24,19.252374
2007-01-25,19.267179
2007-01-26,19.276675
2007-01-28,19.176336
2007-01-29,19.179867
2007-01-30,19.748504
2007-01-31,19.911026
2007-02-01,20.269193
2007-02-02,20.287414
2007-02-03,20.287373
2007-02-04,20.431075
2007-02-05,20.335501
2007-02-06,20.619732
2007-02-07,20.687612
2007-02-08,20.850942
2007-02-09,20.919539
2007-02-11,21.232885
2007-02-12,21.207594
2007-02-13,21.141363
2007-02-14,21.025058
2007-02-15,20.911696
2007-02-18,20.973914
2007-02-19,20.968226
2007-02-20,20.864717
2007-02-22,20.765756
2007-02-23,20.744810
2007-02-24,20.652168
2007-02-25,20.636089
2007-02-26,20.722203
2007-02-27,20.638847
2007-02-28,20.554281
2007-03-01,20.402332
2007-03-02,20.486385
2007-03-03,20.475562
2007-03-04,20.657267
2007-03-05,20.571513
2007-03-06,20.573336
2007-03-07,20.525819
2007-03-09,21.043324
2007-03-10,21.087773
2007-03-11,21.229794
2007-03-13,21.064994
2007-03-14,21.188061
2007-03-15,21.377609
2007-03-16,21.812315
2007-03-17,21.976152
2007-03-18,21.934108
2007-03-19,21.937537
2007-03-20,22.062274
2007-03-21,22.095692
2007-03-22,22.141261
2007-03-23,22.136404
2007-03-24,22.079758
2007-03-25,21.956147
2007-03-26,21.712750
2007-03-28,21.707314
2007-03-29,21.507791
2007-03-30,21.448305
2007-04-01,21.451844
2007-04-02,21.326874
2007-04-03,21.194219
2007-04-04,20.930957
2007-04-05,20.812840
2007-04-06,20.887059
2007-04-09,20.495086
2007-04-10,20.387912
2007-04-11,20.344413
2007-04-12,20.287261
2007-04-13,20.252613
2007-04-14,20.105611
2007-04-15,20.146956
2007-04-16,20.064201
2007-04-17,20.124174
2007-04-18,19.978040
2007-04-19,20.290047
2007-04-20,20.376059
2007-04-21,20.206733
2007-04-22,20.019891
2007-04-23,19.854407
2007-04-24,19.767757
2007-04-25,19.864281
2007-04-28,19.334267
2007-04-29,19.251261
2007-04-30,19.030606
2007-05-01,19.016389
2007-05-02,18.897445
2007-05-03,18.844166
2007-05-04,18.998656
2007-05-05,19.140534
2007-05-06,19.464236
2007-05-08,19.137113
2007-05-09,19.467433
2007-05-10,19.347928
2007-05-11,19.301997
2007-05-12,19.356188
2007-05-13,19.174935
2007-05-14,19.280080
