date,precipitation
1998-03-11,3.155843
1998-03-12,1.142922
1998-03-13,6.839557
1998-03-14,1.354298
1998-03-15,1.471193
1998-03-16,0.995546
1998-03-17,4.593110
1998-03-18,2.029939
1998-03-19,0.044812
1998-03-20,2.269170
1998-03-21,1.400527
1998-03-22,2.606698
1998-03-23,0.239488
1998-03-24,6.354348
1998-03-25,1.008461
1998-03-26,0.870435
1998-03-27,2.565534
1998-03-28,0.794146
1998-03-29,0.227264
1998-03-30,2.046354
1998-03-31,0.202206
1998-04-01,0.102504
1998-04-02,4.123604
1998-04-03,9.953857
1998-04-04,4.862606
1998-04-05,3.296470
1998-04-06,0.633513
1998-04-07,0.100805
1998-04-08,2.622778
1998-04-09,0.743582
1998-04-10,7.775803
1998-04-11,0.444645
1998-04-12,0.569507
1998-04-13,2.945271
1998-04-14,0.113824
1998-04-15,0.676770
1998-04-16,0.521201
1998-04-17,0.254719
1998-04-18,3.131759
1998-04-19,0.018229
1998-04-20,0.945314
1998-04-21,0.200983
1998-04-22,0.525651
1998-04-23,2.023048
1998-04-24,2.227161
1998-04-25,0.720554
1998-04-26,0.226943
1998-04-27,9.816483
1998-04-28,4.115872
1998-04-29,5.511549
1998-04-30,2.673441
1998-05-01,0.300669
1998-05-02,2.595154
1998-05-03,2.288545
1998-05-04,0.189541
1998-05-05,11.098888
1998-05-06,0.001169
1998-05-07,2.724363
1998-05-08,0.002972
1998-05-09,8.209899
1998-05-10,3.215915
1998-05-11,0.043266
1998-05-12,0.016846
1998-05-13,0.750717
1998-05-14,0.511118
1998-05-15,2.717776
1998-05-16,2.215625
1998-05-17,0.542830
1998-05-18,1.725350
1998-05-19,2.543567
1998-05-20,1.271145
1998-05-21,0.494983
1998-05-22,0.854528
1998-05-23,2.207545
1998-05-24,3.421728
1998-05-25,0.262861
1998-05-26,5.245323
1998-05-27,0.000038
1998-05-28,0.206708
1998-05-29,2.123407
1998-05-30,2.479400
1998-05-31,0.305265
1998-06-01,1.676950
1998-06-02,23.350955
1998-06-03,0.290915
1998-06-04,0.058705
1998-06-05,1.089360
1998-06-06,4.900413
1998-06-07,0.925488
1998-06-08,1.127120
1998-06-09,1.643827
1998-06-10,1.600462
1998-06-11,2.608543
1998-06-12,7.806400
1998-06-13,2.597404
1998-06-14,0.238468
1998-06-15,2.736045
1998-06-16,0.041086
1998-06-17,0.022809
1998-06-18,0.001271
1998-06-19,0.757937
1998-06-20,2.584682
1998-06-21,1.747047
1998-06-22,3.954989
1998-06-23,0.331589
1998-06-24,1.927133
1998-06-25,1.929869
1998-06-26,0.628787
1998-06-27,0.754124
1998-06-28,0.035335
1998-06-29,0.157063
1998-06-30,0.008775
1998-07-01,1.799206
1998-07-02,0.020423
1998-07-03,0.348577
1998-07-04,0.857023
1998-07-05,2.431079
1998-07-06,5.453647
1998-07-07,0.175332
1998-07-08,1.853209
1998-07-09,0.218601
1998-07-10,0.103476
1998-07-11,0.018136
1998-07-12,0.354095
1998-07-13,0.079915
1998-07-14,4.101335
1998-07-15,0.464883
1998-07-16,0.029067
1998-07-17,0.100658
1998-07-18,0.011985
1998-07-19,0.417844
1998-07-20,0.001147
1998-07-21,1.880918
1998-07-22,6.597883
1998-07-23,0.235975
1998-07-24,0.800340
1998-07-25,1.767940
1998-07-26,3.195274
1998-07-27,0.173010
1998-07-28,4.558605
1998-07-29,1.041574
1998-07-30,2.425863
1998-07-31,1.734500
1998-08-01,0.078501
1998-08-02,9.249272
1998-08-03,0.397428
1998-08-04,0.004196
1998-08-05,2.561793
1998-08-06,1.485877
1998-08-07,0.004873
1998-08-08,1.290566
1998-08-09,14.893863
1998-08-10,0.106686
1998-08-11,0.006861
1998-08-12,1.445445
1998-08-13,0.047426
1998-08-14,0.516813
1998-08-15,0.145945
1998-08-16,0.414663
1998-08-17,1.341640
1998-08-18,0.219963
1998-08-19,5.123728
1998-08-20,2.000459
1998-08-21,0.035816
1998-08-22,0.374956
1998-08-23,5.504203
1998-08-24,6.345062
1998-08-25,4.054400
1998-08-26,0.020470
1998-08-27,0.979033
1998-08-28,0.243890
1998-08-29,3.422107
1998-08-30,1.008850
1998-08-31,3.772871
1998-09-01,0.001798
1998-09-02,0.064213
1998-09-03,0.439632
1998-09-04,2.839595
1998-09-05,0.229606
1998-09-06,0.011595
1998-09-07,0.887065
1998-09-08,0.275120
1998-09-09,3.294374
1998-09-10,1.477550
1998-09-11,0.098781
1998-09-12,4.150245
1998-09-13,5.533325
1998-09-14,1.077148
1998-09-15,3.084633
1998-09-16,1.511155
1998-09-17,2.025195
1998-09-18,2.362623
1998-09-19,2.530270
1998-09-20,3.246249
1998-09-21,4.616514
1998-09-22,1.478915
1998-09-23,0.382601
1998-09-24,4.853715
1998-09-25,1.318853
1998-09-26,0.243349
1998-09-27,0.208090
1998-09-28,1.987807
1998-09-29,0.568836
1998-09-30,0.001568
1998-10-01,5.211001
1998-10-02,4.093709
1998-10-03,0.172743
1998-10-04,0.922054
1998-10-05,0.296031
1998-10-06,9.575287
1998-10-07,0.936132
1998-10-08,1.375706
1998-10-09,1.630615
1998-10-10,2.775346
1998-10-11,0.305528
1998-10-12,0.650055
1998-10-13,0.446735
1998-10-14,0.368868
1998-10-15,0.370790
1998-10-16,0.231973
1998-10-17,0.126402
1998-10-18,2.543361
1998-10-19,0.910647
1998-10-20,0.151029
1998-10-21,0.656089
1998-10-22,0.769714
1998-10-23,0.583824
1998-10-24,7.946851
1998-10-25,0.005584
1998-10-26,0.538076
1998-10-27,3.797530
1998-10-28,6.828437
1998-10-29,4.739377
1998-10-30,0.977904
1998-10-31,0.174104
1998-11-01,0.613492
1998-11-02,0.033074
1998-11-03,0.665946
1998-11-04,1.691391
1998-11-05,1.454074
1998-11-06,2.499246
1998-11-07,3.300811
1998-11-08,3.669465
1998-11-09,0.033736
1998-11-10,2.916361
1998-11-11,2.559604
1998-11-12,0.631396
1998-11-13,1.155361
1998-11-14,0.261497
1998-11-15,0.002624
1998-11-16,2.049533
1998-11-17,3.083283
1998-11-18,2.925037
1998-11-19,1.252570
1998-11-20,0.528302
1998-11-21,0.277712
1998-11-22,1.870457
1998-11-23,0.101787
1998-11-24,0.000000
1998-11-25,0.094156
1998-11-26,9.378494
1998-11-27,0.599394
1998-11-28,0.545851
1998-11-29,1.526711
1998-11-30,0.115372
1998-12-01,0.108019
1998-12-02,0.320579
1998-12-03,0.075543
1998-12-04,3.570716
1998-12-05,0.053945
1998-12-06,1.037272
1998-12-07,0.095533
1998-12-08,0.006037
1998-12-09,0.296263
1998-12-10,2.610612
1998-12-11,0.885808
1998-12-12,7.248490
1998-12-13,0.502265
1998-12-14,14.287006
1998-12-15,1.712124
1998-12-16,6.263969
1998-12-17,0.288937
1998-12-18,0.406833
1998-12-19,1.616252
1998-12-20,3.097590
1998-12-21,0.403252
1998-12-22,9.094543
1998-12-23,0.505041
1998-12-24,0.583630
1998-12-25,0.012852
1998-12-26,0.696193
1998-12-27,5.217432
1998-12-28,0.010171
1998-12-29,0.182758
1998-12-30,0.291782
1998-12-31,8.690342
1999-01-01,0.005841
1999-01-02,0.017754
1999-01-03,6.394575
1999-01-04,0.109792
1999-01-05,1.592853
1999-01-06,1.582231
1999-01-07,0.330891
1999-01-08,0.300624
1999-01-09,0.841239
1999-01-10,0.001450
1999-01-11,0.378446
1999-01-12,4.117537
1999-01-13,0.663257
1999-01-14,0.327254
1999-01-15,0.704228
1999-01-16,0.917156
1999-01-17,0.916394
1999-01-18,3.479215
1999-01-19,9.523465
1999-01-20,3.399323
1999-01-21,2.854109
1999-01-22,0.528226
1999-01-23,0.467240
1999-01-24,0.161931
1999-01-25,12.124012
1999-01-26,2.955730
1999-01-27,0.243271
1999-01-28,0.820569
1999-01-29,0.009885
1999-01-30,0.216324
1999-01-31,1.954522
1999-02-01,4.492072
1999-02-02,1.751595
1999-02-03,0.740877
1999-02-04,3.044871
1999-02-05,0.503771
1999-02-06,0.277086
1999-02-07,0.458952
1999-02-08,0.127011
1999-02-09,6.440816
1999-02-10,2.068894
1999-02-11,0.106151
1999-02-12,6.010587
1999-02-13,2.509315
1999-02-14,0.222376
1999-02-15,0.003857
1999-02-16,0.272359
1999-02-17,4.608272
1999-02-18,0.109735
1999-02-19,1.884111
1999-02-20,2.832769
1999-02-21,1.892925
1999-02-22,0.309449
1999-02-23,3.788200
1999-02-24,1.148744
1999-02-25,0.096501
1999-02-26,5.150381
1999-02-27,5.363061
1999-02-28,0.997947
1999-03-01,1.473427
1999-03-02,2.218898
1999-03-03,1.243139
1999-03-04,0.952765
1999-03-05,0.788541
1999-03-06,0.711567
1999-03-07,0.024086
1999-03-08,0.029645
1999-03-09,3.857285
1999-03-10,1.566167
1999-03-11,0.043701
1999-03-12,0.007035
1999-03-13,0.683574
1999-03-14,0.692325
1999-03-15,0.402860
1999-03-16,4.052636
1999-03-17,2.692754
1999-03-18,3.736849
1999-03-19,0.711234
1999-03-20,0.052411
1999-03-21,0.000334
1999-03-22,0.047543
1999-03-23,1.435274
1999-03-24,1.205294
1999-03-25,0.231427
1999-03-26,0.000350
1999-03-27,0.062544
1999-03-28,2.298930
1999-03-29,0.000262
1999-03-30,0.705739
1999-03-31,0.000438
1999-04-01,2.186256
1999-04-02,0.101715
1999-04-03,1.833403
1999-04-04,0.868580
1999-04-05,0.002195
1999-04-06,1.893390
1999-04-07,0.228957
1999-04-08,10.907532
1999-04-09,0.523135
1999-04-10,0.514332
1999-04-11,1.297957
1999-04-12,3.257526
1999-04-13,1.919008
1999-04-14,0.173566
1999-04-15,0.502822
1999-04-16,0.920510
1999-04-17,0.009000
1999-04-18,0.281167
1999-04-19,7.040631
1999-04-20,7.633437
1999-04-21,2.725235
1999-04-22,1.188702
1999-04-23,1.033265
1999-04-24,1.549094
1999-04-25,0.378579
1999-04-26,1.700326
1999-04-27,0.167569
1999-04-28,1.653705
1999-04-29,0.577553
1999-04-30,2.765512
1999-05-01,1.954256
1999-05-02,0.004980
1999-05-03,0.000932
1999-05-04,10.389497
1999-05-05,0.004465
1999-05-06,0.230078
1999-05-07,0.009758
1999-05-08,0.395381
1999-05-09,4.435020
1999-05-10,4.584970
1999-05-11,0.820242
1999-05-12,1.536484
1999-05-13,1.299040
1999-05-14,3.571785
1999-05-15,0.542301
1999-05-16,0.241531
1999-05-17,2.150351
1999-05-18,0.474019
1999-05-19,4.278331
1999-05-20,4.009957
1999-05-21,0.284401
1999-05-22,3.163800
1999-05-23,5.187934
1999-05-24,2.691229
1999-05-25,0.567901
1999-05-26,0.266249
1999-05-27,10.670549
1999-05-28,0.846725
1999-05-29,0.068837
1999-05-30,6.247827
1999-05-31,1.332543
1999-06-01,0.659294
1999-06-02,0.135316
1999-06-03,0.021131
1999-06-04,0.000238
1999-06-05,0.091571
1999-06-06,0.015882
1999-06-07,0.057302
1999-06-08,2.123423
1999-06-09,0.088444
1999-06-10,1.673713
1999-06-11,0.532175
1999-06-12,0.128359
1999-06-13,1.073764
1999-06-14,0.033802
1999-06-15,2.221334
1999-06-16,0.531682
1999-06-17,0.005861
1999-06-18,0.136023
1999-06-19,0.087477
1999-06-20,1.435082
1999-06-21,0.128030
1999-06-22,4.353658
1999-06-23,0.437439
1999-06-24,3.381988
1999-06-25,1.815084
1999-06-26,1.861701
1999-06-27,11.832079
1999-06-28,0.001899
1999-06-29,2.105812
1999-06-30,0.411413
1999-07-01,0.001440
1999-07-02,0.448539
1999-07-03,0.201412
1999-07-04,0.857249
1999-07-05,0.011234
1999-07-06,0.222023
1999-07-07,8.008862
1999-07-08,0.176064
1999-07-09,0.079454
1999-07-10,0.735968
1999-07-11,0.174918
1999-07-12,1.891342
1999-07-13,11.297196
1999-07-14,4.195769
1999-07-15,2.283510
1999-07-16,0.480352
1999-07-17,5.340974
1999-07-18,1.044131
1999-07-19,0.316536
1999-07-20,4.957182
1999-07-21,5.696475
1999-07-22,3.181438
1999-07-23,1.252949
1999-07-24,3.507106
1999-07-25,0.023558
1999-07-26,9.205475
1999-07-27,1.370378
1999-07-28,2.184581
1999-07-29,2.177058
1999-07-30,0.026418
1999-07-31,2.148058
1999-08-01,0.662301
1999-08-02,0.711665
1999-08-03,0.298181
1999-08-04,0.411284
1999-08-05,0.895841
1999-08-06,0.447532
1999-08-07,1.997615
1999-08-08,3.236120
1999-08-09,1.743604
1999-08-10,0.103227
1999-08-11,1.392162
1999-08-12,8.479894
1999-08-13,0.848947
1999-08-14,7.462327
1999-08-15,4.591783
1999-08-16,0.865273
1999-08-17,0.169691
1999-08-18,1.455042
1999-08-19,0.484179
1999-08-20,0.218160
1999-08-21,3.173608
1999-08-22,0.000235
1999-08-23,0.313971
1999-08-24,1.948678
1999-08-25,0.091308
1999-08-26,0.243070
1999-08-27,0.539218
1999-08-28,2.337706
1999-08-29,0.230396
1999-08-30,9.239936
1999-08-31,1.384881
1999-09-01,0.023327
1999-09-02,0.313001
1999-09-03,1.592752
1999-09-04,0.199567
1999-09-05,2.804430
1999-09-06,0.109588
1999-09-07,3.269541
1999-09-08,3.763173
1999-09-09,0.102518
1999-09-10,0.391724
1999-09-11,0.345812
1999-09-12,1.651631
1999-09-13,21.996444
1999-09-14,0.256698
1999-09-15,0.086933
1999-09-16,0.468123
1999-09-17,2.861744
1999-09-18,5.267129
1999-09-19,0.416438
1999-09-20,0.249986
1999-09-21,2.116997
1999-09-22,2.450533
1999-09-23,1.806787
1999-09-24,0.097246
1999-09-25,1.186689
1999-09-26,12.060591
1999-09-27,1.781555
1999-09-28,0.962513
1999-09-29,1.828878
1999-09-30,0.931604
1999-10-01,8.921903
1999-10-02,0.355508
1999-10-03,7.835637
1999-10-04,4.727265
1999-10-05,0.175683
1999-10-06,16.274599
1999-10-07,0.024111
1999-10-08,0.046946
1999-10-09,2.357439
1999-10-10,0.227702
1999-10-11,0.286641
1999-10-12,0.760551
1999-10-13,2.796973
1999-10-14,3.304146
1999-10-15,3.439306
1999-10-16,0.018014
1999-10-17,1.682412
1999-10-18,0.660997
1999-10-19,0.575014
1999-10-20,0.001568
1999-10-21,0.087969
1999-10-22,2.247550
1999-10-23,0.207921
1999-10-24,0.639255
1999-10-25,0.154655
1999-10-26,3.681715
1999-10-27,0.054543
1999-10-28,3.942324
1999-10-29,1.955646
1999-10-30,0.450619
1999-10-31,2.643635
1999-11-01,0.552320
1999-11-02,0.108283
1999-11-03,0.845554
1999-11-04,3.860226
1999-11-05,1.469312
1999-11-06,3.122354
1999-11-07,0.113944
1999-11-08,0.406154
1999-11-09,5.998596
1999-11-10,0.075814
1999-11-11,3.864919
1999-11-12,4.776610
1999-11-13,0.957596
1999-11-14,0.401754
1999-11-15,4.941591
1999-11-16,9.304294
1999-11-17,0.043525
1999-11-18,0.019942
1999-11-19,3.410327
1999-11-20,1.924012
1999-11-21,3.366303
1999-11-22,6.379261
1999-11-23,0.395217
1999-11-24,0.983995
1999-11-25,3.882098
1999-11-26,9.492744
1999-11-27,0.084414
1999-11-28,0.228344
1999-11-29,3.535400
1999-11-30,0.966542
1999-12-01,1.372597
1999-12-02,2.901241
1999-12-03,0.165502
1999-12-04,0.373239
1999-12-05,3.014303
1999-12-06,7.499586
1999-12-07,1.137108
1999-12-08,1.428134
1999-12-09,4.712282
1999-12-10,0.000483
1999-12-11,0.564492
1999-12-12,2.195808
1999-12-13,0.213452
1999-12-14,1.930962
1999-12-15,0.910742
1999-12-16,0.147231
1999-12-17,3.483994
1999-12-18,0.881583
1999-12-19,1.260768
1999-12-20,0.009190
1999-12-21,1.740296
1999-12-22,1.241013
1999-12-23,1.947659
1999-12-24,1.773346
1999-12-25,12.239998
1999-12-26,0.203068
1999-12-27,0.574546
1999-12-28,0.494998
1999-12-29,0.004716
1999-12-30,3.110821
1999-12-31,9.602767
2000-01-01,3.787355
2000-01-02,0.185905
2000-01-03,0.245757
2000-01-04,0.118107
2000-01-05,2.777164
2000-01-06,5.878205
2000-01-07,1.945347
2000-01-08,0.001025
2000-01-09,0.037400
2000-01-10,0.503433
2000-01-11,4.707006
2000-01-12,0.614818
2000-01-13,1.510468
2000-01-14,0.151443
2000-01-15,1.040939
2000-01-16,1.337581
2000-01-17,0.661788
2000-01-18,0.648867
2000-01-19,0.602022
2000-01-20,15.274706
2000-01-21,0.126739
2000-01-22,0.294978
2000-01-23,0.849635
2000-01-24,4.914962
2000-01-25,0.205387
2000-01-26,1.113456
2000-01-27,1.309287
2000-01-28,2.318072
2000-01-29,5.020879
2000-01-30,0.062595
2000-01-31,0.118220
2000-02-01,0.642828
2000-02-02,2.540319
2000-02-03,0.449235
2000-02-04,0.209038
2000-02-05,1.433149
2000-02-06,3.314442
2000-02-07,1.191561
2000-02-08,2.313372
2000-02-09,4.186054
2000-02-10,2.455302
2000-02-11,0.941142
2000-02-12,3.614628
2000-02-13,0.623266
2000-02-14,10.718440
2000-02-15,0.006769
2000-02-16,1.717606
2000-02-17,0.025120
2000-02-18,0.000549
2000-02-19,0.890874
2000-02-20,3.893894
2000-02-21,6.213669
2000-02-22,4.151458
2000-02-23,1.294776
2000-02-24,6.758928
2000-02-25,3.299677
2000-02-26,0.414989
2000-02-27,2.087599
2000-02-28,0.394881
2000-02-29,0.041468
2000-03-01,0.034575
2000-03-02,1.189332
2000-03-03,0.031308
2000-03-04,0.360655
2000-03-05,0.984891
2000-03-06,2.746711
2000-03-07,0.200899
2000-03-08,0.238711
2000-03-09,0.258772
2000-03-10,3.172085
2000-03-11,3.176012
2000-03-12,3.344493
2000-03-13,0.103013
2000-03-14,2.514582
2000-03-15,0.427782
2000-03-16,0.043833
2000-03-17,11.363896
2000-03-18,0.876327
2000-03-19,0.463268
2000-03-20,0.549934
2000-03-21,1.801458
2000-03-22,2.182435
2000-03-23,0.819182
2000-03-24,0.859515
2000-03-25,0.036754
2000-03-26,4.009778
2000-03-27,7.811824
2000-03-28,0.005240
2000-03-29,8.192432
2000-03-30,1.502805
2000-03-31,1.516224
2000-04-01,0.528781
2000-04-02,0.386428
2000-04-03,2.975250
2000-04-04,0.769149
2000-04-05,0.058318
2000-04-06,5.307276
2000-04-07,0.943600
2000-04-08,4.795708
2000-04-09,0.972342
2000-04-10,5.072897
2000-04-11,0.005684
2000-04-12,0.869456
2000-04-13,7.385915
2000-04-14,1.653802
2000-04-15,1.191421
2000-04-16,1.875899
2000-04-17,3.946114
2000-04-18,1.118264
2000-04-19,0.018079
2000-04-20,1.632734
2000-04-21,2.694842
2000-04-22,0.929309
2000-04-23,0.045695
2000-04-24,0.170885
2000-04-25,3.471005
2000-04-26,2.799915
2000-04-27,1.224492
2000-04-28,0.024997
2000-04-29,4.389259
2000-04-30,8.792272
2000-05-01,1.274721
2000-05-02,2.393282
2000-05-03,0.392590
2000-05-04,0.017044
2000-05-05,0.161919
2000-05-06,0.006424
2000-05-07,3.284039
2000-05-08,3.900822
2000-05-09,1.129613
2000-05-10,0.038160
2000-05-11,20.080218
2000-05-12,3.232769
2000-05-13,0.708976
2000-05-14,0.126648
2000-05-15,0.006176
2000-05-16,5.077344
2000-05-17,1.212361
2000-05-18,0.439904
2000-05-19,3.149211
2000-05-20,0.455855
2000-05-21,7.600645
2000-05-22,1.353926
2000-05-23,0.129422
2000-05-24,8.164411
2000-05-25,1.199665
2000-05-26,5.781626
2000-05-27,0.224926
2000-05-28,2.918431
2000-05-29,0.428862
2000-05-30,0.041409
2000-05-31,4.351096
2000-06-01,0.113503
2000-06-02,4.898317
2000-06-03,0.516092
2000-06-04,0.184279
2000-06-05,0.101378
2000-06-06,0.044774
2000-06-07,9.121361
2000-06-08,0.016476
2000-06-09,2.086679
2000-06-10,0.290634
2000-06-11,2.177418
2000-06-12,0.272507
2000-06-13,6.734170
2000-06-14,3.008694
2000-06-15,3.758976
2000-06-16,3.564814
2000-06-17,0.415406
2000-06-18,0.837695
2000-06-19,0.021410
2000-06-20,0.931793
2000-06-21,0.330388
2000-06-22,0.082759
2000-06-23,0.459035
2000-06-24,6.127763
2000-06-25,3.654512
2000-06-26,2.941330
2000-06-27,0.459147
2000-06-28,1.070268
2000-06-29,0.338013
2000-06-30,0.602920
2000-07-01,4.210848
2000-07-02,2.906423
2000-07-03,2.070553
2000-07-04,0.028259
2000-07-05,7.638092
2000-07-06,0.040716
2000-07-07,4.007375
2000-07-08,2.911971
2000-07-09,0.676486
2000-07-10,1.528347
2000-07-11,0.730215
2000-07-12,0.811448
2000-07-13,1.027629
2000-07-14,2.410969
2000-07-15,0.029375
2000-07-16,1.242240
2000-07-17,4.085479
2000-07-18,0.027762
2000-07-19,0.020115
2000-07-20,1.053271
2000-07-21,2.940835
2000-07-22,0.000254
2000-07-23,0.991548
2000-07-24,2.621022
2000-07-25,0.540912
2000-07-26,2.621439
2000-07-27,0.142351
2000-07-28,1.210086
2000-07-29,0.853903
2000-07-30,0.775168
2000-07-31,4.051861
2000-08-01,3.966716
2000-08-02,11.354381
2000-08-03,0.060383
2000-08-04,0.232019
2000-08-05,4.987348
2000-08-06,7.396397
2000-08-07,0.002448
2000-08-08,1.989497
2000-08-09,0.112502
2000-08-10,3.539753
2000-08-11,1.409792
2000-08-12,0.031126
2000-08-13,1.156901
2000-08-14,0.850698
2000-08-15,6.544307
2000-08-16,1.403730
2000-08-17,3.887380
2000-08-18,0.233815
2000-08-19,0.027067
2000-08-20,0.028942
2000-08-21,0.878613
2000-08-22,0.580943
2000-08-23,0.061402
2000-08-24,0.225736
2000-08-25,0.002468
2000-08-26,1.851591
2000-08-27,1.879341
2000-08-28,0.811798
2000-08-29,0.668165
2000-08-30,0.653710
2000-08-31,0.093201
2000-09-01,0.178676
2000-09-02,0.026261
2000-09-03,1.367299
2000-09-04,0.368175
2000-09-05,0.076376
2000-09-06,1.809679
2000-09-07,0.758342
2000-09-08,0.070414
2000-09-09,2.165701
2000-09-10,2.557718
2000-09-11,0.002344
2000-09-12,2.560137
2000-09-13,0.270441
2000-09-14,10.027868
2000-09-15,0.244064
2000-09-16,2.957720
2000-09-17,7.524028
2000-09-18,0.194114
2000-09-19,1.581904
2000-09-20,6.563084
2000-09-21,1.166328
2000-09-22,1.373620
2000-09-23,0.559777
2000-09-24,0.493293
2000-09-25,1.359487
2000-09-26,2.593720
2000-09-27,1.434404
2000-09-28,6.117022
2000-09-29,0.152347
2000-09-30,0.942895
2000-10-01,0.054920
2000-10-02,0.385819
2000-10-03,13.230269
2000-10-04,0.050558
2000-10-05,1.872769
2000-10-06,4.916666
2000-10-07,0.001393
2000-10-08,7.343882
2000-10-09,2.195287
2000-10-10,6.937393
2000-10-11,0.131927
2000-10-12,2.894060
2000-10-13,0.000533
2000-10-14,0.472558
2000-10-15,0.163083
2000-10-16,0.711865
2000-10-17,5.672258
2000-10-18,5.550293
2000-10-19,0.110692
2000-10-20,2.290882
2000-10-21,9.468556
2000-10-22,1.611057
2000-10-23,14.235445
2000-10-24,11.374377
2000-10-25,1.914442
2000-10-26,0.154042
2000-10-27,0.475235
2000-10-28,0.004482
2000-10-29,9.014295
2000-10-30,0.684715
2000-10-31,3.450759
2000-11-01,4.024834
2000-11-02,0.033484
2000-11-03,3.294757
2000-11-04,0.798243
2000-11-05,0.082536
2000-11-06,7.198465
2000-11-07,1.915561
2000-11-08,0.504703
2000-11-09,1.548719
2000-11-10,0.045166
2000-11-11,0.011267
2000-11-12,7.929279
2000-11-13,0.860660
2000-11-14,0.104474
2000-11-15,0.191622
2000-11-16,2.416365
2000-11-17,0.300535
2000-11-18,0.271057
2000-11-19,0.008244
2000-11-20,7.096680
2000-11-21,0.065167
2000-11-22,1.847033
2000-11-23,1.626852
2000-11-24,4.829336
2000-11-25,1.128036
2000-11-26,0.019208
2000-11-27,0.518298
2000-11-28,4.414396
2000-11-29,0.556071
2000-11-30,1.187539
2000-12-01,0.059234
2000-12-02,0.758795
2000-12-03,1.013875
2000-12-04,0.638014
2000-12-05,2.556978
2000-12-06,7.091073
2000-12-07,1.424358
2000-12-08,1.575482
2000-12-09,0.378285
2000-12-10,2.034782
2000-12-11,9.865147
2000-12-12,4.607819
2000-12-13,1.968485
2000-12-14,0.002485
2000-12-15,1.677055
2000-12-16,5.528843
2000-12-17,1.823859
2000-12-18,0.188523
2000-12-19,0.142026
2000-12-20,0.847556
2000-12-21,0.132719
2000-12-22,4.080021
2000-12-23,3.417023
2000-12-24,1.140623
2000-12-25,0.233885
2000-12-26,3.361658
2000-12-27,1.747883
2000-12-28,0.288196
2000-12-29,0.020269
2000-12-30,0.409687
2000-12-31,2.169824
2001-01-01,4.091490
2001-01-02,1.175504
2001-01-03,0.012378
2001-01-04,2.196024
2001-01-05,0.590632
2001-01-06,0.019044
2001-01-07,0.148971
2001-01-08,2.667739
2001-01-09,3.664040
2001-01-10,1.187770
2001-01-11,2.026054
2001-01-12,0.156137
2001-01-13,0.010294
2001-01-14,0.000237
2001-01-15,3.195119
2001-01-16,1.585478
2001-01-17,2.158433
2001-01-18,1.476769
2001-01-19,0.026371
2001-01-20,0.073962
2001-01-21,1.026068
2001-01-22,1.148006
2001-01-23,0.121149
2001-01-24,0.162055
2001-01-25,5.537605
2001-01-26,1.250881
2001-01-27,1.752495
2001-01-28,1.414933
2001-01-29,9.676999
2001-01-30,0.293494
2001-01-31,0.226485
2001-02-01,2.389976
2001-02-02,0.853315
2001-02-03,0.117053
2001-02-04,1.258843
2001-02-05,6.654774
2001-02-06,4.457918
2001-02-07,0.608472
2001-02-08,0.425628
2001-02-09,2.020522
2001-02-10,0.052679
2001-02-11,10.257504
2001-02-12,3.906889
2001-02-13,0.186711
2001-02-14,2.034771
2001-02-15,1.086417
2001-02-16,1.624436
2001-02-17,0.010015
2001-02-18,2.527247
2001-02-19,5.558726
2001-02-20,0.004339
2001-02-21,0.385711
2001-02-22,0.450940
2001-02-23,0.415168
2001-02-24,0.355721
2001-02-25,3.497415
2001-02-26,1.233443
2001-02-27,1.163302
2001-02-28,4.715877
2001-03-01,1.437834
2001-03-02,5.759996
2001-03-03,2.136876
2001-03-04,0.026516
2001-03-05,1.580486
2001-03-06,0.875333
2001-03-07,0.248311
2001-03-08,0.008889
2001-03-09,5.326932
2001-03-10,1.378148
2001-03-11,1.075788
2001-03-12,2.307333
2001-03-13,0.000729
2001-03-14,0.000916
2001-03-15,0.545157
2001-03-16,2.665813
2001-03-17,10.602783
2001-03-18,3.135207
2001-03-19,0.096904
2001-03-20,0.884016
2001-03-21,7.529976
2001-03-22,4.102758
2001-03-23,1.262565
2001-03-24,5.120721
2001-03-25,4.403270
2001-03-26,0.140563
2001-03-27,0.407990
2001-03-28,0.572598
2001-03-29,0.010791
2001-03-30,0.081510
2001-03-31,1.563853
2001-04-01,1.644840
2001-04-02,0.118612
2001-04-03,0.801231
2001-04-04,3.280954
2001-04-05,1.587565
2001-04-06,8.262914
2001-04-07,1.691269
2001-04-08,1.020535
2001-04-09,4.162117
2001-04-10,1.082841
2001-04-11,1.450346
2001-04-12,1.661716
2001-04-13,0.065886
2001-04-14,1.099345
2001-04-15,1.495574
2001-04-16,0.666421
2001-04-17,1.266695
2001-04-18,4.743888
2001-04-19,0.066877
2001-04-20,2.078723
2001-04-21,0.269668
2001-04-22,1.755066
2001-04-23,0.815311
2001-04-24,0.004507
2001-04-25,5.268411
2001-04-26,0.072841
2001-04-27,3.142305
2001-04-28,1.874079
2001-04-29,3.654619
2001-04-30,0.093092
2001-05-01,0.416609
2001-05-02,1.857010
2001-05-03,0.242088
2001-05-04,1.466093
2001-05-05,2.605137
2001-05-06,0.376346
2001-05-07,4.498780
2001-05-08,0.772162
2001-05-09,3.091430
2001-05-10,3.721988
2001-05-11,0.007172
2001-05-12,2.871528
2001-05-13,4.414936
2001-05-14,0.329333
2001-05-15,0.392358
2001-05-16,1.276450
2001-05-17,8.107324
2001-05-18,3.971519
2001-05-19,0.417690
