customer_id,frequency,recency,T,monetary_value
735,3,26.076406,49.291038,72.1282
736,10,22.704179,28.726633,17.5715
737,2,22.232857,60.474078,49.5486
738,0,0.000000,75.410872,0.0000
739,1,11.152426,69.320926,16.9193
740,0,0.000000,55.577670,0.0000
741,1,42.989227,46.348217,48.7789
742,0,0.000000,33.454899,0.0000
743,0,0.000000,74.505629,0.0000
744,0,0.000000,65.972163,0.0000
745,0,0.000000,74.734969,0.0000
746,0,0.000000,59.128847,0.0000
747,14,62.918588,62.955663,61.7042
748,0,0.000000,69.715283,0.0000
749,1,1.111188,72.842487,14.9820
750,0,0.000000,34.863814,0.0000
751,3,24.241326,33.773272,50.9042
752,1,2.421381,48.513383,29.2876
753,3,39.487967,43.453015,23.5865
754,0,0.000000,70.911901,0.0000
755,0,0.000000,71.310168,0.0000
756,0,0.000000,26.199739,0.0000
757,0,0.000000,36.259587,0.0000
758,1,19.105854,33.482424,11.9288
759,7,5.511087,53.588644,23.3024
760,0,0.000000,27.272951,0.0000
761,4,32.955537,56.832733,17.6910
762,0,0.000000,67.788346,0.0000
763,0,0.000000,32.336064,0.0000
764,0,0.000000,29.282500,0.0000
765,0,0.000000,66.913919,0.0000
766,6,68.444405,76.499056,27.5923
767,0,0.000000,59.583762,0.0000
768,1,44.075116,47.995549,13.2292
769,12,53.040665,65.440001,70.9654
770,14,70.166753,71.265123,19.6402
771,0,0.000000,63.438402,0.0000
772,0,0.000000,60.685264,0.0000
773,0,0.000000,75.982837,0.0000
774,0,0.000000,59.988551,0.0000
775,0,0.000000,73.557435,0.0000
776,1,1.184727,62.135766,29.6362
777,0,0.000000,26.689991,0.0000
778,7,72.941804,77.783548,18.0423
779,5,37.994554,43.859596,38.7955
780,3,25.096896,31.534185,8.7215
781,0,0.000000,66.355528,0.0000
782,0,0.000000,41.611205,0.0000
783,0,0.000000,51.549340,0.0000
784,0,0.000000,58.252050,0.0000
785,21,47.814492,50.693333,14.6276
786,6,46.433422,56.449788,54.9686
787,2,27.086154,32.620970,42.1244
788,0,0.000000,46.449902,0.0000
789,0,0.000000,61.799488,0.0000
790,15,46.763176,52.883874,18.7580
791,0,0.000000,39.957543,0.0000
792,1,2.254298,40.413038,15.8435
793,2,21.011918,68.906207,10.7779
794,0,0.000000,38.416079,0.0000
795,4,54.594484,63.046101,16.7987
796,1,4.654357,38.935814,7.3983
797,0,0.000000,63.657281,0.0000
798,0,0.000000,59.540465,0.0000
799,3,1.738247,49.561243,35.6783
800,0,0.000000,68.499068,0.0000
801,0,0.000000,52.688787,0.0000
802,0,0.000000,70.807791,0.0000
803,1,42.843668,59.287078,34.1633
804,1,53.965120,64.965852,38.9898
805,3,35.888639,45.428418,13.3363
806,0,0.000000,72.646021,0.0000
807,0,0.000000,57.108296,0.0000
808,0,0.000000,34.629161,0.0000
809,0,0.000000,27.255272,0.0000
810,1,4.519488,32.411485,17.0060
811,0,0.000000,28.178366,0.0000
812,1,0.001595,73.635706,25.5407
813,18,68.075120,68.347782,28.9290
814,1,20.732680,31.592000,54.0402
815,11,67.621426,68.134081,13.7877
816,4,65.485544,77.395180,25.9688
817,0,0.000000,54.017197,0.0000
818,0,0.000000,71.668187,0.0000
819,0,0.000000,28.012945,0.0000
820,10,37.911133,49.360996,41.2743
821,0,0.000000,67.310179,0.0000
822,2,1.085226,50.195456,21.9701
823,7,8.705855,77.537904,16.3208
824,3,21.895568,63.746991,21.4812
825,0,0.000000,27.182076,0.0000
826,1,61.664478,72.197236,67.6252
827,1,31.180729,41.454733,10.6692
828,1,5.976733,67.293570,35.2307
829,0,0.000000,26.274897,0.0000
830,0,0.000000,36.972391,0.0000
831,0,0.000000,40.958463,0.0000
832,1,6.021042,35.586612,7.6512
833,4,53.245439,63.664339,47.1262
834,4,57.255746,65.990785,24.6152
835,0,0.000000,29.274324,0.0000
836,0,0.000000,74.070395,0.0000
837,0,0.000000,26.075947,0.0000
838,0,0.000000,58.700046,0.0000
839,8,27.961632,42.885183,20.1444
840,0,0.000000,74.163867,0.0000
841,5,17.670954,65.173024,41.6887
842,1,18.923932,27.826734,31.0718
843,0,0.000000,53.605022,0.0000
844,1,10.646799,49.143941,9.9175
845,5,52.359978,53.744230,79.1607
846,0,0.000000,47.950365,0.0000
847,0,0.000000,27.258775,0.0000
848,0,0.000000,31.109551,0.0000
849,2,77.300594,77.396951,41.7322
850,3,37.200250,45.731153,32.7204
851,0,0.000000,68.722067,0.0000
852,0,0.000000,55.029643,0.0000
853,3,11.531305,32.365344,18.5655
854,0,0.000000,60.813749,0.0000
855,0,0.000000,63.711884,0.0000
856,0,0.000000,41.164517,0.0000
857,0,0.000000,61.139047,0.0000
858,2,30.203357,40.548957,14.8133
859,1,0.519159,69.083330,12.5642
860,0,0.000000,37.272677,0.0000
861,0,0.000000,73.742781,0.0000
862,1,41.551848,47.174270,20.5885
863,0,0.000000,62.547607,0.0000
864,0,0.000000,45.131052,0.0000
865,0,0.000000,66.137106,0.0000
866,1,20.613283,65.339102,24.1341
867,0,0.000000,64.851557,0.0000
868,2,3.548815,67.118059,56.0335
869,0,0.000000,44.501358,0.0000
870,0,0.000000,58.301291,0.0000
871,2,30.712420,67.278191,14.0936
872,0,0.000000,26.938817,0.0000
873,3,55.495765,67.980892,17.3181
874,6,48.389654,59.112404,10.2989
875,0,0.000000,55.206302,0.0000
876,0,0.000000,26.909962,0.0000
877,0,0.000000,72.916922,0.0000
878,2,24.685306,54.314022,26.5023
879,2,20.834418,33.745506,10.5207
880,2,2.382503,36.053311,37.5651
881,0,0.000000,49.052308,0.0000
882,0,0.000000,49.020137,0.0000
883,0,0.000000,60.912458,0.0000
884,0,0.000000,73.987103,0.0000
885,1,2.234131,36.318841,45.4068
886,0,0.000000,73.197172,0.0000
887,0,0.000000,76.936299,0.0000
888,1,55.759107,72.352828,13.9156
889,0,0.000000,40.807552,0.0000
890,0,0.000000,73.062225,0.0000
891,0,0.000000,71.665437,0.0000
892,1,21.649395,34.924220,12.2726
893,1,10.234650,27.516162,125.2436
894,1,27.262920,74.786108,7.5464
895,0,0.000000,74.727056,0.0000
896,0,0.000000,46.692383,0.0000
897,1,0.430880,54.429758,34.2761
898,4,39.115211,43.561490,7.9951
899,2,29.267294,29.301017,74.6940
900,1,35.517555,45.171408,10.8006
901,0,0.000000,35.147175,0.0000
902,3,29.839801,33.298416,17.7837
903,0,0.000000,74.472378,0.0000
904,1,3.655112,57.612754,6.7380
905,0,0.000000,61.365359,0.0000
906,0,0.000000,56.002158,0.0000
907,0,0.000000,56.262802,0.0000
908,0,0.000000,42.991927,0.0000
909,0,0.000000,38.383740,0.0000
910,2,10.147123,59.452226,27.9142
911,0,0.000000,32.748346,0.0000
912,0,0.000000,68.073090,0.0000
913,1,41.985976,51.621017,16.0751
914,0,0.000000,73.345311,0.0000
915,4,16.656978,28.229497,10.3634
916,1,26.265755,37.548447,43.4806
917,1,39.735489,64.326401,34.8674
918,0,0.000000,63.312318,0.0000
919,0,0.000000,66.919993,0.0000
920,0,0.000000,45.703299,0.0000
921,2,6.885140,54.797588,31.5879
922,4,21.969095,55.477480,20.9235
923,0,0.000000,64.329977,0.0000
924,0,0.000000,66.296410,0.0000
925,1,0.664666,29.633889,13.4497
926,3,12.701216,65.142947,58.8124
927,1,37.005963,45.354030,49.5667
928,0,0.000000,69.429572,0.0000
929,0,0.000000,56.013799,0.0000
930,5,43.282018,59.995245,63.6664
931,2,26.555835,32.289753,14.3654
932,0,0.000000,31.223851,0.0000
933,1,7.237056,33.806660,18.9938
934,0,0.000000,62.117150,0.0000
935,0,0.000000,44.668836,0.0000
936,0,0.000000,72.181320,0.0000
937,0,0.000000,38.001953,0.0000
938,0,0.000000,40.632737,0.0000
939,1,1.600915,62.937250,55.2418
940,0,0.000000,61.207560,0.0000
941,1,52.527496,69.512051,35.4295
942,0,0.000000,46.729194,0.0000
943,0,0.000000,60.850113,0.0000
944,0,0.000000,50.021201,0.0000
945,0,0.000000,41.612302,0.0000
946,0,0.000000,53.462361,0.0000
947,1,23.266305,71.352741,34.6680
948,0,0.000000,42.151267,0.0000
949,1,7.951318,32.464818,21.1222
950,0,0.000000,68.007261,0.0000
951,12,45.614971,45.875505,55.4828
952,0,0.000000,76.466427,0.0000
953,11,43.870111,44.514645,13.9143
954,1,6.856484,59.341199,32.3261
955,0,0.000000,26.603993,0.0000
956,0,0.000000,47.144810,0.0000
957,0,0.000000,57.932173,0.0000
958,0,0.000000,41.594784,0.0000
959,0,0.000000,72.511008,0.0000
960,1,0.039729,69.163057,20.1747
961,1,22.633778,46.907367,14.7964
962,0,0.000000,40.085244,0.0000
963,4,8.052176,67.847850,25.9467
964,2,9.451415,29.659950,12.5820
965,0,0.000000,28.555890,0.0000
966,1,8.553381,41.252503,16.5725
967,1,30.245544,42.158588,30.8662
968,3,22.884821,27.502349,51.0157
969,0,0.000000,41.293841,0.0000
970,1,7.454138,65.718063,78.3125
971,0,0.000000,65.545633,0.0000
972,0,0.000000,32.648312,0.0000
973,0,0.000000,77.699233,0.0000
974,0,0.000000,28.780503,0.0000
975,0,0.000000,46.065211,0.0000
976,0,0.000000,52.730917,0.0000
977,0,0.000000,28.451752,0.0000
978,0,0.000000,36.234085,0.0000
979,0,0.000000,57.968384,0.0000
980,3,38.285249,38.630603,23.2481
981,1,22.769054,27.726407,10.5632
982,0,0.000000,66.967641,0.0000
983,1,20.221602,69.813129,36.1385
984,0,0.000000,62.637994,0.0000
985,0,0.000000,49.737653,0.0000
986,3,16.100765,50.925746,23.5883
987,0,0.000000,76.740867,0.0000
988,1,44.369620,56.059851,71.3234
989,0,0.000000,55.021637,0.0000
990,2,38.458461,67.436698,9.1977
991,0,0.000000,71.050438,0.0000
992,0,0.000000,68.410178,0.0000
993,2,11.814841,48.667406,150.5261
994,0,0.000000,73.964531,0.0000
995,8,46.079609,48.354618,20.5482
996,1,13.682170,72.660762,57.3060
997,5,9.874317,66.771034,52.9820
998,2,12.675053,26.939214,22.8143
999,2,51.293698,66.952468,44.0448
1000,0,0.000000,29.063708,0.0000
1001,0,0.000000,57.741757,0.0000
1002,1,6.958415,71.765821,6.1357
1003,0,0.000000,30.504433,0.0000
1004,7,51.865270,56.841100,9.2152
1005,1,42.325873,54.374841,25.2966
1006,0,0.000000,47.106394,0.0000
1007,0,0.000000,44.725516,0.0000
1008,0,0.000000,56.891464,0.0000
1009,0,0.000000,60.636285,0.0000
1010,2,23.552144,30.927246,15.5181
1011,1,0.119468,35.210577,42.4598
1012,3,16.996983,73.786589,17.6993
1013,2,18.925195,27.458617,37.1222
1014,0,0.000000,29.349292,0.0000
1015,1,20.031815,44.789991,20.1907
1016,0,0.000000,39.886906,0.0000
1017,3,36.883988,70.099445,34.7921
1018,0,0.000000,42.001194,0.0000
1019,0,0.000000,26.292167,0.0000
1020,1,16.335977,74.230956,17.7585
1021,1,15.050174,48.021882,29.2047
1022,0,0.000000,27.282534,0.0000
1023,0,0.000000,54.638000,0.0000
1024,0,0.000000,66.855170,0.0000
1025,1,12.965093,30.240758,24.3154
1026,3,49.481941,57.401442,14.0284
1027,2,20.769161,40.426064,14.0111
1028,0,0.000000,28.636799,0.0000
1029,1,28.781955,32.613990,50.6861
1030,0,0.000000,43.910586,0.0000
1031,0,0.000000,29.693958,0.0000
1032,0,0.000000,34.274310,0.0000
1033,2,10.346149,68.701254,40.5324
1034,0,0.000000,72.328086,0.0000
1035,0,0.000000,65.679487,0.0000
1036,7,58.639189,59.655608,17.3371
1037,1,67.767936,76.216075,20.1762
1038,0,0.000000,70.113653,0.0000
1039,0,0.000000,73.639155,0.0000
1040,0,0.000000,39.949061,0.0000
1041,4,11.580304,46.437428,42.7304
1042,0,0.000000,35.449641,0.0000
1043,0,0.000000,77.339555,0.0000
1044,0,0.000000,72.657552,0.0000
1045,2,9.985643,66.056634,26.0256
1046,0,0.000000,40.604269,0.0000
1047,1,10.037538,61.293056,50.6900
1048,0,0.000000,35.791614,0.0000
1049,0,0.000000,68.395137,0.0000
1050,1,0.094778,28.372775,43.8850
1051,19,60.667837,65.679319,14.0394
1052,3,18.531599,60.580211,16.0879
1053,4,35.041539,38.288367,20.4894
1054,0,0.000000,74.712741,0.0000
1055,0,0.000000,43.795487,0.0000
1056,0,0.000000,42.694109,0.0000
1057,1,36.750734,48.599033,10.9419
1058,0,0.000000,75.225016,0.0000
1059,2,31.572207,34.578632,59.8217
1060,0,0.000000,66.038096,0.0000
1061,0,0.000000,69.792575,0.0000
1062,0,0.000000,50.956773,0.0000
1063,0,0.000000,48.633439,0.0000
1064,4,35.104208,61.912563,18.1144
1065,1,7.413584,34.377318,60.5288
1066,1,10.267080,43.181194,12.3811
1067,0,0.000000,71.807711,0.0000
1068,0,0.000000,47.846669,0.0000
1069,1,26.896900,31.987464,35.0310
1070,1,5.812018,32.534369,29.4117
1071,0,0.000000,31.969535,0.0000
1072,0,0.000000,56.282215,0.0000
1073,2,26.085134,39.576756,55.7157
1074,0,0.000000,35.521803,0.0000
1075,3,59.292433,62.043615,26.0630
1076,10,75.088296,75.256957,30.9217
1077,10,33.980261,34.872621,14.8211
1078,3,35.502987,67.738551,24.2425
1079,0,0.000000,28.599824,0.0000
1080,3,8.111741,67.492763,27.4483
1081,4,24.442484,61.314615,20.4055
1082,0,0.000000,52.389316,0.0000
1083,0,0.000000,75.276690,0.0000
1084,0,0.000000,72.062757,0.0000
1085,0,0.000000,33.847288,0.0000
1086,0,0.000000,42.522798,0.0000
1087,4,44.084698,47.247488,17.6803
1088,0,0.000000,66.669770,0.0000
1089,0,0.000000,54.258873,0.0000
1090,3,3.030390,54.926145,9.4464
1091,4,5.048098,35.375215,45.3434
1092,2,27.706479,57.689339,24.1521
1093,0,0.000000,46.593543,0.0000
1094,0,0.000000,38.217052,0.0000
1095,6,26.658934,29.247284,25.2903
1096,0,0.000000,31.155766,0.0000
1097,1,4.700795,74.930676,28.2536
1098,1,57.371369,60.017838,24.4008
1099,2,28.891336,54.132925,40.2650
1100,0,0.000000,34.450398,0.0000
1101,0,0.000000,33.098192,0.0000
1102,0,0.000000,51.190423,0.0000
1103,2,32.784115,58.125961,9.7614
1104,2,6.025687,53.752618,12.4782
1105,0,0.000000,53.044340,0.0000
1106,0,0.000000,54.124569,0.0000
1107,1,7.094935,77.180896,56.9981
1108,1,27.699186,65.897214,26.2536
1109,1,2.264038,59.422431,16.2036
1110,3,15.781153,51.165294,27.3279
1111,0,0.000000,37.203652,0.0000
1112,3,42.208209,54.141560,30.0564
1113,2,7.890932,74.003057,15.0458
1114,4,35.222308,44.006318,32.6962
1115,0,0.000000,44.533170,0.0000
1116,0,0.000000,53.784411,0.0000
1117,0,0.000000,59.504107,0.0000
1118,41,72.197063,73.507652,56.6663
1119,1,8.147387,62.252320,39.6652
1120,1,20.030391,58.584829,11.3974
1121,0,0.000000,44.029303,0.0000
1122,0,0.000000,51.280271,0.0000
1123,1,7.704012,39.254146,68.5080
1124,2,67.514895,76.966719,26.9838
1125,1,20.105827,28.334987,28.2699
1126,6,53.720509,57.910637,8.1839
1127,2,39.527085,65.571009,22.7834
1128,0,0.000000,71.234318,0.0000
1129,2,28.891762,29.446807,28.9565
1130,0,0.000000,65.033948,0.0000
1131,0,0.000000,30.062688,0.0000
1132,0,0.000000,31.609879,0.0000
1133,0,0.000000,50.694339,0.0000
1134,0,0.000000,38.295176,0.0000
1135,1,3.561003,57.455590,60.4014
1136,0,0.000000,31.676168,0.0000
1137,1,19.425593,77.937268,56.3769
1138,0,0.000000,56.561084,0.0000
1139,0,0.000000,68.811228,0.0000
1140,1,6.614763,44.362357,105.5980
1141,0,0.000000,27.926880,0.0000
1142,1,42.868870,47.039378,19.6356
1143,0,0.000000,77.954618,0.0000
1144,0,0.000000,60.182158,0.0000
1145,17,27.042067,46.990524,54.8474
1146,0,0.000000,68.428654,0.0000
1147,1,4.097595,75.560797,16.9182
1148,1,24.007513,26.625991,14.5810
1149,1,0.516198,48.461007,138.7265
1150,1,11.991964,29.641445,106.6165
1151,0,0.000000,30.924465,0.0000
1152,2,5.775817,58.673773,13.7077
1153,0,0.000000,35.140614,0.0000
1154,0,0.000000,60.052926,0.0000
1155,0,0.000000,68.374630,0.0000
1156,0,0.000000,48.869912,0.0000
1157,2,10.040925,26.355866,14.5184
1158,1,25.026285,46.146196,58.5513
1159,0,0.000000,60.444356,0.0000
1160,2,16.015001,52.031124,15.5941
1161,0,0.000000,64.389249,0.0000
1162,1,22.944089,65.853577,46.6593
1163,0,0.000000,52.023025,0.0000
1164,1,8.604489,77.634092,30.2275
1165,2,17.192379,26.217947,30.2284
1166,0,0.000000,36.912543,0.0000
1167,0,0.000000,50.265008,0.0000
1168,0,0.000000,65.549100,0.0000
1169,2,53.253530,59.696737,42.4038
1170,0,0.000000,50.333309,0.0000
1171,0,0.000000,34.040694,0.0000
1172,0,0.000000,49.265252,0.0000
1173,0,0.000000,52.026067,0.0000
1174,0,0.000000,27.978675,0.0000
1175,2,40.261618,61.476494,10.7899
1176,8,68.692759,76.919707,14.5632
1177,0,0.000000,40.359139,0.0000
1178,0,0.000000,64.711920,0.0000
1179,0,0.000000,32.967293,0.0000
1180,5,50.680819,59.253574,27.2201
1181,1,0.160625,37.870088,46.1406
1182,0,0.000000,66.070046,0.0000
1183,2,2.387002,39.034927,23.0558
1184,2,25.903064,27.570896,26.1149
1185,0,0.000000,42.726790,0.0000
1186,3,9.346633,48.689378,35.5210
1187,16,57.736951,59.864939,90.0646
1188,1,2.782988,44.099207,26.5711
1189,1,3.353913,56.491975,4.2380
1190,11,66.775556,75.911187,9.3573
1191,0,0.000000,30.704225,0.0000
1192,0,0.000000,32.131029,0.0000
1193,1,26.833756,73.133551,11.8061
1194,0,0.000000,70.458487,0.0000
1195,0,0.000000,27.375385,0.0000
1196,0,0.000000,29.265319,0.0000
1197,10,52.767066,56.258108,14.6685
1198,0,0.000000,53.581050,0.0000
1199,0,0.000000,32.517123,0.0000
1200,0,0.000000,30.167961,0.0000
1201,0,0.000000,44.338775,0.0000
1202,1,3.773380,71.802218,30.6756
1203,1,11.104480,69.214296,14.8270
1204,1,17.974740,36.441194,18.0561
1205,0,0.000000,46.798661,0.0000
1206,1,11.567241,53.337522,14.5185
1207,0,0.000000,74.716543,0.0000
1208,0,0.000000,44.146235,0.0000
1209,0,0.000000,53.214663,0.0000
1210,0,0.000000,41.200509,0.0000
1211,0,0.000000,52.603047,0.0000
1212,1,13.936004,40.925619,46.8550
1213,4,33.862629,45.225602,31.2347
1214,0,0.000000,37.459474,0.0000
1215,0,0.000000,46.601323,0.0000
1216,1,18.895637,61.330703,28.8060
1217,0,0.000000,34.680732,0.0000
1218,0,0.000000,46.023055,0.0000
1219,0,0.000000,48.089901,0.0000
1220,0,0.000000,32.252624,0.0000
1221,0,0.000000,66.097063,0.0000
1222,2,21.814797,28.427923,25.3559
1223,1,1.575011,41.739532,22.3705
1224,1,2.725147,29.181997,20.7554
1225,2,39.573032,76.220326,15.7195
1226,0,0.000000,60.573162,0.0000
1227,0,0.000000,66.304546,0.0000
1228,1,0.222887,48.837839,34.5321
1229,1,18.238640,62.074367,17.0575
1230,0,0.000000,71.917466,0.0000
1231,2,10.243699,60.224828,66.1995
1232,1,0.356527,75.968870,61.2764
1233,0,0.000000,56.131588,0.0000
1234,1,29.194104,47.995082,21.2992
1235,0,0.000000,59.051337,0.0000
1236,0,0.000000,43.368410,0.0000
1237,7,59.943561,60.420045,13.7836
1238,1,30.424170,52.521081,17.8800
1239,0,0.000000,50.106821,0.0000
1240,2,10.485016,51.199297,71.6790
1241,2,14.831071,56.337158,55.1202
1242,3,19.007117,53.309977,30.1931
1243,11,53.876342,60.389419,38.2896
1244,7,26.067887,76.864879,32.8407
1245,0,0.000000,36.918294,0.0000
1246,0,0.000000,49.084436,0.0000
1247,0,0.000000,34.655853,0.0000
1248,0,0.000000,26.075692,0.0000
1249,2,21.179328,60.791998,19.2249
1250,1,2.237103,27.254949,16.3518
1251,2,30.430848,33.880692,12.9584
1252,0,0.000000,48.464132,0.0000
1253,2,21.907739,62.363159,24.8508
1254,0,0.000000,32.203853,0.0000
1255,1,0.916442,50.459954,29.3950
1256,17,32.606958,64.786688,80.5944
1257,0,0.000000,64.852664,0.0000
1258,0,0.000000,56.952634,0.0000
1259,0,0.000000,47.119511,0.0000
1260,2,13.911856,47.184864,32.7212
1261,0,0.000000,45.471859,0.0000
1262,0,0.000000,44.036772,0.0000
1263,0,0.000000,49.001557,0.0000
1264,6,47.997415,50.311989,51.3197
1265,0,0.000000,55.310421,0.0000
1266,2,19.719624,57.392628,46.8139
1267,7,69.116320,74.518706,36.8718
1268,0,0.000000,67.007326,0.0000
1269,0,0.000000,74.840139,0.0000
1270,0,0.000000,26.179348,0.0000
1271,0,0.000000,41.820245,0.0000
1272,0,0.000000,50.608627,0.0000
1273,1,14.357711,69.824021,32.7945
1274,0,0.000000,39.897821,0.0000
1275,2,49.039034,61.328339,82.2186
1276,0,0.000000,48.698967,0.0000
1277,0,0.000000,74.597139,0.0000
1278,2,3.957105,37.854878,14.4460
1279,1,2.385775,49.976948,13.5798
1280,0,0.000000,62.271480,0.0000
1281,0,0.000000,55.897629,0.0000
1282,3,7.317302,58.423671,11.3560
1283,0,0.000000,64.087655,0.0000
1284,3,51.136919,51.663688,31.1659
1285,0,0.000000,39.520629,0.0000
1286,2,50.193685,77.901801,16.9359
1287,1,3.711297,53.803054,8.2341
1288,0,0.000000,55.944533,0.0000
1289,8,34.883153,40.055694,34.6653
1290,0,0.000000,31.911297,0.0000
1291,0,0.000000,63.643257,0.0000
1292,0,0.000000,59.628548,0.0000
1293,5,4.628820,65.350688,24.5686
1294,0,0.000000,56.873430,0.0000
1295,0,0.000000,49.416119,0.0000
1296,12,67.532948,68.843947,69.5432
1297,0,0.000000,53.195727,0.0000
1298,1,43.540082,51.399625,32.5757
1299,0,0.000000,62.734885,0.0000
1300,1,22.985897,49.932567,8.1256
1301,1,49.862170,65.916851,23.5657
1302,2,6.542733,52.473243,23.8402
1303,0,0.000000,74.588479,0.0000
1304,0,0.000000,38.070280,0.0000
1305,0,0.000000,68.608944,0.0000
1306,8,50.726589,51.927674,22.9153
1307,0,0.000000,32.361249,0.0000
1308,0,0.000000,43.506846,0.0000
1309,1,10.740961,75.025180,11.5556
1310,5,77.108292,77.803638,24.0894
1311,0,0.000000,39.970573,0.0000
1312,0,0.000000,47.890753,0.0000
1313,1,5.526148,40.356065,18.0689
1314,0,0.000000,31.722271,0.0000
1315,3,62.144939,73.038987,38.2891
1316,3,45.428647,63.544332,18.3674
1317,1,33.033881,69.131848,36.9743
1318,2,21.492465,51.768450,25.7072
1319,0,0.000000,75.155005,0.0000
1320,2,7.552588,42.644342,17.8039
1321,0,0.000000,26.636344,0.0000
1322,0,0.000000,75.003807,0.0000
1323,0,0.000000,42.381929,0.0000
1324,7,32.925662,36.701947,14.0655
1325,0,0.000000,67.816177,0.0000
1326,0,0.000000,64.762002,0.0000
1327,4,43.794864,71.082420,40.5272
1328,0,0.000000,41.607608,0.0000
1329,6,68.944237,75.346556,15.2822
1330,1,17.588360,60.775306,23.4538
1331,5,48.267345,52.004839,48.6896
1332,0,0.000000,64.930593,0.0000
1333,1,2.351267,35.945256,10.3340
1334,0,0.000000,41.190845,0.0000
1335,0,0.000000,27.708797,0.0000
1336,0,0.000000,55.519697,0.0000
1337,1,30.875900,50.764378,45.7022
1338,0,0.000000,70.978712,0.0000
1339,0,0.000000,56.696373,0.0000
1340,6,56.966017,74.143140,29.0660
1341,3,13.364091,33.032043,6.0967
1342,0,0.000000,62.254420,0.0000
1343,0,0.000000,38.419790,0.0000
1344,0,0.000000,33.891091,0.0000
1345,12,57.177838,60.418260,26.1952
1346,0,0.000000,49.144145,0.0000
1347,19,61.472518,67.818762,7.7337
1348,4,26.690916,33.587266,194.2578
1349,0,0.000000,44.682878,0.0000
1350,6,41.616071,49.904283,55.8747
1351,0,0.000000,63.447607,0.0000
1352,12,29.405848,75.747775,11.3390
1353,0,0.000000,28.534945,0.0000
1354,2,37.210944,43.762764,43.9049
1355,0,0.000000,59.846257,0.0000
1356,0,0.000000,66.683309,0.0000
1357,0,0.000000,60.844160,0.0000
1358,1,55.262795,72.609199,52.2224
1359,0,0.000000,31.921614,0.0000
1360,0,0.000000,36.317970,0.0000
1361,1,28.342877,40.793162,39.7937
1362,0,0.000000,36.773312,0.0000
1363,0,0.000000,50.894884,0.0000
1364,3,30.089668,55.646484,36.9737
1365,2,9.772432,73.298534,15.4438
1366,0,0.000000,55.509096,0.0000
1367,1,24.356942,32.571414,17.6861
1368,0,0.000000,71.171179,0.0000
1369,2,19.255802,70.565600,16.1280
1370,6,46.481796,49.544745,31.6488
1371,2,36.201681,54.243126,94.0862
1372,1,29.262366,39.166118,16.6692
1373,0,0.000000,28.595762,0.0000
1374,16,64.115967,66.928324,31.6509
1375,0,0.000000,56.579248,0.0000
1376,0,0.000000,60.118947,0.0000
1377,0,0.000000,28.252346,0.0000
1378,1,58.939729,68.368937,9.3817
1379,0,0.000000,29.620883,0.0000
1380,1,6.794654,67.797174,42.6710
1381,0,0.000000,32.029589,0.0000
1382,0,0.000000,36.317816,0.0000
1383,0,0.000000,40.490219,0.0000
1384,2,37.996232,49.245834,20.2214
1385,2,30.530506,70.444109,49.2394
1386,0,0.000000,38.681617,0.0000
1387,0,0.000000,59.308067,0.0000
1388,1,2.508578,73.295584,104.8817
1389,0,0.000000,30.747064,0.0000
1390,0,0.000000,61.296491,0.0000
1391,0,0.000000,33.605140,0.0000
1392,0,0.000000,61.838717,0.0000
1393,3,25.019802,67.075359,29.3187
1394,4,11.718822,29.430258,45.1006
1395,3,6.732258,46.483222,22.0763
1396,0,0.000000,27.889465,0.0000
1397,1,29.976712,33.254424,37.0436
1398,4,49.613689,50.904683,29.6826
1399,0,0.000000,26.582039,0.0000
1400,0,0.000000,61.150872,0.0000
1401,10,26.115338,31.520969,31.7547
1402,2,53.560284,64.016493,92.6921
1403,0,0.000000,45.990973,0.0000
1404,0,0.000000,34.983576,0.0000
1405,4,67.833318,77.695401,37.0631
1406,14,24.921506,54.546600,27.3125
1407,3,28.958132,42.366078,54.9881
1408,0,0.000000,33.241997,0.0000
1409,0,0.000000,70.640570,0.0000
1410,0,0.000000,55.957432,0.0000
1411,11,56.688674,69.705624,33.6809
1412,5,10.963925,58.314685,18.8851
1413,0,0.000000,54.914779,0.0000
1414,0,0.000000,45.203462,0.0000
1415,0,0.000000,31.567482,0.0000
1416,1,23.746200,63.353448,69.6977
1417,6,68.439690,77.028762,49.8964
1418,2,32.143026,49.463486,12.7554
1419,2,2.689573,72.126826,18.3698
1420,0,0.000000,61.329839,0.0000
1421,0,0.000000,29.926883,0.0000
1422,2,17.346378,31.228602,16.5301
1423,0,0.000000,30.469593,0.0000
1424,0,0.000000,41.925340,0.0000
1425,0,0.000000,66.588253,0.0000
1426,1,8.149614,53.512489,18.1363
1427,0,0.000000,43.598440,0.0000
1428,0,0.000000,32.049109,0.0000
1429,1,27.394524,32.992545,9.6505
1430,0,0.000000,74.236725,0.0000
1431,0,0.000000,51.700432,0.0000
1432,0,0.000000,61.578286,0.0000
1433,2,8.592745,64.330342,42.9686
1434,9,34.567000,57.374272,17.4600
1435,0,0.000000,70.390700,0.0000
1436,27,39.050986,48.498765,23.0482
1437,0,0.000000,71.860323,0.0000
1438,0,0.000000,49.966917,0.0000
1439,4,8.152357,76.075537,174.7850
1440,6,31.854041,42.120202,19.0320
1441,0,0.000000,32.980227,0.0000
1442,1,0.596709,66.554879,19.9364
1443,1,3.910318,56.320473,39.5610
1444,0,0.000000,35.977478,0.0000
1445,8,60.728277,64.723352,46.1148
1446,1,11.124913,30.998559,129.7959
