transaction_id,customer_id,date,amount
633,277,2024-03-18,12.35
649,285,2023-10-17,13.54
451,194,2024-06-21,30.71
266,106,2023-11-01,34.98
1780,757,2023-08-30,46.88
1810,771,2023-06-17,62.57
703,310,2023-12-23,36.94
1099,455,2024-02-16,45.11
1851,792,2023-10-21,27.91
356,147,2023-06-24,38.68
900,396,2023-02-11,29.95
1012,432,2023-04-23,51.02
1588,669,2023-10-02,33.55
1251,518,2023-08-03,18.64
1602,675,2023-12-01,48.39
1877,797,2024-05-25,22.73
114,43,2023-05-19,9.97
328,133,2024-01-05,95.78
81,36,2024-01-11,43.91
52,23,2023-08-06,32.78
1845,789,2023-08-12,20.12
1532,649,2023-11-25,5.78
1401,582,2024-05-15,28.29
428,182,2024-06-16,-19.3
1751,742,2024-04-16,70.12
1241,512,2024-05-22,-37.5
1155,481,2023-07-19,27.54
61,28,2023-06-19,24.32
1209,502,2024-02-28,48.05
366,155,2023-11-28,8.01
580,249,2024-02-27,33.44
922,398,2024-05-27,38.73
1771,753,2023-01-19,5.54
804,355,2024-01-04,25.8
1665,701,2024-05-28,71.42
1506,635,2023-06-17,16.45
1231,509,2023-11-28,25.31
187,69,2023-08-11,16.98
139,55,2023-09-05,11.44
992,424,2023-09-17,20.05
85,36,2024-02-07,56.03
915,398,2024-02-23,51.81
1178,488,2024-03-02,14.55
1720,730,2023-11-02,19.61
967,414,2024-03-18,9.81
1391,577,2023-08-23,63.81
716,311,2023-03-07,39.58
275,112,2023-11-15,47.93
954,411,2023-07-15,49.54
838,373,2024-04-14,32.82
323,133,2023-02-02,103.36
988,423,2024-04-05,18.6
942,404,2023-09-17,58.55
1275,526,2024-02-16,-30.23
636,278,2023-06-06,16.52
1250,517,2024-03-06,52.12
416,177,2024-05-12,14.76
1544,651,2023-08-02,9.58
650,285,2023-12-12,13.74
173,63,2023-11-26,-14.7
182,66,2024-06-16,19.0
1377,570,2023-11-28,20.45
976,417,2023-03-27,17.65
56,25,2023-08-01,67.18
1303,537,2023-10-30,17.34
699,310,2023-11-17,38.55
456,197,2023-03-02,20.08
966,414,2024-03-13,10.4
722,315,2023-12-06,20.14
303,123,2024-01-09,16.0
1211,502,2024-05-18,73.37
1686,716,2023-08-18,5.51
1109,456,2024-04-16,35.19
20,12,2023-03-27,19.82
704,310,2023-12-24,17.38
616,269,2023-12-04,65.51
1610,680,2024-02-03,23.07
398,167,2024-03-24,71.3
964,414,2023-12-21,13.05
1459,607,2023-11-17,13.93
1140,475,2023-06-04,23.11
474,204,2023-11-26,26.04
1136,472,2023-11-10,52.89
1309,540,2023-07-25,18.75
1510,637,2023-11-25,49.62
1026,437,2023-01-10,41.16
1413,587,2023-11-12,73.99
911,398,2023-11-18,63.31
105,39,2023-10-30,-49.88
615,268,2023-05-27,51.49
683,306,2023-06-09,12.79
29,14,2023-10-09,28.4
749,325,2023-11-24,15.4
317,129,2023-08-01,17.03
717,311,2023-04-23,36.28
1360,563,2024-04-02,59.79
1566,657,2023-03-07,29.2
44,19,2024-02-05,-46.43
1115,457,2023-04-09,56.08
333,136,2023-06-11,47.42
785,344,2023-10-10,43.82
1109,456,2024-04-16,35.19
342,143,2023-04-23,19.16
1064,452,2023-12-12,65.33
554,240,2023-09-26,27.47
1649,695,2023-08-01,20.71
609,264,2023-02-13,19.35
1105,456,2024-01-27,45.46
1660,701,2023-12-07,49.36
747,325,2023-04-24,22.43
1131,468,2023-01-11,14.16
579,249,2023-12-16,43.33
211,79,2023-07-05,44.59
164,59,2024-03-24,12.5
907,397,2023-03-25,18.0
984,422,2023-09-27,53.07
373,157,2023-11-22,22.21
82,36,2024-01-12,52.05
361,151,2023-04-26,7.38
1417,591,2023-01-11,22.29
1649,695,2023-08-01,20.71
460,198,2023-05-26,32.8
1061,449,2023-12-17,10.97
806,355,2024-02-20,63.08
1826,781,2024-06-06,14.34
567,246,2023-07-13,37.75
1697,721,2023-01-22,15.79
913,398,2024-01-21,38.63
1168,483,2024-03-09,18.46
1203,500,2024-01-29,67.4
1547,651,2023-08-25,20.41
1368,566,2024-04-20,10.11
1210,502,2024-03-08,102.37
832,370,2023-12-22,78.49
611,265,2023-11-27,30.4
784,344,2023-08-13,58.72
1668,703,2023-08-17,18.61
652,286,2023-08-27,43.97
1207,501,2023-12-08,-23.84
622,272,2023-07-12,9.25
1593,670,2023-08-25,31.89
1160,482,2023-10-25,25.09
614,267,2023-11-16,10.49
1674,709,2023-11-18,82.23
449,193,2024-02-01,22.83
1616,683,2023-02-21,11.7
918,398,2024-03-27,38.03
1631,690,2023-11-10,8.49
80,36,2024-01-04,61.09
1468,613,2024-01-26,32.42
1693,717,2023-09-15,23.19
831,369,2023-05-25,-21.98
124,50,2023-12-04,9.26
862,379,2023-05-21,29.47
311,127,2023-09-13,32.56
691,310,2023-07-11,25.87
496,211,2023-07-10,19.19
525,226,2023-01-17,18.09
1341,549,2023-09-24,28.56
738,323,2023-06-26,41.13
1076,453,2023-10-13,23.18
1493,628,2023-10-28,-33.42
1094,453,2024-05-27,13.13
141,55,2023-11-03,9.73
376,157,2023-12-28,46.4
455,196,2024-03-30,17.45
826,367,2023-12-21,7.41
721,314,2023-05-28,13.9
315,129,2023-07-05,7.26
1188,491,2023-05-11,14.45
681,304,2023-06-04,77.08
1787,759,2023-12-27,34.6
73,35,2024-01-14,38.56
260,102,2023-02-19,64.5
1092,453,2024-04-14,30.41
170,62,2023-04-26,15.38
1743,739,2024-03-16,11.5
1299,536,2023-12-28,142.52
1533,649,2023-12-03,20.43
1182,490,2023-11-19,7.36
1746,740,2023-07-30,53.07
181,66,2023-11-20,7.52
1723,731,2023-12-23,7.13
237,89,2024-01-26,30.5
1482,622,2024-06-28,30.23
1745,740,2023-07-03,35.73
527,227,2023-02-10,8.35
270,110,2023-11-12,57.65
706,310,2024-01-06,26.97
845,375,2023-08-09,49.6
437,186,2024-06-22,-32.83
847,375,2023-09-18,68.11
960,414,2023-08-31,11.7
1069,453,2023-05-13,42.41
1343,550,2024-03-04,36.11
465,199,2023-11-04,41.41
1841,787,2023-04-11,24.45
1613,680,2024-06-07,26.03
379,157,2024-02-28,20.19
1033,437,2024-04-06,48.19
1433,599,2023-08-16,33.69
526,226,2023-08-19,-34.51
991,424,2023-09-15,19.77
10,7,2023-11-30,22.23
1287,532,2024-02-01,22.75
848,375,2023-09-25,34.04
882,387,2023-09-14,20.7
146,55,2024-04-24,16.29
947,408,2023-04-18,11.48
1559,652,2023-01-13,20.13
1119,458,2023-08-07,-11.24
409,174,2023-09-18,18.88
1437,602,2023-04-12,30.28
1199,497,2023-07-28,40.83
1534,649,2023-12-09,39.45
992,424,2023-09-17,20.05
743,323,2024-06-23,25.08
90,36,2024-03-15,42.92
166,60,2024-01-30,54.28
1518,642,2023-04-03,21.72
381,157,2024-04-14,29.7
646,284,2023-10-12,16.87
177,65,2023-07-09,28.78
224,82,2023-12-22,20.35
950,410,2023-08-15,32.32
365,155,2023-10-16,16.91
3,2,2024-01-21,83.18
762,331,2023-08-20,16.14
238,90,2023-03-18,31.64
188,69,2024-01-15,6.87
1193,495,2023-06-10,8.56
530,228,2024-01-18,43.15
121,47,2024-01-22,23.87
135,55,2023-07-03,8.36
987,423,2024-02-02,23.87
1717,729,2024-06-01,91.15
765,333,2024-03-21,26.32
1111,456,2024-06-02,102.18
798,352,2023-08-29,30.06
1271,525,2024-04-21,5.61
1301,537,2023-08-26,4.19
280,114,2024-01-31,48.29
1224,505,2024-05-18,13.33
493,209,2024-04-03,20.79
927,400,2023-01-02,25.0
1519,642,2023-04-16,15.83
330,135,2023-01-31,28.2
375,157,2023-12-07,18.65
1644,695,2023-04-17,30.22
1278,528,2024-01-18,50.53
1858,795,2024-04-02,10.5
183,67,2023-04-08,26.54
6,5,2023-06-16,14.83
11,7,2023-12-07,40.35
574,248,2023-06-02,19.43
1863,797,2023-08-08,30.17
1147,477,2023-12-31,44.49
1357,561,2023-05-08,17.24
1552,651,2023-11-09,12.11
364,154,2023-09-24,32.82
963,414,2023-12-09,25.75
571,246,2024-02-03,52.47
1848,791,2023-12-23,19.97
433,185,2023-06-01,14.55
352,147,2023-04-24,42.2
1286,531,2023-12-22,27.17
109,41,2024-04-19,22.72
564,245,2024-02-03,5.61
840,374,2024-04-29,23.54
1669,704,2023-06-30,26.02
450,194,2024-01-23,21.41
818,360,2023-11-14,11.24
1500,631,2024-03-11,50.13
1421,593,2024-02-11,46.86
37,15,2023-05-18,7.9
1177,488,2023-08-05,15.17
1,1,2023-11-24,16.9
1018,436,2023-09-19,67.69
752,325,2024-03-28,9.28
1420,593,2023-09-01,68.05
290,117,2023-08-28,12.57
6,5,2023-06-16,14.83
259,101,2023-09-12,226.29
1036,437,2024-06-24,36.94
892,390,2023-06-28,279.61
1375,569,2023-12-28,45.82
1531,649,2023-11-20,29.39
996,426,2023-08-30,73.11
1761,749,2023-09-09,22.7
1592,670,2023-05-11,25.7
710,310,2024-02-27,33.08
1240,512,2023-09-06,48.92
216,80,2023-10-24,13.23
1448,605,2023-09-11,7.66
1370,567,2023-02-05,26.08
751,325,2024-03-03,23.59
542,231,2023-07-15,70.14
1540,651,2023-04-25,22.13
1442,605,2023-02-25,25.28
1831,782,2023-08-15,19.05
1606,676,2023-09-08,-46.98
1769,751,2024-06-21,112.26
978,419,2023-12-14,46.78
1770,752,2023-09-17,76.78
1441,605,2023-01-24,8.21
1732,734,2023-08-18,21.08
546,234,2023-08-15,23.82
1625,686,2023-08-18,56.92
1614,681,2023-05-05,17.29
825,366,2023-11-05,60.75
1374,569,2023-11-18,23.14
575,249,2023-07-14,47.37
1551,651,2023-10-26,25.49
1130,467,2023-11-02,46.05
1318,543,2024-02-23,96.1
198,72,2024-02-03,75.35
1340,549,2023-06-06,43.09
379,157,2024-02-28,20.19
789,347,2024-01-31,22.25
608,263,2023-07-27,25.86
1000,427,2023-09-10,39.24
283,115,2023-02-25,16.49
1323,544,2023-12-14,15.69
596,256,2023-03-08,21.44
936,401,2023-08-19,17.66
997,427,2023-07-05,75.88
944,405,2024-03-24,27.48
242,93,2024-01-23,27.01
1873,797,2024-04-27,23.97
1369,566,2024-01-23,-29.3
688,309,2024-01-26,20.28
86,36,2024-02-11,38.8
1403,584,2023-02-21,28.43
1611,680,2024-02-15,15.43
286,116,2024-01-02,9.99
1849,792,2023-07-22,25.66
1171,485,2023-05-09,46.23
12,7,2024-01-06,9.01
1134,470,2023-11-02,35.64
1733,735,2023-10-11,8.04
620,271,2023-09-30,28.83
1306,538,2023-05-31,67.28
779,342,2023-08-02,23.08
1757,746,2023-12-09,26.83
1705,725,2023-07-16,8.76
1183,490,2023-11-28,13.04
1405,585,2023-11-26,25.38
1307,538,2023-10-27,124.41
735,321,2023-01-28,75.97
1829,782,2023-07-18,41.2
272,112,2023-10-31,72.11
179,65,2024-04-25,16.48
46,21,2023-03-31,21.81
260,102,2023-02-19,64.5
485,207,2023-08-07,49.97
1218,504,2024-01-10,21.77
48,21,2023-06-07,11.27
773,338,2023-01-14,43.58
931,400,2023-10-15,47.75
1167,483,2024-01-09,35.45
159,57,2023-03-19,18.76
929,400,2023-08-15,47.78
744,324,2023-04-25,12.78
772,337,2023-10-20,10.89
879,387,2023-09-12,31.93
1313,542,2023-12-30,18.18
1328,544,2024-03-28,17.14
1584,667,2023-07-13,14.99
1813,771,2024-01-20,74.23
149,55,2024-06-27,8.19
1259,521,2023-02-22,29.6
994,425,2024-03-11,28.58
1084,453,2023-12-16,38.79
968,414,2024-04-23,14.55
1790,761,2024-04-13,32.12
1159,481,2023-10-08,47.51
1066,453,2023-04-17,23.11
1878,797,2024-05-26,23.74
1143,477,2023-06-04,45.04
888,390,2023-04-25,155.05
1106,456,2024-03-15,40.33
480,205,2023-12-31,64.34
1082,453,2023-12-11,14.64
1502,632,2023-12-28,41.42
941,404,2023-03-06,84.05
1608,678,2023-03-19,19.09
1719,729,2024-06-29,82.27
327,133,2023-07-16,67.59
830,369,2023-05-07,24.78
1274,526,2024-06-26,17.61
1157,481,2023-08-16,29.04
1163,483,2023-07-05,30.25
1095,453,2024-06-23,22.56
774,338,2023-11-09,28.27
289,117,2023-08-01,18.39
1657,700,2023-06-21,16.87
1758,747,2023-01-25,32.62
415,177,2024-02-04,36.15
1123,462,2023-12-10,34.73
860,377,2023-06-19,17.66
1667,702,2023-11-25,20.37
1560,652,2024-06-24,18.93
1151,478,2024-03-08,71.16
1627,687,2023-07-04,37.02
1412,586,2023-11-22,46.79
1696,720,2023-05-14,14.96
1071,453,2023-08-07,30.85
1596,670,2023-12-11,41.5
962,414,2023-11-23,17.73
1263,523,2023-08-26,23.92
1332,544,2024-05-29,15.07
1212,502,2024-06-26,50.88
1258,520,2024-03-31,18.15
817,359,2023-05-07,8.47
206,77,2023-10-15,7.64
664,294,2024-05-13,23.82
1110,456,2024-04-26,29.79
916,398,2024-03-07,36.27
4,3,2023-07-13,26.92
578,249,2023-11-05,47.58
461,198,2023-06-15,30.11
464,198,2023-09-06,47.11
178,65,2023-12-31,7.88
613,267,2023-01-06,18.1
760,329,2023-03-05,20.55
805,355,2024-02-17,44.69
1326,544,2024-02-20,18.62
27,14,2023-08-05,16.56
152,56,2023-10-19,23.6
189,70,2023-10-18,42.15
551,238,2023-06-27,25.47
865,380,2024-06-01,20.38
799,353,2023-03-15,104.81
887,390,2023-04-17,91.96
1823,779,2023-12-11,23.55
95,36,2024-04-29,26.26
41,17,2023-10-08,20.76
679,302,2023-09-01,23.08
153,56,2023-12-08,12.04
897,394,2023-07-15,50.91
1859,795,2024-04-12,23.4
1737,738,2023-06-08,60.8
675,301,2023-11-29,10.31
1525,645,2024-03-24,42.31
758,327,2023-02-05,28.8
1353,557,2024-01-26,28.54
374,157,2023-11-30,45.19
828,367,2024-03-08,10.58
937,402,2023-10-22,33.56
35,14,2024-02-29,29.91
407,172,2024-04-06,23.4
8,7,2023-08-28,69.85
72,35,2023-09-11,24.12
201,75,2023-06-05,13.29
1739,738,2024-01-14,49.94
1664,701,2024-03-21,60.47
1689,717,2023-04-12,25.81
634,277,2024-06-27,8.7
1470,614,2023-07-05,21.93
400,168,2023-03-21,6.62
284,115,2023-03-19,27.83
1497,631,2023-04-28,30.55
1128,465,2023-03-01,27.22
1874,797,2024-05-10,15.7
566,246,2023-05-04,26.91
989,423,2024-04-17,36.65
98,37,2023-03-11,42.41
1046,441,2023-01-17,49.1
1208,502,2024-01-27,110.36
175,64,2023-04-17,162.61
1590,669,2023-12-07,19.66
500,214,2023-07-22,9.8
1331,544,2024-05-18,35.01
1801,767,2023-07-12,-33.08
1774,754,2024-01-23,28.01
1133,469,2023-05-01,23.24
482,207,2023-04-28,50.88
1837,784,2024-04-05,9.76
592,255,2023-08-26,19.12
191,71,2023-07-18,12.43
786,345,2023-03-12,16.89
764,333,2023-12-17,34.79
388,163,2023-06-11,47.61
606,262,2023-08-11,12.66
172,63,2023-07-17,24.11
1122,461,2023-12-05,25.92
23,14,2023-02-27,17.0
250,97,2024-02-17,39.15
1716,729,2024-02-02,138.6
985,422,2023-10-07,74.46
1386,574,2023-08-16,34.11
1144,477,2023-07-10,112.57
555,240,2023-11-12,133.1
1223,505,2023-12-18,17.89
1294,535,2023-12-04,22.09
1041,439,2023-12-15,31.2
1429,596,2023-06-25,32.44
93,36,2024-04-15,33.84
235,87,2024-06-29,13.93
1879,797,2024-05-30,28.93
889,390,2023-05-08,189.94
1658,700,2023-12-25,21.46
1483,623,2023-08-29,67.01
1070,453,2023-05-18,29.73
130,53,2023-12-10,29.92
34,14,2024-02-05,13.22
5,4,2023-07-06,29.95
360,150,2023-11-25,-25.93
472,204,2023-08-30,28.06
380,157,2024-03-17,18.43
1714,729,2024-01-05,47.93
240,91,2024-01-17,17.24
1218,504,2024-01-10,21.77
249,97,2024-02-13,30.87
1621,685,2023-10-15,33.01
344,145,2023-03-08,9.92
435,185,2023-08-01,35.8
1446,605,2023-07-08,15.75
1700,722,2023-11-11,13.37
102,39,2023-01-08,40.28
1538,651,2023-02-19,18.13
1721,731,2023-11-14,13.33
354,147,2023-05-31,47.23
1515,640,2024-05-24,46.76
1161,483,2023-03-31,33.16
322,133,2023-01-19,68.29
803,354,2023-05-26,31.79
62,29,2023-06-04,42.59
1024,436,2024-05-22,32.69
865,380,2024-06-01,20.38
1351,555,2024-06-20,15.45
1324,544,2024-01-01,12.09
231,87,2023-06-01,31.01
310,127,2023-07-30,20.79
212,79,2023-08-10,36.33
1481,622,2024-02-07,31.22
488,208,2023-09-10,49.44
483,207,2023-06-10,23.5
1068,453,2023-05-06,16.34
334,136,2023-06-23,85.32
1462,609,2024-05-04,-36.98
1214,503,2023-04-30,39.85
464,198,2023-09-06,47.11
1329,544,2024-04-11,21.58
1832,782,2023-10-22,18.74
1676,711,2024-01-03,35.46
271,111,2023-12-22,62.69
549,236,2023-09-27,22.57
1796,764,2023-08-08,25.15
518,222,2023-05-14,9.5
1784,758,2023-05-15,49.04
1107,456,2024-03-22,37.56
1226,507,2023-10-13,11.68
184,68,2023-12-21,11.69
75,36,2023-10-31,61.71
1642,695,2023-02-22,12.86
772,337,2023-10-20,10.89
520,223,2023-04-30,154.17
282,114,2024-03-24,13.38
1395,578,2023-10-15,25.72
921,398,2024-04-25,20.43
1836,784,2024-02-16,25.38
215,80,2023-06-03,12.79
982,422,2023-07-01,43.7
273,112,2023-11-07,25.39
1440,604,2024-01-14,55.36
1186,490,2024-06-04,18.68
1708,726,2023-02-19,41.84
1816,773,2024-01-04,70.99
627,274,2023-07-15,54.41
1570,658,2023-11-19,25.33
946,407,2023-07-21,39.15
1415,589,2023-11-13,26.63
318,130,2023-09-19,24.78
1530,648,2023-10-26,56.91
1081,453,2023-11-29,30.65
1201,498,2023-12-31,47.42
1760,749,2023-08-07,21.6
1865,797,2023-09-05,13.93
1164,483,2023-10-04,19.67
1275,526,2024-02-16,-30.23
1662,701,2024-01-11,50.68
1581,664,2023-07-16,19.68
524,225,2023-05-03,41.97
1354,558,2023-09-22,15.49
1050,442,2024-04-13,19.15
1029,437,2023-09-04,30.21
935,401,2023-08-11,21.84
1715,729,2024-01-07,26.47
1681,715,2023-11-18,17.85
1647,695,2023-06-15,32.98
1882,800,2023-07-04,22.85
1319,544,2023-07-12,14.02
494,210,2023-07-25,35.19
657,289,2024-04-18,20.1
1372,568,2023-07-14,14.07
1487,626,2024-02-10,18.9
1852,792,2023-12-11,20.49
1406,585,2024-01-02,33.35
1315,543,2023-04-18,93.53
32,14,2024-01-16,23.26
220,82,2023-02-28,18.97
1132,469,2023-04-27,27.36
1443,605,2023-04-24,16.27
1805,769,2024-01-25,77.54
446,191,2024-06-28,14.7
1269,525,2024-02-23,16.95
1235,510,2023-12-28,28.02
974,416,2023-12-04,-47.52
136,55,2023-07-31,15.42
1410,585,2024-03-14,22.23
741,323,2024-05-04,22.22
1096,453,2024-06-24,32.44
431,183,2023-05-19,18.03
1089,453,2024-02-13,30.15
1677,712,2023-05-02,30.5
876,387,2023-07-30,37.77
1822,778,2024-01-05,-39.71
536,230,2023-11-26,30.08
737,323,2023-03-24,11.81
1373,569,2023-07-03,41.82
1524,645,2023-05-20,32.48
521,223,2023-08-07,150.25
572,247,2023-05-02,18.88
353,147,2023-05-29,48.0
708,310,2024-01-24,8.33
1683,715,2024-02-07,38.32
1569,658,2023-10-02,12.81
1054,446,2023-07-25,4.76
587,251,2024-05-14,13.12
1035,437,2024-06-16,19.61
1712,728,2023-12-03,61.56
903,396,2023-04-26,5.71
1709,727,2023-07-13,41.36
1465,612,2023-02-25,7.63
142,55,2023-11-28,20.99
1866,797,2023-09-26,18.47
1734,736,2023-01-28,80.39
1834,783,2023-01-31,56.48
1300,537,2023-05-13,11.53
1434,600,2023-11-10,46.95
74,36,2023-10-29,53.24
25,14,2023-07-01,26.74
1629,689,2023-04-14,20.97
1671,706,2023-09-03,22.48
678,301,2024-03-22,19.2
470,203,2023-04-28,30.88
1279,529,2023-05-13,14.28
547,234,2024-01-09,10.44
297,121,2023-03-26,24.11
1726,732,2023-06-06,46.84
1117,458,2023-08-01,30.96
1473,616,2023-10-18,10.44
666,296,2023-03-25,19.74
471,203,2023-06-14,-42.05
1795,764,2023-08-08,39.39
792,350,2023-03-23,12.77
68,34,2024-01-25,102.59
399,168,2023-02-16,10.17
1655,699,2023-07-05,9.45
1464,611,2023-12-31,21.43
674,301,2023-10-18,10.95
523,224,2024-04-10,-39.92
86,36,2024-02-11,38.8
506,217,2023-03-21,130.16
793,351,2023-03-05,17.64
1243,513,2024-05-11,10.77
1737,738,2023-06-08,60.8
125,50,2023-12-25,14.26
1112,456,2024-06-27,52.38
1342,550,2023-09-22,60.68
26,14,2023-08-02,23.27
1463,610,2023-10-05,33.47
725,317,2024-05-14,13.33
973,416,2024-04-25,10.5
150,56,2023-06-29,28.75
1598,672,2023-07-01,27.43
1404,584,2023-08-18,32.3
778,341,2023-08-12,26.56
1104,456,2023-10-31,39.38
1137,473,2023-09-07,73.61
393,166,2023-07-07,77.95
63,30,2023-11-22,32.6
348,146,2023-10-23,27.7
1003,427,2024-02-18,60.16
341,142,2023-05-19,31.04
1521,642,2023-10-18,17.17
1390,576,2023-10-09,40.28
1314,542,2024-01-27,17.09
1322,544,2023-10-17,12.6
602,260,2023-11-07,9.39
1361,563,2024-04-04,25.67
498,213,2023-12-11,18.74
423,180,2023-11-12,6.06
1740,739,2023-03-31,16.52
816,358,2023-09-12,20.88
1585,667,2023-07-25,-22.5
898,395,2023-09-17,37.45
924,398,2024-06-21,71.54
174,64,2023-03-18,124.44
1503,632,2024-01-16,46.76
1272,525,2024-05-02,24.27
1838,785,2023-08-06,31.77
1007,429,2023-09-20,9.69
1498,631,2023-06-01,36.34
1509,636,2023-09-12,46.5
1568,657,2024-01-02,19.54
1260,522,2023-01-02,19.72
1808,770,2023-10-28,25.9
1577,662,2024-01-06,44.37
1626,687,2023-06-04,55.83
917,398,2024-03-22,57.31
1461,609,2024-01-19,53.28
316,129,2023-07-30,16.33
397,167,2023-05-09,22.51
287,117,2023-06-10,11.22
229,86,2024-01-19,8.53
158,56,2024-06-16,18.88
404,171,2023-01-15,148.52
299,122,2023-07-30,16.15
1516,640,2023-09-04,-38.43
694,310,2023-09-14,23.2
957,413,2023-02-08,-13.46
1336,546,2024-01-22,149.11
585,251,2023-10-17,28.45
753,326,2023-07-01,30.66
1337,547,2023-07-07,39.11
626,273,2023-07-19,18.7
522,224,2023-10-06,42.89
880,387,2023-09-13,41.83
1385,574,2023-07-09,44.21
65,32,2024-01-04,112.67
1842,787,2023-05-23,24.32
550,237,2023-12-30,28.54
1541,651,2023-05-14,23.92
1722,731,2023-12-20,8.56
742,323,2024-06-02,35.04
519,222,2024-05-29,6.91
665,295,2023-03-24,18.64
1032,437,2024-03-30,24.5
477,205,2023-05-22,54.77
1539,651,2023-04-18,21.54
1762,750,2023-10-06,42.14
1142,476,2023-05-08,29.08
1376,569,2024-01-04,32.87
253,98,2024-04-15,21.79
1704,725,2023-06-01,21.91
635,278,2023-01-19,16.66
1755,744,2023-07-16,15.95
1053,445,2023-02-06,11.36
543,232,2023-07-21,18.16
755,326,2023-08-26,28.58
346,146,2023-07-22,26.35
1302,537,2023-09-17,18.4
718,312,2023-06-22,28.21
1135,471,2023-02-15,23.21
945,406,2024-02-02,23.34
99,37,2023-04-11,48.59
1091,453,2024-04-09,37.75
1880,798,2023-02-15,36.58
791,349,2023-06-26,8.73
1495,629,2024-02-07,-21.65
1711,728,2023-07-06,109.63
1359,563,2023-12-25,44.21
709,310,2024-02-20,15.09
881,387,2023-09-14,61.82
467,200,2024-02-04,8.49
701,310,2023-12-18,64.93
981,421,2023-01-04,25.03
1556,651,2024-02-08,14.98
1507,635,2023-06-25,15.48
1833,782,2023-11-15,46.35
1724,732,2023-03-22,64.1
1083,453,2023-12-14,49.85
418,178,2023-11-20,55.57
1764,750,2024-02-07,82.99
338,139,2023-10-28,5.54
228,85,2023-11-30,36.31
1496,630,2023-05-07,19.27
302,123,2023-07-08,15.03
156,56,2024-01-18,34.59
1793,762,2023-08-08,31.43
1663,701,2024-03-04,42.47
1308,539,2023-12-19,81.06
337,138,2023-08-20,37.47
539,230,2024-02-10,9.84
1624,685,2023-09-19,-11.65
837,373,2023-08-12,20.82
1472,615,2023-11-18,12.13
1129,466,2023-05-03,40.84
914,398,2024-01-21,35.68
560,243,2023-06-16,105.2
1643,695,2023-02-25,39.94
28,14,2023-09-07,18.06
1835,784,2023-03-23,19.14
910,398,2023-09-30,72.53
734,320,2024-05-15,-34.8
1220,505,2023-05-02,16.19
1184,490,2024-01-09,4.04
355,147,2023-06-18,29.85
163,59,2024-02-11,23.32
402,169,2023-11-15,34.98
262,103,2023-11-29,30.97
1145,477,2023-07-15,59.49
1013,433,2023-10-19,21.93
1457,607,2023-06-21,29.65
986,423,2024-01-15,18.26
812,358,2023-01-31,25.5
1058,447,2023-12-08,19.49
1206,501,2023-11-07,32.81
1057,447,2023-08-25,13.03
222,82,2023-07-22,24.48
31,14,2023-10-28,15.65
1100,456,2023-07-24,40.53
1558,651,2024-04-25,10.54
13,7,2024-03-18,22.51
123,49,2023-01-27,15.35
796,352,2023-05-10,27.56
1310,541,2023-05-05,22.8
1059,448,2023-10-07,26.43
1633,691,2023-08-26,67.49
1093,453,2024-04-23,28.84
515,221,2023-08-31,23.34
1670,705,2023-03-14,72.43
1031,437,2023-12-05,14.48
1862,797,2023-02-13,35.53
190,70,2023-12-05,-27.46
1867,797,2023-11-07,27.28
1870,797,2023-12-30,29.03
576,249,2023-08-15,21.81
363,153,2023-03-06,8.78
162,59,2023-12-02,26.54
213,79,2024-03-28,45.41
57,26,2023-11-05,18.17
800,353,2023-04-29,83.49
138,55,2023-09-03,13.46
1256,519,2023-10-27,131.73
648,285,2023-05-01,8.18
1565,656,2023-11-17,17.09
276,112,2023-11-29,39.43
822,364,2023-04-01,21.41
1817,774,2024-01-07,11.66
971,415,2024-04-02,36.84
1345,551,2023-11-29,9.3
1422,593,2024-02-18,39.55
980,420,2024-05-14,23.88
877,387,2023-08-08,54.59
926,399,2023-02-21,50.19
1635,693,2023-06-06,20.72
1561,653,2023-07-25,21.29
371,156,2023-07-28,73.37
603,260,2024-03-02,20.34
312,127,2024-01-01,-14.25
359,150,2023-04-13,17.56
243,94,2023-01-09,37.37
383,159,2023-03-18,11.85
1753,743,2024-06-01,29.38
329,134,2023-04-30,24.77
872,384,2023-08-10,41.54
1383,573,2023-05-12,11.09
1103,456,2023-10-22,41.31
19,11,2023-10-02,131.98
110,41,2024-05-20,19.84
469,202,2023-12-15,20.2
711,310,2024-02-29,25.07
1246,516,2023-07-26,26.96
1237,510,2024-05-15,25.78
685,307,2023-08-09,48.49
1296,535,2024-02-26,10.05
813,358,2023-02-20,19.78
223,82,2023-10-05,42.33
111,41,2024-06-17,26.89
593,255,2023-08-31,40.17
1435,600,2023-11-18,89.05
690,310,2023-07-05,36.08
858,376,2023-12-02,14.4
1578,663,2023-02-19,26.35
378,157,2024-01-23,30.58
1298,536,2023-02-24,158.31
1750,742,2024-01-26,38.11
1792,761,2024-05-15,34.56
1605,676,2023-06-23,80.89
808,355,2024-05-02,40.35
829,368,2024-01-13,34.93
1637,694,2023-05-12,37.46
529,227,2024-05-23,20.96
757,327,2023-01-25,18.77
1804,769,2024-01-18,107.9
1756,745,2023-04-14,26.6
497,212,2023-05-14,53.47
268,108,2023-10-11,127.85
871,383,2023-01-06,65.77
1807,770,2023-03-03,47.1
1247,516,2023-10-16,7.29
1650,695,2023-08-02,16.75
1284,530,2023-07-10,22.57
1601,674,2023-01-09,27.17
394,166,2024-06-28,107.18
453,195,2023-10-22,-21.93
654,288,2023-04-22,17.43
1573,659,2024-02-19,41.56
